PORTFOLIO_CAGR,PORTFOLIO_VOLATILITY,SHARPE_RATIO,ACTIVE_RETURN,SORTINO_RATIO,DIVERSIFICATION_SCORE,RISK_GRADE,MAX_DRAWDOWN,BETA,VAR_95,CVAR_95,WIN_RATE,VAR_95_RS,TRACKING_ERROR,INFORMATION_RATIO,AVG_CORRELATION,TOP_5_CONCENTRATION,MAX_SINGLE_POSITION,RISK_SCORE
130.67,28.12,4.43,93.35,7.87,78.71,B,-21.49,1.27,-2.34,-3.15,58.37,23369.0,22.69,4.11,0.21,0.37,9.13,80
