Date,Portfolio_Value
2020-01-02,1.0172210019152574
2020-01-03,1.021083226616213
2020-01-06,1.0028988968005206
2020-01-07,1.0116500715556733
2020-01-08,1.0160706540223015
2020-01-09,1.030656970690149
2020-01-10,1.0369577344323995
2020-01-13,1.0459107808084145
2020-01-14,1.047302198858628
2020-01-15,1.052954170449612
2020-01-16,1.0565385660329896
2020-01-17,1.0532583231810468
2020-01-20,1.0492774372310483
2020-01-21,1.052613304567733
2020-01-22,1.05252876684871
2020-01-23,1.0592158403955976
2020-01-24,1.057755572921749
2020-01-27,1.052479231354091
2020-01-28,1.0468787482212145
2020-01-29,1.046427972328452
2020-01-30,1.0372393137804137
2020-01-31,1.0371607379784265
2020-02-03,1.01578413616851
2020-02-04,1.0215947794106204
2020-02-05,1.0281597202300876
2020-02-06,1.0385838427118679
2020-02-07,1.046965849943093
2020-02-10,1.0505032631164886
2020-02-11,1.0485168441046233
2020-02-12,1.0340547577651487
2020-02-13,1.0276822893647353
2020-02-14,1.0179376370332034
2020-02-17,1.01316652937675
2020-02-18,1.0040942599093687
2020-02-19,1.0252213052317183
2020-02-20,1.030300919734731
2020-02-24,1.0151811255242646
2020-02-25,1.0085067816103104
2020-02-26,1.0015024107730872
2020-02-27,0.9864529924276658
2020-02-28,0.951188521025235
2020-03-02,0.944696285583756
2020-03-03,0.9486530602456833
2020-03-04,0.9413841507248112
2020-03-05,0.9465153471717832
2020-03-06,0.9295986441437614
2020-03-09,0.9031721060823588
2020-03-11,0.9016619540554432
2020-03-12,0.8616472704361432
2020-03-13,0.8646637645155817
2020-03-16,0.8422504758005731
2020-03-17,0.8320430709033786
2020-03-18,0.8045755876166214
2020-03-19,0.7923162842930762
2020-03-20,0.8028559740207429
2020-03-23,0.7589723930374114
2020-03-24,0.7584426270215319
2020-03-25,0.7674936297851224
2020-03-26,0.7788576433535916
2020-03-27,0.7773111066303742
2020-03-30,0.7685576246502515
2020-03-31,0.7761998533717456
2020-04-01,0.7825310558199863
2020-04-03,0.7947000666950692
2020-04-07,0.8185812472678047
2020-04-08,0.8341946595009551
2020-04-09,0.861645721358155
2020-04-13,0.87618394926092
2020-04-15,0.8748910598241132
2020-04-16,0.8871583071503026
2020-04-17,0.895328357154196
2020-04-20,0.900787583644451
2020-04-21,0.8754779747560358
2020-04-22,0.8855689173999917
2020-04-23,0.9029689044254665
2020-04-24,0.8886326232178504
2020-04-27,0.8922204864650584
2020-04-28,0.8946866115739756
2020-04-29,0.8951089384125654
2020-04-30,0.8908029571111445
2020-05-04,0.8762928375334523
2020-05-05,0.8688845483211817
2020-05-06,0.8642181840374827
2020-05-07,0.8676924412676008
2020-05-08,0.867288811896036
2020-05-11,0.8693864704305377
2020-05-12,0.8678875113864565
2020-05-13,0.8904620822203779
2020-05-14,0.8854363372172693
2020-05-15,0.884761359723412
2020-05-18,0.8686080622333784
2020-05-19,0.8724948978808833
2020-05-20,0.8759144545071662
2020-05-21,0.8760418654085789
2020-05-22,0.8731547886637576
2020-05-26,0.8731335418904476
2020-05-27,0.879947451889521
2020-05-28,0.8874086705335387
2020-05-29,0.8893033853114146
2020-06-01,0.9082550607083174
2020-06-02,0.9320623943118705
2020-06-03,0.9374869098479149
2020-06-04,0.9405862598824168
2020-06-05,0.9662719097428836
2020-06-08,0.9812077940375179
2020-06-09,0.981933305024873
2020-06-10,1.0055730617837308
2020-06-11,0.9952888422922896
2020-06-12,0.9987564170283252
2020-06-15,0.9946025573208489
2020-06-16,0.9894893095896092
2020-06-17,0.9933032171939766
2020-06-18,1.0123864215455334
2020-06-19,1.0178009510809922
2020-06-22,1.0433684767959672
2020-06-23,1.0661582478259506
2020-06-24,1.059292990378338
2020-06-25,1.0704177586876276
2020-06-26,1.0725778882114023
2020-06-29,1.0589024791824744
2020-06-30,1.0511827528089557
2020-07-01,1.0606385000881153
2020-07-02,1.0667824244376032
2020-07-03,1.065858386462956
2020-07-06,1.0715255020511236
2020-07-07,1.0721941617544815
2020-07-08,1.0719981037936968
2020-07-09,1.0782567371207117
2020-07-10,1.0758079900796027
2020-07-13,1.077212261644262
2020-07-14,1.0575736794824564
2020-07-15,1.047375582336219
2020-07-16,1.041807815633493
2020-07-17,1.0570826001692033
2020-07-20,1.0657952206899628
2020-07-21,1.0683260454177437
2020-07-22,1.0618675993417457
2020-07-23,1.062756161394696
2020-07-24,1.059290379336464
2020-07-27,1.0464698091608216
2020-07-28,1.0493136768259796
2020-07-29,1.0531377440150502
2020-07-30,1.0483529317153841
2020-07-31,1.043548493881391
2020-08-03,1.0499338038797021
2020-08-04,1.0584398666723533
2020-08-05,1.0619595087938536
2020-08-06,1.071948257572925
2020-08-07,1.0870018560596921
2020-08-10,1.1037705528857882
2020-08-11,1.1010440260941516
2020-08-12,1.1068424538467956
2020-08-13,1.1156217211333825
2020-08-14,1.1036577426716105
2020-08-17,1.1086490284808834
2020-08-18,1.120268681978091
2020-08-19,1.1410314142633908
2020-08-20,1.1650352827236776
2020-08-21,1.16980757744196
2020-08-24,1.1869562426791824
2020-08-25,1.201752650565678
2020-08-26,1.210849225569806
2020-08-27,1.2143371393147246
2020-08-28,1.214252457344803
2020-08-31,1.178535326479254
2020-09-01,1.1786332458296485
2020-09-02,1.196383442524436
2020-09-03,1.2105728734231112
2020-09-04,1.194037624053572
2020-09-07,1.1969166332825203
2020-09-08,1.189721832751911
2020-09-09,1.1803192746598652
2020-09-10,1.1861672626366841
2020-09-11,1.1879029413327222
2020-09-14,1.2091697127449192
2020-09-15,1.214956260541677
2020-09-16,1.2183441752792652
2020-09-17,1.2145063096060997
2020-09-18,1.2093378112459063
2020-09-21,1.179535837163497
2020-09-22,1.1748814862439814
2020-09-23,1.1696279685901554
2020-09-24,1.155072568361011
2020-09-25,1.1803628695806387
2020-09-28,1.200236166879934
2020-09-29,1.2050433798724272
2020-09-30,1.1988322884169302
2020-10-01,1.2028893058020407
2020-10-05,1.2149761535679815
2020-10-06,1.2153433820259258
2020-10-07,1.2114625779323134
2020-10-08,1.210122285736172
2020-10-09,1.2084826442958658
2020-10-12,1.2049652208871275
2020-10-13,1.1995246010149279
2020-10-14,1.20184521688164
2020-10-15,1.1912146214290682
2020-10-16,1.191882396710998
2020-10-19,1.1998319042654
2020-10-20,1.2047219117999073
2020-10-21,1.2079478420064156
2020-10-22,1.2110834834845112
2020-10-23,1.2202797801430691
2020-10-26,1.218636273591462
2020-10-27,1.2274656113746316
2020-10-28,1.2241295905755698
2020-10-29,1.2219472669269271
2020-10-30,1.221705243444622
2020-11-02,1.209905124629521
2020-11-03,1.2083993183161212
2020-11-04,1.2162897199563807
2020-11-05,1.22432294237961
2020-11-06,1.222042567794033
2020-11-09,1.2338124216463175
2020-11-10,1.2269818932459933
2020-11-11,1.2300756374317416
2020-11-12,1.2407576023044238
2020-11-13,1.2590648407873182
2020-11-14,1.2694020237944679
2020-11-17,1.2815278326776978
2020-11-18,1.2875066906438297
2020-11-19,1.2775031708856983
2020-11-20,1.2861391994978244
2020-11-23,1.2946270429451405
2020-11-24,1.300828295247369
2020-11-25,1.2899039916250956
2020-11-26,1.2972192118515833
2020-11-27,1.3128759795783114
2020-12-01,1.3348219919041262
2020-12-02,1.3584144168487413
2020-12-03,1.3655504449994376
2020-12-04,1.3623502466871604
2020-12-07,1.3845619016171067
2020-12-08,1.3773399767405965
2020-12-09,1.3794370993412204
2020-12-10,1.3712464683071308
2020-12-11,1.3782041413067667
2020-12-14,1.382159544194503
2020-12-15,1.3922055323455744
2020-12-16,1.4073655588718184
2020-12-17,1.4116469775461329
2020-12-18,1.4002620811312445
2020-12-21,1.3454835364930997
2020-12-22,1.3577913189895179
2020-12-23,1.3923639913198576
2020-12-24,1.3987076295049745
2020-12-28,1.4174245270004537
2020-12-29,1.4266673924308448
2020-12-30,1.4384300684836573
2020-12-31,1.441878979547232
2021-01-01,1.452906909224464
2021-01-04,1.4746646218508677
2021-01-05,1.4838805717145243
2021-01-06,1.491652108592345
2021-01-07,1.5031766585541146
2021-01-08,1.5096231031742622
2021-01-11,1.5056745009438937
