Date,Portfolio_Return,Cumulative_Return
2025-08-06,-0.012834777070872659,-0.01283477707087266
2025-08-07,0.009161836740321016,-0.0037905304626734138
2025-08-08,-0.011445836266744511,-0.015192980938378065
2025-08-11,0.006531748129007315,-0.008760469534189075
2025-08-12,-0.0012588707368296065,-0.010008311972281247
2025-08-13,0.004444997218083862,-0.005607801673071955
2025-08-14,-0.015230165993266608,-0.020752559916000446
2025-08-18,0.017587544501362833,-0.0035300019856774334
2025-08-19,0.014266592630243593,0.01068622954425269
2025-08-20,0.008720023946904881,0.01949943766868567
2025-08-21,-0.005261683184490695,0.014135154620906532
2025-08-22,0.003708624931182299,0.01789620153892213
2025-08-25,0.00016750440108239466,0.01806670363252505
2025-08-26,-0.018187696975402307,-0.0004495850738900353
2025-08-28,-0.011890707883461357,-0.012334947072568991
2025-08-29,0.002698084302241508,-0.009670143497392925
2025-09-01,0.015177558005833586,0.005360645344584247
2025-09-02,0.007085340328298422,0.012483967669528306
2025-09-03,0.015959595533224864,0.028642802277408563
2025-09-04,-0.008976615986052105,0.019409070854547794
2025-09-05,0.006220746699309758,0.025750556467312835
2025-09-08,0.00811872169557769,0.034078339764354704
2025-09-09,0.008529557531330549,0.04289857045527734
2025-09-10,0.0065891732319875084,0.049770409799399395
2025-09-11,0.006906744112547048,0.057020905396807375
2025-09-12,0.006163668058208611,0.06353603138826047
2025-09-15,0.004091314717214243,0.06788729200576671
2025-09-16,0.0028154850397211955,0.07089391270051748
2025-09-17,0.006104414314521014,0.07743109283053995
2025-09-18,0.004353632323618809,0.08212183166275899
2025-09-19,0.00472167213327828,0.08723125616013316
2025-09-22,0.009610196953033865,0.0976797626653263
2025-09-23,-0.0013916910333124112,0.0961521315821765
2025-09-24,-0.005506122582088986,0.09011658357706698
2025-09-25,-0.008283096216771561,0.0810870430277999
2025-09-26,-0.0294525863053794,0.04924623358939617
2025-09-29,-0.0031145461828047437,0.045978307737748025
2025-09-30,0.0046149247844790115,0.05080541895415447
2025-10-01,0.016828859904774326,0.06848927613691158
2025-10-03,0.008058209205023427,0.0770993862573468
2025-10-06,-0.00031107623180140617,0.07676432623899432
2025-10-07,0.0012302307053377098,0.07808899477554587
2025-10-08,-0.006875308961532056,0.07067679984843633
2025-10-09,-0.003563214937158984,0.06686174828234681
2025-10-10,0.006022188687188956,0.07328659103364732
2025-10-13,-0.00296489280130412,0.07010441134615553
2025-10-14,-0.01363618588476387,0.055512268676933596
2025-10-15,0.013079083593284222,0.0693174018726963
2025-10-16,0.007490851185666638,0.07732749940036832
2025-10-17,-0.006741524421477355,0.07006466975323167
2025-10-20,0.0038820344107560185,0.07421869762294797
2025-10-21,0.01214844185074019,0.08726878100599822
2025-10-23,-0.00589869507835128,0.08085531399863322
2025-10-24,-0.002311979237781304,0.0783563989536229
2025-10-27,0.00048090443605782916,0.07887498532953097
2025-10-28,0.00255989486603326,0.08163679186556783
2025-10-29,0.013362333075291692,0.09608998294496551
2025-10-30,-0.0018692156382341498,0.09404115440793293
2025-10-31,-0.005114348548417537,0.08844584661797761
2025-11-03,0.011498525170687203,0.10096136858224436
2025-11-04,-0.008709723289354484,0.09137229970962402
2025-11-06,-0.012874674793486428,0.07732123627224308
2025-11-07,0.01006543622842298,0.08816494447346712
2025-11-10,-0.004897982398987592,0.08283513172824075
2025-11-11,0.0052444755739601764,0.08851403412721548
2025-11-12,0.01233109605418019,0.10193660523836146
2025-11-13,0.010210332904340699,0.11318774481732397
2025-11-14,-0.001127764755279712,0.1119323309127096
2025-11-17,0.011249129899220878,0.12444060214228991
2025-11-18,-0.008605604114839727,0.11476411146960142
2025-11-19,0.0010307677054488208,0.11591317431489756
2025-11-20,-0.0019161049216953412,0.1137749675894082
2025-11-21,-0.018897508627130293,0.09272739553070575
2025-11-24,-0.013433811084244998,0.07804790213256707
2025-11-25,0.0040189201355589725,0.0823804905535448
2025-11-26,0.006974006384354728,0.08992901900496619
2025-11-27,0.000546372262613817,0.09052452598916827
2025-11-28,-0.00027549721714398447,0.09022408951703098
2025-12-01,-0.002368033209115867,0.08764240266767653
2025-12-02,-0.00915015795352141,0.07769030288631984
2025-12-03,-0.00894836169264158,0.0680467402634406
2025-12-04,-0.002299582769326898,0.06559067838269517
2025-12-05,-0.006799063410785957,0.05834565979042883
2025-12-08,-0.030763607623846966,0.02578712918223469
2025-12-09,0.014259639566896338,0.040414483916734634
2025-12-10,-0.009136063470736365,0.030909191155797933
2025-12-11,0.011244880488190822,0.04250164180452232
2025-12-12,0.008367729154164193,0.05122501318591399
2025-12-15,0.0017569086139706458,0.053071919466801676
2025-12-16,-0.008170428748587831,0.04446787038165945
2025-12-17,-0.010581223623155734,0.03341612227794988
2025-12-18,-0.004324619145401195,0.02894699113038035
2025-12-19,0.021879439838306623,0.05145977491962417
2025-12-22,0.016634842409619804,0.06895064257546646
2025-12-23,8.489000758121035e-05,0.06904138580361852
2025-12-24,-0.004885458892022618,0.06381862805940397
2025-12-26,-0.00811899716899196,0.05518148762986863
2025-12-29,-0.005397793290142172,0.04948583607605794
2025-12-30,-0.00023521619206244202,0.049238980014072675
2025-12-31,0.009227782065265765,0.05892112865602428
2026-01-01,0.0032311689067563818,0.06234268168164503
2026-01-02,0.009245350211989908,0.07216441181893618
2026-01-05,-0.009598493964500908,0.06187324818313944
2026-01-06,-0.002328026199473876,0.05940117944084866
2026-01-07,-0.0013391819277314258,0.057982448527124086
2026-01-08,-0.02201190241069783,0.03469424211791394
2026-01-09,-0.021811073178400538,0.012126450285810497
2026-01-12,-0.00789532862564829,0.004135379350093116
2026-01-13,-0.0025289065577137216,0.0015960148044222855
2026-01-14,0.001861502822879052,0.0034604886133651203
2026-01-19,-0.007696414708939262,-0.00426255945103815
2026-01-20,-0.03083593992159875,-0.03496705934549238
2026-01-21,-0.012764718050500865,-0.04728543274239283
2026-01-22,0.02394130320944737,-0.02447620441562104
2026-01-23,-0.034655787606321736,-0.058283749880306046
2026-01-27,0.005070906137067373,-0.05350839516819805
2026-01-28,0.0221743174831388,-0.03252058982753214
2026-01-29,0.002138698696694402,-0.030451442873917545
2026-01-30,0.016941351731950376,-0.014025979746439599
2026-02-02,-0.010300212949378535,-0.024181722117606164
2026-02-03,0.04652268109937034,0.02121596043525331
2026-02-04,0.020381059162803437,0.04202942334288351
2026-02-05,-0.007436141745067319,0.034280744848375067
2026-02-06,-0.006396189919597099,0.027665288774142427
2026-02-09,0.02569884330294364,0.05407509799822341
2026-02-10,0.009329561979063311,0.06390915695558497
2026-02-11,-0.00560444835559681,0.057946533030380776
2026-02-12,-0.006919473620056337,0.05062609990364697
2026-02-13,-0.01256052236614889,0.03742968727734741
2026-02-16,0.0018583867813287466,0.03935763289474159
2026-02-17,0.012584778621183589,0.05243771861295943
2026-02-18,0.007841780234656507,0.060690703912985366
2026-02-19,-0.015735457526240695,0.044000250393084306
2026-02-20,0.0007241006172149555,0.04475621161876653
2026-02-23,0.0074419585371373895,0.05253124402705023
2026-02-24,-0.009649344659453883,0.04237500728858956
2026-02-25,0.005129220307815432,0.04772157834433344
2026-02-26,0.006144093131431022,0.054158877297490804
2026-02-27,-0.004636839070777598,0.04927091222843072
2026-03-02,-0.02007392799332406,0.028207923490867648
2026-03-04,-0.023073758201046474,0.004483302483839324
2026-03-05,0.014364970853230519,0.01891267584657652
2026-03-06,-0.0013600670121968667,0.01752688632784838
2026-03-09,-0.02025058874620367,-0.0030786321853819576
2026-03-10,0.020841413159348253,0.017698617928624927
2026-03-11,0.0007430625119733488,0.018454831620094758
2026-03-12,0.005810115679876519,0.02437217200653663
2026-03-13,-0.018641998579945245,0.0052758274306554664
2026-03-16,-0.004808283171243868,0.00044217658716250163
2026-03-17,0.018861713970741083,0.01931223076621502
2026-03-18,0.034197994128515485,0.05417066444908203
2026-03-19,-0.019409191718783178,0.033710063918472644
2026-03-20,0.008922859383775674,0.042933713462410816
2026-03-23,-0.04733381895732636,-0.006432322115111022
2026-03-24,0.030219138814233076,0.023592437464227567
2026-03-25,0.02573472610731212,0.049934308487885604
2026-03-27,-0.016804388206919818,0.032290804776291315
2026-03-30,-0.027663279810762113,0.0037342553976880133
2026-04-01,0.05170087691795377,0.05562819659433771
2026-04-02,0.020075831630531733,0.07682081053360768
2026-04-06,0.02992712873918496,0.10904696555948035
2026-04-07,-0.0004958101556487133,0.1084970888108645
2026-04-08,0.03682957998608863,0.14932257100757074
2026-04-09,0.013259186186857877,0.16456165296531822
2026-04-10,0.026387278293446764,0.19529126539199027
2026-04-13,0.007459327136597522,0.20420733396406665
2026-04-15,0.02186133021131698,0.23053290813474492
2026-04-16,0.01571117815582877,0.24986602988106
2026-04-17,0.02304618046909046,0.27867066796788453
2026-04-20,-0.005135618778605724,0.27210390287381636
2026-04-21,0.010883980653027309,0.28594945714133546
2026-04-22,0.02086666243075957,0.3127829303665224
2026-04-23,-0.0016090783437175003,0.31067055978326774
2026-04-24,-0.008131498027668943,0.3000128447114663
2026-04-27,0.025476468538064862,0.33313258104883814
2026-04-28,0.0027378003187017138,0.3367824318541053
2026-04-29,0.010479493205333047,0.3507912342657291
2026-04-30,0.007805676986747794,0.3613350743169379
2026-05-05,0.011702115927111588,0.3772655751722378
2026-05-06,0.010729273337941268,0.3920426339871974
2026-05-07,0.027255582765809007,0.4299835672113701
2026-05-08,0.007004552213572455,0.4399999617724528
2026-05-11,0.0024718200472272946,0.4435593825459685
2026-05-12,-0.028886613164613054,0.4018598410822154
2026-05-13,0.014747828865787032,0.42253423011231517
2026-05-14,0.0077936773320933656,0.43362100289566863
2026-05-15,-0.006745504256658275,0.4239505063182012
2026-05-18,-0.012952834207743059,0.40550631148982963
2026-05-19,0.01227354610263968,0.42275685800145113
2026-05-20,0.00977876027682087,0.4366696562480503
2026-05-21,0.0026651186538208635,0.4404985513482955
2026-05-22,0.011460286500299047,0.4570070774500128
2026-05-25,0.025921510671629348,0.49477490195677265
2026-05-26,0.022184596079054354,0.5279358793857918
2026-05-27,0.015263346113034692,0.5512572935513811
2026-05-28,0.0,0.5512572935513811
2026-05-29,0.008058205965375778,0.5637576443281096
2026-06-01,-0.0011291434286594807,0.5619919376600004
2026-06-02,0.02938861144499554,0.6078967117961058
