ALPHA_RANK,Symbol,Sector,Industry,MarketCap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,MULTI_FACTOR_SCORE,FACTOR_RANK
1840,SGL,Consumer Cyclical,Textile Manufacturing,326300960,-0.3763,2.3720000000000003,6.33,0.41,3.68,3.52,0.7,5.4,8,31.44,28.33,28.08,2.5366666666666666,40.87,99.02,38.54,39.49,1633
1509,MBEL,Industrials,Engineering & Construction,17021596672,-0.2206,2.24,11.67,-4.45,6.7,7.33,-7.75,9.47,5,31.13,34.38,41.02,3.1933333333333334,45.56,11.69,75.56,39.48,1634
1383,ALANKIT,Technology,Information Technology Services,2304844032,-0.1634,1.5499999999999998,10.3,-2.83,4.47,3.52,-6.52,11.7,3,29.53,32.66,45.95,1.72,34.61,10.17,92.14,39.44,1635
1681,KEL,Unknown,Unknown,1487899264,-0.3031,6.885999999999999,11.55,6.64,7.05,-11.07,10.88,5.29,9,46.97,34.22,34.3,0.8733333333333331,29.02,82.83,22.51,39.44,1636
1612,SHAREINDIA,Financial Services,Capital Markets,29727451136,-0.2728,7.513999999999999,32.2,-3.46,14.83,-0.85,-7.51,4.49,11,49.1,58.96,37.0,3.5066666666666673,47.75,11.42,7.18,39.32,1637
1488,HINDPETRO,Energy,Oil & Gas Refining & Marketing,826871840768,-0.2113,2.776,-5.72,10.54,-2.4,-8.78,25.12,9.82,4,32.97,17.56,41.85,-0.2133333333333335,22.72,65.55,85.04,39.29,1638
1607,SRIVASAVI,Unknown,Unknown,1516635904,-0.2711,6.614,19.83,-2.68,12.81,3.41,-4.15,5.29,9,45.87,45.21,37.19,4.513333333333334,55.12,7.31,22.51,39.26,1639
1597,LUMAXTECH,Consumer Cyclical,Auto Parts,120039342080,-0.2659,5.048,16.5,-0.25,8.58,6.57,-0.48,5.4,8,40.75,40.57,37.56,4.966666666666667,58.41,0.86,38.54,39.25,1640
1672,CARRARO,Consumer Cyclical,Auto Parts,29568483328,-0.2968,6.273999999999999,26.43,-4.55,13.49,-0.86,-8.91,5.4,8,45.13,52.8,34.65,2.693333333333334,42.2,13.38,38.54,39.24,1641
1555,SHANTIGEAR,Industrials,Specialty Industrial Machinery,33777248256,-0.2425,1.384,18.46,-5.24,5.8,5.33,-16.68,9.47,5,28.94,43.49,39.23,1.9633333333333332,36.53,21.94,75.56,39.17,1642
1817,WEIZMANIND,Consumer Cyclical,Textile Manufacturing,1257481088,-0.3661,3.284,11.18,1.01,4.8,-1.72,2.35,5.4,8,34.28,33.73,28.98,1.3633333333333333,32.15,96.28,38.54,39.07,1643
1846,CARTRADE,Consumer Cyclical,Auto & Truck Dealerships,84933271552,-0.3783,3.322,10.22,0.04,5.51,-1.39,0.07,5.4,8,34.53,32.46,27.85,1.3866666666666667,32.36,99.77,38.54,39.04,1644
1766,63MOONS,Unknown,Unknown,0,-0.3459,6.424,16.4,2.2,9.24,-12.3,3.9,5.29,9,45.48,40.44,30.97,-0.28666666666666646,22.21,93.96,22.51,38.99,1645
1679,LTF,Financial Services,Credit Services,679618609152,-0.3022,4.386,9.32,6.03,3.29,1.76,17.09,4.49,11,38.48,31.29,34.38,3.6933333333333334,49.12,74.5,7.18,38.98,1646
1362,MANGALAM,Healthcare,Drug Manufacturers - Specialty & Generic,456803232,-0.1536,3.27,12.71,-1.71,6.59,-3.6,-3.3,11.7,2,34.18,35.59,46.79,0.4266666666666666,26.4,6.04,92.14,38.97,1647
1512,DBL,Industrials,Engineering & Construction,67763859456,-0.2225,2.412,17.79,-3.57,6.4,2.23,-9.92,9.47,5,31.64,42.63,40.93,1.6866666666666668,34.38,14.82,75.56,38.87,1648
1502,CYIENT,Industrials,Conglomerates,100107051008,-0.2184,2.124,15.35,-2.91,5.48,4.03,-8.15,9.47,5,30.78,39.07,41.3,2.2,38.4,12.26,75.56,38.8,1649
1658,MANYAVAR,Consumer Cyclical,Apparel Manufacturing,96960069632,-0.2938,4.989999999999999,28.8,-3.26,10.49,0.42,-8.95,5.4,8,40.52,55.46,35.2,2.5500000000000003,41.02,13.43,38.54,38.62,1650
1808,KROSS,Consumer Cyclical,Auto Parts,12198732800,-0.3614,3.688,7.71,2.77,4.3,-2.69,4.97,5.4,8,35.94,29.68,29.33,1.4600000000000002,32.99,91.85,38.54,38.61,1651
1593,TICL,Industrials,Engineering & Construction,3600649984,-0.2637,1.908,-2.11,6.39,-1.08,-6.5,12.47,9.47,5,30.27,21.27,37.72,-0.3966666666666668,21.67,80.41,75.56,38.6,1652
1781,ACCORD,Unknown,Unknown,99993600,-0.3499,2.766,12.78,1.23,3.79,1.17,4.15,5.29,9,32.91,35.8,30.39,2.063333333333333,37.29,93.21,22.51,38.58,1653
1419,PAR,Healthcare,Drug Manufacturers - Specialty & Generic,1098926976,-0.1809,-0.176,2.61,-2.21,1.18,9.69,-4.89,11.7,2,24.29,25.38,44.54,2.8866666666666667,43.55,8.17,92.14,38.54,1654
1484,RAJMET,Basic Materials,Copper,1064448000,-0.2093,4.492,16.23,-0.68,7.94,-0.14,-1.39,8.42,6,38.83,40.24,42.0,2.3733333333333335,40.01,2.31,59.82,38.52,1655
1374,SAGILITY,Healthcare,Health Information Services,189453369344,-0.1599,1.786,10.54,-1.37,3.89,0.88,-3.71,11.7,2,30.04,32.89,46.32,1.1333333333333333,30.43,6.86,92.14,38.51,1656
1656,ENIL,Communication Services,Broadcasting,5125522944,-0.2922,6.014,36.06,-2.68,11.81,2.28,-8.18,3.68,12,44.23,62.93,35.28,3.8033333333333332,49.94,12.32,1.41,38.46,1657
1731,SAROJA,Unknown,Unknown,0,-0.3261,4.346,14.07,3.38,4.99,-4.45,9.53,5.29,9,38.25,38.01,32.34,1.3066666666666669,31.52,84.51,22.51,38.44,1658
1787,BEACON,Unknown,Unknown,2120820736,-0.353,6.877999999999999,15.46,2.54,9.77,-14.51,4.02,5.29,9,46.93,39.25,30.15,-0.7333333333333337,19.91,93.74,22.51,38.42,1659
1704,GROBTEA,Consumer Defensive,Farm Products,1044818496,-0.3154,2.674,7.94,3.07,2.41,-3.12,10.12,6.87,7,32.62,29.96,33.38,0.7866666666666667,28.43,83.81,49.8,38.41,1660
1705,HATHWAY,Communication Services,Entertainment,18710003712,-0.3154,4.577999999999999,26.86,-3.78,10.15,10.46,-10.0,3.68,12,39.26,53.44,33.38,5.61,62.38,14.9,1.41,38.32,1661
1409,KELLTONTEC,Technology,Software - Application,8343053312,-0.1771,0.1900000000000004,-17.56,14.62,-9.43,-4.93,27.23,11.7,3,25.34,10.56,44.94,0.0866666666666666,24.36,63.04,92.14,38.28,1662
1727,LICHSGFIN,Financial Services,Mortgage Finance,295741358080,-0.3234,4.732,18.38,3.61,5.48,-4.05,12.11,4.49,11,39.73,43.45,32.5,1.68,34.26,80.99,7.18,38.26,1663
1728,FEDERALBNK,Financial Services,Banks - Regional,710222217216,-0.3248,4.188,15.91,3.66,4.54,-1.36,12.83,4.49,11,37.7,39.89,32.44,2.28,39.23,80.13,7.18,38.21,1664
1598,ISGEC,Industrials,Specialty Industrial Machinery,66584649728,-0.2659,3.772,23.34,-8.21,11.76,-4.79,-16.3,9.47,5,36.21,49.71,37.56,-0.4133333333333337,21.55,21.55,75.56,38.11,1665
1651,SOMATEX,Consumer Cyclical,Textile Manufacturing,3640672768,-0.2903,5.058000000000001,0.46,12.3,0.23,-7.24,24.85,5.4,8,40.83,23.58,35.47,1.7633333333333336,35.04,65.62,38.54,38.0,1666
1639,SREEL,Consumer Cyclical,Footwear & Accessories,4699772928,-0.2856,4.472,9.59,7.49,2.46,-5.87,29.21,5.4,8,38.76,31.8,35.92,1.3599999999999997,32.03,61.63,38.54,37.92,1667
1634,HRHNEXT,Unknown,Unknown,614666560,-0.2843,5.666,18.61,-2.17,10.89,4.33,-3.71,5.29,9,42.73,43.74,36.14,4.3500000000000005,54.01,6.86,22.51,37.88,1668
1746,DLF,Real Estate,Real Estate - Development,1435804499968,-0.3333,4.122,14.12,3.45,4.57,-2.54,10.66,4.83,10,37.37,38.05,31.78,1.8266666666666664,35.59,83.03,13.12,37.86,1669
1734,EXCELINDUS,Basic Materials,Specialty Chemicals,11653659648,-0.3271,2.134,8.74,0.52,3.21,-7.85,1.42,8.42,6,30.84,30.72,32.23,-1.373333333333333,16.23,97.65,59.82,37.82,1670
1724,GREENLAM,Consumer Cyclical,"Furnishings, Fixtures & Appliances",58944221184,-0.3227,4.882,9.07,6.67,3.69,-8.41,16.4,5.4,8,40.24,31.13,32.62,0.6499999999999998,27.61,75.4,38.54,37.79,1671
1636,CCHHL,Consumer Cyclical,Lodging,2118503040,-0.2846,4.803999999999999,22.74,-0.92,8.62,1.9,-2.43,5.4,8,40.07,49.0,36.04,3.1999999999999997,45.6,4.34,38.54,37.78,1672
1850,RHFL,Financial Services,Mortgage Finance,1073481408,-0.3795,3.798,15.4,0.12,6.25,-1.04,0.3,4.49,11,36.29,39.13,27.67,1.7766666666666666,35.12,99.53,7.18,37.74,1673
1641,GRAPHISAD,Unknown,Unknown,975965120,-0.287,6.564,22.28,-2.82,12.82,0.04,-4.9,5.29,9,45.8,48.14,35.86,3.3466666666666662,46.54,8.25,22.51,37.73,1674
1708,NIACL,Financial Services,Insurance - Diversified,258752462848,-0.3165,6.163999999999999,31.74,-5.98,14.26,1.2,-13.31,4.49,11,44.86,58.47,33.24,3.1599999999999997,45.31,18.69,7.18,37.7,1675
1709,RUDRA,Basic Materials,Steel,1833281664,-0.3166,2.088,19.28,-13.11,12.22,7.97,-20.68,8.42,6,30.74,44.45,33.2,2.3600000000000003,39.85,25.6,59.82,37.63,1676
1421,GVPTECH,Technology,Information Technology Services,1094795136,-0.1813,0.9539999999999996,5.12,-2.16,3.03,4.43,-3.65,11.7,3,27.34,27.38,44.47,1.7666666666666664,35.08,6.73,92.14,37.59,1677
1903,MIRZAINT,Consumer Cyclical,Footwear & Accessories,4206865920,-0.408,0.5720000000000001,1.5,0.38,0.7,7.17,0.81,5.4,8,26.24,24.44,25.64,2.75,42.59,98.79,38.54,37.57,1678
1688,MONEYBOXX,Financial Services,Credit Services,4888738304,-0.3079,5.992,24.56,-4.25,12.82,4.26,-8.14,4.49,11,44.11,50.84,34.02,4.276666666666666,53.29,12.18,7.18,37.55,1679
1768,AMIABLE,Unknown,Unknown,134611392,-0.3465,1.128,14.85,-9.51,8.22,22.35,-17.18,5.29,9,28.0,38.68,30.9,7.0200000000000005,69.46,22.45,22.51,37.51,1680
1601,PFC,Financial Services,Credit Services,1389672792064,-0.268,5.884,31.87,-0.83,10.36,0.72,-2.55,4.49,11,43.66,58.53,37.43,3.4166666666666665,47.03,4.63,7.18,37.46,1681
1861,RHL,Consumer Cyclical,Lodging,3252913664,-0.3865,3.484,9.6,1.42,4.86,-4.89,2.81,5.4,8,35.12,31.83,27.26,0.46333333333333354,26.63,95.68,38.54,37.36,1682
1732,KHFM,Unknown,Unknown,1608386688,-0.3265,6.408,7.26,8.04,5.32,-12.07,10.97,5.29,9,45.4,29.29,32.3,0.4299999999999997,26.44,82.68,22.51,37.36,1683
1516,TRACXN,Technology,Software - Application,3273488896,-0.2234,0.6999999999999997,11.63,-7.19,5.96,3.1,-14.03,11.7,3,26.59,34.34,40.75,0.6233333333333332,27.57,19.46,92.14,37.33,1684
1814,NDL,Consumer Cyclical,Textile Manufacturing,3747826432,-0.3652,3.496,5.82,4.09,3.1,-3.64,7.68,5.4,8,35.28,27.88,29.1,1.1833333333333331,30.9,87.47,38.54,37.29,1685
1805,AURUM,Real Estate,Real Estate Services,13646405632,-0.3602,4.088,13.79,2.12,5.4,-3.49,5.41,4.83,10,37.27,37.62,29.45,1.3433333333333335,31.91,90.85,13.12,37.24,1686
1603,INDRAMEDCO,Healthcare,Medical Care Facilities,34299451392,-0.2689,-2.968,2.72,-9.16,1.16,16.65,-21.47,11.7,2,17.54,25.46,37.35,2.883333333333333,43.45,26.28,92.14,37.2,1687
1722,LINC,Industrials,Business Equipment & Supplies,5896410112,-0.3224,-0.0479999999999998,-3.44,2.22,-1.56,-2.04,4.89,9.47,5,24.6,19.98,32.69,-0.45999999999999996,21.2,92.02,75.56,37.09,1688
1828,KALYANIFRG,Consumer Cyclical,Auto Parts,2133868800,-0.3694,3.29,10.98,2.51,3.81,-4.91,7.23,5.4,8,34.36,33.4,28.55,0.47000000000000003,26.69,88.29,38.54,37.04,1689
1599,PDMJEPAPER,Basic Materials,Paper & Paper Products,7967255040,-0.2668,2.724,19.9,-4.62,7.62,1.29,-12.06,8.42,6,32.69,45.33,37.5,1.43,32.69,17.52,59.82,36.99,1690
1882,PPAP,Consumer Cyclical,Auto Parts,2946631168,-0.3948,2.436,6.84,1.11,3.32,-0.85,2.29,5.4,8,31.74,28.82,26.44,1.1933333333333331,31.07,96.36,38.54,36.98,1691
1498,EIMCOELECO,Industrials,Farm & Heavy Construction Machinery,8811207680,-0.2166,3.534,14.63,-0.93,6.51,-3.04,-2.09,9.47,5,35.51,38.48,41.45,0.8466666666666667,28.9,3.73,75.56,36.95,1692
1640,RADIOCITY,Communication Services,Broadcasting,2139686016,-0.2856,6.436,29.85,-0.02,10.74,0.97,-0.06,3.68,12,45.6,56.69,35.92,3.896666666666667,50.65,0.06,1.41,36.88,1693
1815,AMBER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",268863832064,-0.3654,3.22,4.92,4.39,2.44,-2.9,8.85,5.4,8,33.99,27.22,29.06,1.31,31.56,85.61,38.54,36.87,1694
1602,SANWARIA,Unknown,Unknown,0,-0.2685,7.306,8.53,12.7,3.71,-16.43,29.2,5.29,9,48.47,30.47,37.39,-0.006666666666666525,23.97,61.67,22.51,36.82,1695
1789,KIRIINDUS,Basic Materials,Specialty Chemicals,25379678208,-0.3547,-0.7599999999999998,-2.89,0.56,-1.64,3.86,0.99,8.42,6,22.72,20.41,30.07,0.9266666666666667,29.37,98.32,59.82,36.81,1696
1520,POWERGRID,Utilities,Utilities - Regulated Electric,2661367676928,-0.2244,-0.326,10.25,-4.31,2.33,1.75,-18.96,12.19,1,23.86,32.54,40.59,-0.07666666666666651,23.31,24.21,99.28,36.81,1697
1784,HDFCAMC,Financial Services,Asset Management,1116513107968,-0.3514,4.606,15.2,3.31,5.47,-4.83,9.2,4.49,11,39.38,38.8,30.27,1.3166666666666664,31.6,85.08,7.18,36.81,1698
1759,SALZERELEC,Industrials,Electrical Equipment & Parts,10619366400,-0.3404,1.66,3.63,1.48,1.78,-12.79,3.02,9.47,5,29.76,26.05,31.25,-3.1766666666666663,10.29,95.15,75.56,36.8,1699
1646,TEXINFRA,Real Estate,Real Estate Services,12364201984,-0.2883,4.534000000000001,31.59,-1.88,8.81,2.05,-6.74,4.83,10,39.03,58.31,35.65,2.9933333333333336,44.66,10.42,13.12,36.75,1700
1662,MICROPRO,Unknown,Unknown,608439488,-0.2949,3.8819999999999992,11.14,-1.8,7.67,11.97,-2.61,5.29,9,36.53,33.61,35.04,5.946666666666666,64.41,4.77,22.51,36.72,1701
1755,TFCILTD,Financial Services,Credit Services,34051977216,-0.3395,6.029999999999999,8.86,7.05,5.35,-8.23,11.68,4.49,11,44.27,30.9,31.4,1.3899999999999995,32.42,81.62,7.18,36.7,1702
1761,SHALPAINTS,Basic Materials,Specialty Chemicals,4153748480,-0.342,0.0719999999999999,-2.5,2.28,-1.4,0.36,4.07,8.42,6,24.99,20.88,31.17,0.4133333333333333,26.36,93.53,59.82,36.53,1703
1938,SILLYMONKS,Communication Services,Entertainment,167669552,-0.4247,1.21,3.66,0.61,1.61,11.09,1.39,3.68,12,28.35,26.16,24.25,4.4366666666666665,54.67,97.81,1.41,36.51,1704
1898,TIPSFILMS,Communication Services,Entertainment,1532247040,-0.4048,5.545999999999999,13.98,1.4,8.31,-6.24,2.35,3.68,12,42.39,37.82,25.81,1.156666666666667,30.62,96.28,1.41,36.5,1705
1558,MAHEPC,Industrials,Farm & Heavy Construction Machinery,3207348736,-0.2434,2.186,12.73,-3.01,5.65,1.61,-6.78,9.47,5,31.01,35.69,39.11,1.416666666666667,32.66,10.6,75.56,36.48,1706
1896,UCAL,Consumer Cyclical,Auto Parts,2188806656,-0.4044,0.484,-1.67,2.44,-0.82,6.61,4.97,5.4,8,25.97,21.74,25.89,2.7433333333333336,42.53,91.85,38.54,36.47,1707
1696,ZFCVINDIA,Consumer Cyclical,Auto Parts,271919284224,-0.3124,4.516,7.78,7.78,2.34,-8.4,25.87,5.4,8,38.99,29.76,33.71,0.5733333333333336,27.24,64.53,38.54,36.45,1708
1645,PTCIL,Industrials,Metal Fabrication,277197225984,-0.288,0.5500000000000003,-9.0,5.74,-2.91,-2.24,17.76,9.47,5,26.12,15.17,35.71,0.19666666666666663,25.07,73.78,75.56,36.37,1709
1750,PRESTIGE,Real Estate,Real Estate - Diversified,585017786368,-0.3353,4.558,12.49,4.96,4.29,-5.69,14.44,4.83,10,39.15,35.51,31.6,1.1866666666666665,30.93,78.14,13.12,36.37,1710
1510,NIRAJ,Industrials,Engineering & Construction,1660696576,-0.2214,4.27,12.06,-0.62,7.53,-4.92,-0.99,9.47,5,37.97,35.06,40.99,0.6633333333333334,27.69,1.64,75.56,36.36,1711
1687,INDUSTOWER,Communication Services,Telecom Services,1137815584768,-0.3064,5.498,13.42,8.24,3.67,-5.4,30.13,3.68,12,42.32,36.88,34.06,2.17,38.17,60.66,1.41,36.35,1712
1715,DISHTV,Communication Services,Entertainment,5836782080,-0.3189,9.268,25.37,-2.27,16.96,-6.12,-3.4,3.68,12,54.48,51.86,32.97,2.856666666666667,43.29,6.32,1.41,36.35,1713
1635,GULFOILLUB,Basic Materials,Specialty Chemicals,45941665792,-0.2844,0.8559999999999999,-11.15,7.6,-3.64,1.43,23.28,8.42,6,27.02,13.96,36.1,1.7966666666666666,35.28,67.62,59.82,36.32,1714
1699,ICDSLTD,Real Estate,Real Estate Services,553504512,-0.3135,5.996,17.18,-3.25,12.16,4.08,-4.59,4.83,10,44.15,41.59,33.59,4.33,53.77,7.82,13.12,36.32,1715
1664,DDEVPLSTIK,Basic Materials,Specialty Chemicals,25534937088,-0.2958,0.9980000000000004,-6.59,7.01,-3.01,-1.04,15.35,8.42,6,27.45,16.89,34.92,0.9866666666666667,29.61,76.57,59.82,36.32,1716
1897,JTEKTINDIA,Consumer Cyclical,Auto Parts,34935365632,-0.4046,1.348,3.03,1.54,1.22,2.43,3.83,5.4,8,28.86,25.62,25.85,1.7299999999999998,34.67,94.09,38.54,36.27,1717
1691,PIGL,Industrials,Engineering & Construction,1909011456,-0.3098,-1.6860000000000002,5.98,-9.0,3.19,16.6,-16.88,9.47,5,20.53,28.08,33.91,3.596666666666667,48.36,22.1,75.56,36.23,1718
1745,CONSOFINVT,Financial Services,Capital Markets,7743780864,-0.3333,5.186,8.44,7.19,3.85,-5.65,15.77,4.49,11,41.14,30.43,31.78,1.7966666666666669,35.31,76.03,7.18,36.12,1719
1777,LIBERTSHOE,Consumer Cyclical,Footwear & Accessories,4134074368,-0.3489,3.1859999999999995,19.48,-5.55,9.01,6.73,-12.0,5.4,8,33.87,44.78,30.54,3.396666666666667,46.81,17.4,38.54,36.08,1720
1730,SAGCEM,Basic Materials,Building Materials,23165298688,-0.3256,1.332,-0.25,3.48,-0.1,-4.77,8.81,8.42,6,28.74,22.98,32.38,-0.4633333333333332,21.16,85.76,59.82,36.08,1721
1564,CENTEXT,Basic Materials,Aluminum,1540800000,-0.2477,3.488,12.72,-1.66,6.92,0.86,-3.05,8.42,6,35.24,35.63,38.87,2.04,37.07,5.55,59.82,36.06,1722
1697,BAJAJINDEF,Industrials,Farm & Heavy Construction Machinery,7812800000,-0.3128,1.3340000000000003,18.09,-10.75,9.39,2.67,-20.71,9.47,5,28.82,42.98,33.67,0.4366666666666668,26.52,25.69,75.56,36.06,1723
1668,EXXARO,Industrials,Building Products & Equipment,2921591808,-0.2959,0.4940000000000004,-8.09,6.08,-3.23,-3.63,15.23,9.47,5,26.01,16.03,34.81,-0.25999999999999995,22.37,76.93,75.56,36.03,1724
1673,VEEKAYEM,Unknown,Unknown,1227733760,-0.2975,5.5520000000000005,-1.4,15.44,-1.04,-10.68,20.78,5.29,9,42.43,21.86,34.61,1.2399999999999995,31.33,70.67,22.51,36.0,1725
1912,EIHAHOTELS,Consumer Cyclical,Lodging,18469791744,-0.4124,2.214,10.91,0.27,3.51,-4.0,0.84,5.4,8,31.05,33.28,25.26,-0.0733333333333334,23.35,98.71,38.54,35.91,1726
1616,TEXMOPIPES,Industrials,Building Products & Equipment,1259472256,-0.2744,1.3339999999999996,11.82,-5.47,5.87,3.92,-11.01,9.47,5,28.78,34.69,36.84,1.4400000000000002,32.77,16.23,75.56,35.9,1727
1863,KONTOR,Unknown,Unknown,1051750016,-0.3871,2.2840000000000003,2.49,3.04,1.78,1.38,4.25,5.29,9,31.25,25.3,27.16,2.066666666666667,37.37,93.08,22.51,35.87,1728
1694,SSDL,Consumer Cyclical,Apparel Retail,2345892096,-0.3114,4.246,17.44,-1.13,7.83,3.16,-2.52,5.4,8,37.9,41.96,33.81,3.2866666666666666,46.11,4.54,38.54,35.86,1729
1843,DVL,Financial Services,Capital Markets,8408041984,-0.3771,3.904,13.01,2.26,5.0,-3.24,5.88,4.49,11,36.61,36.37,27.96,1.3399999999999999,31.87,89.87,7.18,35.85,1730
1534,HEG,Industrials,Electrical Equipment & Parts,108173557760,-0.2337,3.078,12.86,-1.26,5.97,-2.6,-2.71,9.47,5,33.67,35.98,40.05,0.7033333333333333,27.96,4.97,75.56,35.79,1731
1883,KEYFINSERV,Financial Services,Capital Markets,1501322112,-0.395,3.498,9.05,1.56,4.79,-0.76,2.95,4.49,11,35.31,31.09,26.4,1.8633333333333333,35.94,95.27,7.18,35.76,1732
1886,CREST,Financial Services,Financial Conglomerates,9726598144,-0.3985,3.2060000000000004,13.19,0.53,4.99,-1.44,1.4,4.49,11,33.95,36.57,26.28,1.36,32.09,97.75,7.18,35.75,1733
1546,ASTRAL,Industrials,Building Products & Equipment,411867578368,-0.2386,0.71,4.49,-0.43,1.47,7.55,-1.31,9.47,5,26.63,27.0,39.58,2.8633333333333333,43.37,2.11,75.56,35.71,1734
1739,HMT,Industrials,Farm & Heavy Construction Machinery,66405654528,-0.3299,-0.2120000000000006,17.6,-11.0,6.98,6.86,-27.74,9.47,5,24.09,42.45,32.03,0.9466666666666669,29.45,30.54,75.56,35.69,1735
1810,CBAZAAR,Unknown,Unknown,333610912,-0.3636,-0.1179999999999998,11.5,-7.39,4.73,23.3,-17.97,5.29,9,24.36,34.14,29.25,6.88,68.99,23.25,22.51,35.68,1736
1811,MTNL,Communication Services,Telecom Services,18786598912,-0.3638,4.251999999999999,20.78,-5.66,10.86,10.45,-10.83,3.68,12,37.94,46.54,29.21,5.216666666666666,60.11,15.92,1.41,35.63,1737
1807,ANANTRAJ,Real Estate,Real Estate - Development,193847721984,-0.361,4.15,6.77,5.11,3.51,-3.89,9.86,4.83,10,37.54,28.74,29.37,1.5766666666666669,33.55,84.14,13.12,35.6,1738
1657,SERVICE,Unknown,Unknown,622068864,-0.2937,5.749999999999999,13.98,-0.04,9.61,2.3,-0.06,5.29,9,42.9,37.82,35.24,3.956666666666667,51.11,0.06,22.51,35.54,1739
1649,REGENCERAM,Industrials,Building Products & Equipment,1103671808,-0.2898,0.5779999999999998,10.49,-6.79,5.49,6.67,-12.98,9.47,5,26.32,32.83,35.55,1.79,35.22,18.5,75.56,35.53,1740
1754,BAYERCROP,Basic Materials,Agricultural Inputs,203228135424,-0.3389,-0.8680000000000003,13.75,-7.0,3.22,11.78,-29.89,8.42,6,22.21,37.54,31.44,2.6666666666666665,41.83,31.52,59.82,35.43,1741
1629,GOYALALUM,Basic Materials,Aluminum,957736960,-0.2809,2.1379999999999995,11.0,-4.36,6.47,5.11,-7.41,8.42,6,30.9,33.48,36.33,2.4066666666666667,40.16,11.26,59.82,35.42,1742
1511,TATAELXSI,Technology,Software - Application,268058034176,-0.2225,-0.3599999999999999,3.66,-2.88,1.32,4.95,-7.98,11.7,3,23.74,26.16,40.93,1.1300000000000001,30.39,11.97,92.14,35.39,1743
1677,CRIZAC,Consumer Defensive,Education & Training Services,37792718848,-0.3007,2.172,10.7,-2.22,5.1,8.2,-4.66,6.87,7,30.97,33.07,34.45,3.693333333333333,49.08,7.9,49.8,35.35,1744
1712,SANATHAN,Unknown,Unknown,0,-0.3176,4.343999999999999,24.89,-3.06,9.28,1.49,-8.21,5.29,9,38.21,51.33,33.11,2.57,41.14,12.4,22.51,35.34,1745
1653,MKPL,Consumer Defensive,Packaged Foods,1886136064,-0.2913,3.73,12.85,-1.4,7.15,2.25,-2.52,6.87,7,36.06,35.92,35.39,2.6666666666666665,41.83,4.54,49.8,35.25,1746
1823,CHALET,Consumer Cyclical,Lodging,0,-0.3684,3.15,7.85,4.26,2.41,-5.91,13.88,5.4,8,33.75,29.8,28.74,0.25333333333333324,25.44,78.84,38.54,35.23,1747
1504,QUADPRO,Unknown,Unknown,270442496,-0.2188,8.532,3.36,19.59,1.16,-23.6,56.7,5.29,9,52.68,25.81,41.22,-0.9500000000000005,18.58,45.4,22.51,35.22,1748
1686,DENTA,Industrials,Engineering & Construction,6538829824,-0.3061,1.4059999999999997,15.23,-8.77,8.19,1.94,-16.31,9.47,5,29.02,38.91,34.12,0.4533333333333333,26.59,21.59,75.56,35.2,1749
1845,CGRAPHICS,Unknown,Unknown,4330193920,-0.3779,2.5899999999999994,22.29,-9.74,10.81,9.76,-20.09,5.29,9,32.19,48.18,27.88,3.61,48.42,25.22,22.51,35.09,1750
1831,HINDCOPPER,Basic Materials,Copper,522144612352,-0.3703,0.122,-0.76,1.07,-0.51,-3.06,1.59,8.42,6,25.22,22.55,28.45,-0.8333333333333334,19.16,97.28,59.82,35.08,1751
1894,RICOAUTO,Consumer Cyclical,Auto Parts,15100511232,-0.4034,1.918,1.16,3.76,0.69,-1.03,6.3,5.4,8,30.31,24.19,25.97,1.1399999999999997,30.47,89.48,38.54,35.08,1752
1608,GENUSPAPER,Basic Materials,Paper & Paper Products,3178076416,-0.2722,2.6499999999999995,13.48,-2.9,6.35,1.39,-6.16,8.42,6,32.54,37.0,37.15,1.6133333333333333,33.79,9.66,59.82,35.05,1753
1717,CPCAP,Financial Services,Credit Services,1708158720,-0.3195,5.596,26.85,-2.57,11.04,-0.05,-6.25,4.49,11,42.55,53.38,32.91,2.806666666666666,42.86,9.86,7.18,35.02,1754
1860,GICHSGFIN,Financial Services,Mortgage Finance,8011423232,-0.3863,2.894,14.02,1.73,3.67,-1.79,6.61,4.49,11,33.2,37.94,27.3,1.2033333333333334,31.19,89.07,7.18,35.02,1755
1829,KANANIIND,Consumer Cyclical,Luxury Goods,304716704,-0.37,4.196,20.29,-7.21,11.8,2.18,-12.4,5.4,8,37.74,45.87,28.51,2.2566666666666673,39.03,17.99,38.54,35.02,1756
1931,ITDC,Consumer Cyclical,Lodging,46019571712,-0.4211,1.306,20.37,-13.1,10.91,12.61,-24.46,5.4,8,28.71,46.09,24.52,3.473333333333333,47.38,28.43,38.54,34.96,1757
1549,LOTUSDEV,Industrials,Engineering & Construction,68010795008,-0.2393,2.638,9.92,-0.77,4.91,-1.12,-1.56,9.47,5,32.46,32.11,39.46,1.0066666666666668,29.72,2.74,75.56,34.95,1758
1803,AUROIMPEX,Unknown,Unknown,983384448,-0.36,4.155999999999999,15.82,-8.15,12.36,7.8,-10.43,5.29,9,37.58,39.81,29.53,4.003333333333333,51.31,15.41,22.51,34.92,1759
