PORTFOLIO_CAGR,PORTFOLIO_VOLATILITY,SHARPE_RATIO,ACTIVE_RETURN,SORTINO_RATIO,DIVERSIFICATION_SCORE,RISK_GRADE,MAX_DRAWDOWN,BETA,VAR_95,CVAR_95,WIN_RATE,VAR_95_RS,TRACKING_ERROR,INFORMATION_RATIO,AVG_CORRELATION,TOP_5_CONCENTRATION,MAX_SINGLE_POSITION,RISK_SCORE
200.79,26.54,7.34,132.08,14.99,81.43,A,-14.66,0.99,-2.05,-2.76,55.88,20505.0,21.74,6.07,0.19,0.33,0.08,90
