TOTAL_RETURN,CAGR,VOLATILITY,SHARPE_RATIO,MAX_DRAWDOWN,WIN_RATE,BENCHMARK_CAGR,ALPHA
130.77,41.35,118.24,0.35,-26.07,62.07,9.93,31.42
