Symbol,Close,AVG_20D_VOLUME,TRADED_VALUE,LIQUIDITY_SCORE,LIQUIDITY_RANK,LIQUIDITY_BUCKET
INDOCO,,247559,,,,ILLIQUID
INDOTECH,,64284,,,,ILLIQUID
INDOSTAR,,187248,,,,ILLIQUID
INDOUS,,17496,,,,ILLIQUID
INDOWIND,,137520,,,,ILLIQUID
INDRAMEDCO,,409877,,,,ILLIQUID
INDTERRAIN,,15970,,,,ILLIQUID
INDUSINDBK,,1715314,,,,ILLIQUID
INDSWFTLAB,,1149894,,,,ILLIQUID
INFOBEAN,,1358155,,,,ILLIQUID
INFOMEDIA,,22568,,,,ILLIQUID
INGERRAND,,26591,,,,ILLIQUID
INFY,,15887485,,,,ILLIQUID
INNOVACAP,,67292,,,,ILLIQUID
INNOVANA,,6617,,,,ILLIQUID
INNOVISION,,34075,,,,ILLIQUID
INOXINDIA,,248677,,,,ILLIQUID
INOXGREEN,,1483472,,,,ILLIQUID
INOXWIND,,13955824,,,,ILLIQUID
INSECTICID,,32251,,,,ILLIQUID
INSPIRISYS,,44549,,,,ILLIQUID
INTENTECH,,77333,,,,ILLIQUID
INTERARCH,,152539,,,,ILLIQUID
INTERNET,,42156,,,,ILLIQUID
INTLCONV,,60722,,,,ILLIQUID
INVENTURE,,1129567,,,,ILLIQUID
IOB,,2918819,,,,ILLIQUID
IOC,,16688455,,,,ILLIQUID
IOLCP,,6757575,,,,ILLIQUID
IPCALAB,,348694,,,,ILLIQUID
IONEXCHANG,,294216,,,,ILLIQUID
IPL,,1759437,,,,ILLIQUID
IRB,,37923522,,,,ILLIQUID
IRCON,,2511396,,,,ILLIQUID
IREDA,,8268564,,,,ILLIQUID
IRFC,,9435751,,,,ILLIQUID
IRIS,,28235,,,,ILLIQUID
IRISDOREME,,281572,,,,ILLIQUID
IRMENERGY,,1286795,,,,ILLIQUID
ISFT,,20200,,,,ILLIQUID
ISGEC,,66709,,,,ILLIQUID
ISHANCH,,18219,,,,ILLIQUID
ITDC,,55774,,,,ILLIQUID
ITCHOTELS,,3011235,,,,ILLIQUID
ITC,,19090912,,,,ILLIQUID
ITI,,685450,,,,ILLIQUID
IVC,,180555,,,,ILLIQUID
IXIGO,,1629372,,,,ILLIQUID
IZMO,,65833,,,,ILLIQUID
JAGRAN,,668712,,,,ILLIQUID
J&KBANK,,4245008,,,,ILLIQUID
JAIBALAJI,,1948742,,,,ILLIQUID
JAICORPLTD,,366228,,,,ILLIQUID
JAGSNPHARM,,111878,,,,ILLIQUID
JAINREC,,4852852,,,,ILLIQUID
JAIPURKURT,,12433,,,,ILLIQUID
JAMNAAUTO,,2900279,,,,ILLIQUID
JASH,,147127,,,,ILLIQUID
JARO,,592683,,,,ILLIQUID
JAYBARMARU,,2207728,,,,ILLIQUID
JAYAGROGN,,17245,,,,ILLIQUID
JAYKAY,,589358,,,,ILLIQUID
JAYNECOIND,,4933922,,,,ILLIQUID
JAYSREETEA,,37953,,,,ILLIQUID
JBCHEPHARM,,343716,,,,ILLIQUID
JBMA,,1845007,,,,ILLIQUID
JGCHEM,,119165,,,,ILLIQUID
JHS,,58680,,,,ILLIQUID
JINDALPHOT,,2687,,,,ILLIQUID
JINDALSAW,,1982457,,,,ILLIQUID
JINDALPOLY,,21457,,,,ILLIQUID
JINDALSTEL,,1038729,,,,ILLIQUID
JINDWORLD,,5786903,,,,ILLIQUID
JINDRILL,,6235918,,,,ILLIQUID
JIOFIN,,12842405,,,,ILLIQUID
JISLDVREQS,,24082,,,,ILLIQUID
JITFINFRA,,15839,,,,ILLIQUID
JISLJALEQS,,3176410,,,,ILLIQUID
JKCEMENT,,58919,,,,ILLIQUID
JKIPL,,26010,,,,ILLIQUID
JKLAKSHMI,,197754,,,,ILLIQUID
JLHL,,87477,,,,ILLIQUID
JKTYRE,,1665863,,,,ILLIQUID
JMA,,9542,,,,ILLIQUID
JMFINANCIL,,2984877,,,,ILLIQUID
JNKINDIA,,404320,,,,ILLIQUID
JPOLYINVST,,5097,,,,ILLIQUID
JOCIL,,20518,,,,ILLIQUID
JSFB,,919923,,,,ILLIQUID
JPPOWER,,188563550,,,,ILLIQUID
JSWCEMENT,,10716677,,,,ILLIQUID
JSWDULUX,,42468,,,,ILLIQUID
JSWHL,,3936,,,,ILLIQUID
JSWENERGY,,4553655,,,,ILLIQUID
JSWINFRA,,1922872,,,,ILLIQUID
JSWSTEEL,,1872937,,,,ILLIQUID
JUBLCPL,,6087,,,,ILLIQUID
JTEKTINDIA,,244297,,,,ILLIQUID
JUBLFOOD,,5178557,,,,ILLIQUID
JUBLINGREA,,279803,,,,ILLIQUID
JTLIND,,3060777,,,,ILLIQUID
JUNIPER,,102209,,,,ILLIQUID
JUBLPHARMA,,151927,,,,ILLIQUID
JUSTDIAL,,121864,,,,ILLIQUID
JWL,,2620140,,,,ILLIQUID
JYOTICNC,,1373139,,,,ILLIQUID
JYOTHYLAB,,938768,,,,ILLIQUID
JYOTISTRUC,,8114099,,,,ILLIQUID
KABRAEXTRU,,15292,,,,ILLIQUID
KAJARIACER,,275157,,,,ILLIQUID
KALAMANDIR,,912688,,,,ILLIQUID
KAKATCEM,,2242,,,,ILLIQUID
KALPATARU,,328766,,,,ILLIQUID
KALYANKJIL,,12009679,,,,ILLIQUID
KAMATHOTEL,,76302,,,,ILLIQUID
KAMDHENU,,1131736,,,,ILLIQUID
KAMOPAINTS,,303532,,,,ILLIQUID
KANORICHEM,,34991,,,,ILLIQUID
KANPRPLA,,21762,,,,ILLIQUID
KANSAINER,,1006937,,,,ILLIQUID
KAPSTON,,17922,,,,ILLIQUID
KARMAENG,,5017,,,,ILLIQUID
KARURVYSYA,,3069293,,,,ILLIQUID
KAVDEFENCE,,110854,,,,ILLIQUID
KAYNES,,2289271,,,,ILLIQUID
KAYA,,17134,,,,ILLIQUID
KCP,,164663,,,,ILLIQUID
KCPSUGIND,,169607,,,,ILLIQUID
KDDL,,89291,,,,ILLIQUID
KEC,,1620762,,,,ILLIQUID
KECL,,86815,,,,ILLIQUID
KEEPLEARN,,69041,,,,ILLIQUID
KENNAMET,,19941,,,,ILLIQUID
KERNEX,,504625,,,,ILLIQUID
KEI,,470548,,,,ILLIQUID
KESORAMIND,,2928291,,,,ILLIQUID
KHADIM,,137334,,,,ILLIQUID
KHAICHEM,,73630,,,,ILLIQUID
KEYFINSERV,,2462,,,,ILLIQUID
KHAITANLTD,,2991,,,,ILLIQUID
KHANDSE,,7987,,,,ILLIQUID
KICL,,1808,,,,ILLIQUID
KIMS,,601206,,,,ILLIQUID
KILITCH,,190533,,,,ILLIQUID
KINGFA,,11092,,,,ILLIQUID
KIOCL,,236875,,,,ILLIQUID
KIRIINDUS,,192443,,,,ILLIQUID
KIRLOSBROS,,73062,,,,ILLIQUID
KIRLOSIND,,17562,,,,ILLIQUID
KIRLOSENG,,490743,,,,ILLIQUID
KIRLPNU,,146890,,,,ILLIQUID
KITEX,,553554,,,,ILLIQUID
KKCL,,29090,,,,ILLIQUID
KMEW,,141029,,,,ILLIQUID
KNAGRI,,26445,,,,ILLIQUID
KOHINOOR,,75940,,,,ILLIQUID
KOLTEPATIL,,53687,,,,ILLIQUID
KOPRAN,,1629378,,,,ILLIQUID
KOTARISUG,,42354,,,,ILLIQUID
KOTAKBANK,,16883258,,,,ILLIQUID
KOTHARIPET,,95180,,,,ILLIQUID
KOTYARK,,66947,,,,ILLIQUID
KOVAI,,4669,,,,ILLIQUID
KPIGREEN,,1687241,,,,ILLIQUID
KPIL,,206724,,,,ILLIQUID
KPITTECH,,2929625,,,,ILLIQUID
KPRMILL,,252742,,,,ILLIQUID
KREBSBIO,,7125,,,,ILLIQUID
KRBL,,546662,,,,ILLIQUID
KRIDHANINF,,106308,,,,ILLIQUID
KRISHIVAL,,6764,,,,ILLIQUID
KRISHNADEF,,191757,,,,ILLIQUID
KRITIKA,,160396,,,,ILLIQUID
KRITI,,80578,,,,ILLIQUID
KRONOX,,49595,,,,ILLIQUID
KROSS,,1874454,,,,ILLIQUID
KRSNAA,,101687,,,,ILLIQUID
KRYSTAL,,42987,,,,ILLIQUID
KSHINTL,,683536,,,,ILLIQUID
KSCL,,118952,,,,ILLIQUID
KSHITIJPOL,,1702497,,,,ILLIQUID
KSL,,55259,,,,ILLIQUID
KSR,,35625,,,,ILLIQUID
KSOLVES,,45599,,,,ILLIQUID
KUANTUM,,81392,,,,ILLIQUID
KWIL,,12228448,,,,ILLIQUID
LAL,,55394,,,,ILLIQUID
LAKPRE,,3352,,,,ILLIQUID
LALPATHLAB,,400050,,,,ILLIQUID
LAGNAM,,19775,,,,ILLIQUID
LAMBODHARA,,40809,,,,ILLIQUID
LANCORHOL,,51352,,,,ILLIQUID
LANDMARK,,161497,,,,ILLIQUID
LANDSMILL,,4303307,,,,ILLIQUID
LASA,,26395,,,,ILLIQUID
LATENTVIEW,,1660850,,,,ILLIQUID
LATTEYS,,209504,,,,ILLIQUID
LAURUSLABS,,2133205,,,,ILLIQUID
LAXMIINDIA,,304534,,,,ILLIQUID
LCCINFOTEC,,32308,,,,ILLIQUID
LEMERITE,,1657972,,,,ILLIQUID
LENSKART,,10279827,,,,ILLIQUID
LEXUS,,42949,,,,ILLIQUID
LFIC,,7153,,,,ILLIQUID
LEMONTREE,,2469891,,,,ILLIQUID
LGHL,,28013,,,,ILLIQUID
LIBAS,,35903,,,,ILLIQUID
LICI,,5792783,,,,ILLIQUID
LICNFNHGP,,449,,,,ILLIQUID
LIBERTSHOE,,24645,,,,ILLIQUID
LICHSGFIN,,1837455,,,,ILLIQUID
LINC,,64611,,,,ILLIQUID
LINCOLN,,128575,,,,ILLIQUID
LLOYDSENGG,,13555413,,,,ILLIQUID
LLOYDSME,,675082,,,,ILLIQUID
LLOYDSENT,,3416775,,,,ILLIQUID
LODHA,,2301222,,,,ILLIQUID
LMW,,3366,,,,ILLIQUID
LORDSCHLO,,17322,,,,ILLIQUID
LOTUSDEV,,556092,,,,ILLIQUID
LOVABLE,,11983,,,,ILLIQUID
LOTUSEYE,,7835,,,,ILLIQUID
LPDC,,53590,,,,ILLIQUID
LT,,2419126,,,,ILLIQUID
LTF,,4937097,,,,ILLIQUID
LTM,,468476,,,,ILLIQUID
LTTS,,108172,,,,ILLIQUID
LTFOODS,,315209,,,,ILLIQUID
LUMAXIND,,28209,,,,ILLIQUID
LUMAXTECH,,220526,,,,ILLIQUID
LUXIND,,69615,,,,ILLIQUID
LUPIN,,1514722,,,,ILLIQUID
LYKALABS,,26008,,,,ILLIQUID
LYPSAGEMS,,28208,,,,ILLIQUID
MAANALU,,96967,,,,ILLIQUID
M&MFIN,,2256622,,,,ILLIQUID
MACPOWER,,37006,,,,ILLIQUID
MADHAV,,3493,,,,ILLIQUID
MADHUCON,,41427,,,,ILLIQUID
MADRASFERT,,117296,,,,ILLIQUID
MAFATIND,,34088,,,,ILLIQUID
MAFANG,,196149,,,,ILLIQUID
MAGADSUGAR,,18583,,,,ILLIQUID
MAGNUM,,55654,,,,ILLIQUID
MAHABANK,,13988667,,,,ILLIQUID
MAHAPEXLTD,,23285,,,,ILLIQUID
MAHASTEEL,,3928,,,,ILLIQUID
MAHEPC,,29722,,,,ILLIQUID
MAHESHWARI,,16683,,,,ILLIQUID
MAHKTECH,,558439,,,,ILLIQUID
MAHLIFE,,185266,,,,ILLIQUID
MAHSCOOTER,,6830,,,,ILLIQUID
MAHSEAMLES,,130723,,,,ILLIQUID
MAITHANALL,,50607,,,,ILLIQUID
MAJESAUT,,2814,,,,ILLIQUID
MALLCOM,,4260,,,,ILLIQUID
MALUPAPER,,10302,,,,ILLIQUID
MAMATA,,91235,,,,ILLIQUID
MANAKALUCO,,101936,,,,ILLIQUID
MANAKCOAT,,302788,,,,ILLIQUID
MANAKSTEEL,,32653,,,,ILLIQUID
MANBA,,61545,,,,ILLIQUID
MANAPPURAM,,3740899,,,,ILLIQUID
MANALIPETC,,1283499,,,,ILLIQUID
MANGALAM,,25064,,,,ILLIQUID
MANINDS,,946389,,,,ILLIQUID
MANGLMCEM,,119303,,,,ILLIQUID
MANKIND,,921870,,,,ILLIQUID
MANOMAY,,100159,,,,ILLIQUID
MANORAMA,,226310,,,,ILLIQUID
MANORG,,17075,,,,ILLIQUID
MAPMYINDIA,,703255,,,,ILLIQUID
MANUGRAPH,,20771,,,,ILLIQUID
MARALOVER,,57327,,,,ILLIQUID
MARINE,,974754,,,,ILLIQUID
MARATHON,,65131,,,,ILLIQUID
MARKOLINES,,570924,,,,ILLIQUID
MARSONS,,2025696,,,,ILLIQUID
MARKSANS,,5269511,,,,ILLIQUID
MARUTI,,398427,,,,ILLIQUID
MASFIN,,111727,,,,ILLIQUID
MASKINVEST,,402,,,,ILLIQUID
MATRIMONY,,12133,,,,ILLIQUID
MASTERTR,,288345,,,,ILLIQUID
MAWANASUG,,114661,,,,ILLIQUID
MAXESTATES,,79635,,,,ILLIQUID
MAXHEALTH,,3360397,,,,ILLIQUID
MAXIND,,93428,,,,ILLIQUID
MAYURUNIQ,,565653,,,,ILLIQUID
MAZDA,,35318,,,,ILLIQUID
MBEL,,179127,,,,ILLIQUID
MBAPL,,174087,,,,ILLIQUID
MBLINFRA,,85775,,,,ILLIQUID
MCL,,41938,,,,ILLIQUID
MCLOUD,,2129859,,,,ILLIQUID
MCLEODRUSS,,604235,,,,ILLIQUID
MCX,,3867147,,,,ILLIQUID
MEDANTA,,269174,,,,ILLIQUID
MEDIASSIST,,204943,,,,ILLIQUID
MEDICAMEQ,,22462,,,,ILLIQUID
MEDICO,,332373,,,,ILLIQUID
MEESHO,,22277264,,,,ILLIQUID
MEDPLUS,,258666,,,,ILLIQUID
MEGASTAR,,46830,,,,ILLIQUID
MEIL,,53132,,,,ILLIQUID
MEP,,88550,,,,ILLIQUID
METROBRAND,,51014,,,,ILLIQUID
METROGLOBL,,973,,,,ILLIQUID
MFML,,4379,,,,ILLIQUID
METROPOLIS,,882630,,,,ILLIQUID
MGEL,,519146,,,,ILLIQUID
MFSL,,693373,,,,ILLIQUID
MGL,,231573,,,,ILLIQUID
MHLXMIRU,,3936,,,,ILLIQUID
MHRIL,,253482,,,,ILLIQUID
MICEL,,2542318,,,,ILLIQUID
MIDHANI,,1400614,,,,ILLIQUID
MIDWESTLTD,,47293,,,,ILLIQUID
MINDTECK,,139803,,,,ILLIQUID
MIRCELECTR,,4806427,,,,ILLIQUID
MITCON,,14056,,,,ILLIQUID
MIRZAINT,,117286,,,,ILLIQUID
MITTAL,,1462629,,,,ILLIQUID
MKPL,,224954,,,,ILLIQUID
MMP,,80850,,,,ILLIQUID
MMFL,,100865,,,,ILLIQUID
MMWL,,289480,,,,ILLIQUID
MMTC,,2516142,,,,ILLIQUID
MOBIKWIK,,4139833,,,,ILLIQUID
MODEFENCE,,2836809,,,,ILLIQUID
MODINATUR,,32317,,,,ILLIQUID
MODIS,,60233,,,,ILLIQUID
MODTHREAD,,1552,,,,ILLIQUID
MODISONLTD,,402159,,,,ILLIQUID
MOHITIND,,14886,,,,ILLIQUID
MOIL,,626727,,,,ILLIQUID
MOKSH,,121934,,,,ILLIQUID
MOL,,2776468,,,,ILLIQUID
MOLDTECH,,58653,,,,ILLIQUID
MOLDTKPAC,,321892,,,,ILLIQUID
MONEYBOXX,,30346,,,,ILLIQUID
MONTECARLO,,47598,,,,ILLIQUID
MOREALTY,,1100693,,,,ILLIQUID
MONARCH,,189343,,,,ILLIQUID
MOSCHIP,,3951448,,,,ILLIQUID
MOREPENLAB,,5528350,,,,ILLIQUID
MOTHERSON,,29136787,,,,ILLIQUID
MOTILALOFS,,943813,,,,ILLIQUID
MOTISONS,,4758271,,,,ILLIQUID
MOTOUR,,79456,,,,ILLIQUID
MPHASIS,,535182,,,,ILLIQUID
MRF,,7024,,,,ILLIQUID
MRPL,,7397376,,,,ILLIQUID
MSCIINDIA,,20369,,,,ILLIQUID
MSPL,,2214692,,,,ILLIQUID
MSTCLTD,,164512,,,,ILLIQUID
MSUMI,,6603986,,,,ILLIQUID
MTEDUCARE,,31034,,,,ILLIQUID
MTNL,,1432561,,,,ILLIQUID
MUFIN,,2194128,,,,ILLIQUID
MUFTI,,360857,,,,ILLIQUID
MUKKA,,228498,,,,ILLIQUID
MUKANDLTD,,449374,,,,ILLIQUID
MUNJALAU,,502244,,,,ILLIQUID
MUKTAARTS,,13930,,,,ILLIQUID
MUTHOOTCAP,,33348,,,,ILLIQUID
MURUDCERA,,25276,,,,ILLIQUID
MUTHOOTFIN,,913492,,,,ILLIQUID
MVGJL,,72831,,,,ILLIQUID
MWL,,82615,,,,ILLIQUID
NACLIND,,535005,,,,ILLIQUID
NAGREEKCAP,,5502,,,,ILLIQUID
NAGREEKEXP,,11556,,,,ILLIQUID
NAHARCAP,,7964,,,,ILLIQUID
NAHARPOLY,,26420,,,,ILLIQUID
NAHARINDUS,,31386,,,,ILLIQUID
NAM-INDIA,,1033618,,,,ILLIQUID
NARMADA,,464369,,,,ILLIQUID
NATCAPSUQ,,5472,,,,ILLIQUID
NATHBIOGEN,,47919,,,,ILLIQUID
NATCOPHARM,,860104,,,,ILLIQUID
NATIONALUM,,12536618,,,,ILLIQUID
NAVA,,681381,,,,ILLIQUID
NAVKARURB,,1302096,,,,ILLIQUID
NAVNETEDUL,,125988,,,,ILLIQUID
NAZARA,,5179995,,,,ILLIQUID
NBIFIN,,411,,,,ILLIQUID
NBCC,,19758227,,,,ILLIQUID
NCLIND,,99340,,,,ILLIQUID
NDL,,1041245,,,,ILLIQUID
NDGL,,139,,,,ILLIQUID
NDRAUTO,,51968,,,,ILLIQUID
NDTV,,766671,,,,ILLIQUID
NECCLTD,,54743,,,,ILLIQUID
NEOGEN,,115869,,,,ILLIQUID
NESCO,,46636,,,,ILLIQUID
NESTLEIND,,2137993,,,,ILLIQUID
NETWEB,,1978571,,,,ILLIQUID
NETWORK18,,4497950,,,,ILLIQUID
NEXTMEDIA,,18365,,,,ILLIQUID
NEWGEN,,2522447,,,,ILLIQUID
NFL,,1061529,,,,ILLIQUID
NGIL,,35994,,,,ILLIQUID
NGLFINE,,25534,,,,ILLIQUID
NH,,419378,,,,ILLIQUID
NHPC,,25026032,,,,ILLIQUID
NIACL,,987204,,,,ILLIQUID
NIITLTD,,2580492,,,,ILLIQUID
NIITMTS,,660323,,,,ILLIQUID
NILAINFRA,,276903,,,,ILLIQUID
NILASPACES,,777512,,,,ILLIQUID
NILKAMAL,,8341,,,,ILLIQUID
NINSYS,,8981,,,,ILLIQUID
NIMBSPROJ,,124940,,,,ILLIQUID
NIRAJ,,91208,,,,ILLIQUID
NIRLON,,14254,,,,ILLIQUID
NITIRAJ,,3914,,,,ILLIQUID
NITINSPIN,,263187,,,,ILLIQUID
NIVABUPA,,4778051,,,,ILLIQUID
NITCO,,1159795,,,,ILLIQUID
NKIND,,1619,,,,ILLIQUID
NITTAGELA,,18203,,,,ILLIQUID
NLCINDIA,,9497337,,,,ILLIQUID
NOIDATOLL,,1019823,,,,ILLIQUID
NMDC,,26866839,,,,ILLIQUID
NORTHARC,,1151173,,,,ILLIQUID
NOVAAGRI,,91324,,,,ILLIQUID
NPBET,,5386,,,,ILLIQUID
NOVARTIND,,50395,,,,ILLIQUID
NPST,,55661,,,,ILLIQUID
NRAIL,,6968,,,,ILLIQUID
NRBBEARING,,1118340,,,,ILLIQUID
NSLNISP,,15763350,,,,ILLIQUID
NTPC,,10081584,,,,ILLIQUID
NTPCGREEN,,6392360,,,,ILLIQUID
NUCLEUS,,60850,,,,ILLIQUID
NUVAMA,,811811,,,,ILLIQUID
NUVOCO,,814911,,,,ILLIQUID
NURECA,,17787,,,,ILLIQUID
NYKAA,,6299993,,,,ILLIQUID
OAL,,16976,,,,ILLIQUID
OBCL,,5286,,,,ILLIQUID
OBEROIRLTY,,420825,,,,ILLIQUID
OCCLLTD,,177835,,,,ILLIQUID
ODIGMA,,56569,,,,ILLIQUID
OIL,,5890203,,,,ILLIQUID
OFSS,,276769,,,,ILLIQUID
OILCOUNTUB,,45777,,,,ILLIQUID
OLAELEC,,90633720,,,,ILLIQUID
OLECTRA,,924389,,,,ILLIQUID
OMAXAUTO,,472106,,,,ILLIQUID
OMAXE,,159531,,,,ILLIQUID
OMFREIGHT,,67912,,,,ILLIQUID
OMINFRAL,,95396,,,,ILLIQUID
OMNI,,721359,,,,ILLIQUID
OMPOWER,,367170,,,,ILLIQUID
ONELIFECAP,,185504,,,,ILLIQUID
ONEPOINT,,2232075,,,,ILLIQUID
ONESOURCE,,289867,,,,ILLIQUID
ONMOBILE,,225963,,,,ILLIQUID
ONGC,,18924427,,,,ILLIQUID
ONWARDTEC,,157938,,,,ILLIQUID
OPTIEMUS,,149356,,,,ILLIQUID
ORBTEXP,,8325,,,,ILLIQUID
ORCHASP,,345752,,,,ILLIQUID
ORCHPHARMA,,94783,,,,ILLIQUID
ORICONENT,,150690,,,,ILLIQUID
ORIENTALTL,,66366,,,,ILLIQUID
ORIENTBELL,,19623,,,,ILLIQUID
ORIENTCEM,,219561,,,,ILLIQUID
ORIENTCER,,50541,,,,ILLIQUID
ORIENTELEC,,437287,,,,ILLIQUID
ORIENTHOT,,169112,,,,ILLIQUID
ORIENTLTD,,3052,,,,ILLIQUID
ORIENTPPR,,264663,,,,ILLIQUID
ORKLAINDIA,,66429,,,,ILLIQUID
ORTEL,,13860,,,,ILLIQUID
OSIAHYPER,,2018839,,,,ILLIQUID
OSWALAGRO,,27630,,,,ILLIQUID
OSWALPUMPS,,537945,,,,ILLIQUID
PACEDIGITK,,3203186,,,,ILLIQUID
PAGEIND,,31248,,,,ILLIQUID
PALASHSECU,,2379,,,,ILLIQUID
PAISALO,,12591286,,,,ILLIQUID
PANACEABIO,,205440,,,,ILLIQUID
PANAMAPET,,222632,,,,ILLIQUID
PAR,,10277,,,,ILLIQUID
PANACHE,,20982,,,,ILLIQUID
PANSARI,,15617,,,,ILLIQUID
PARADEEP,,6666934,,,,ILLIQUID
PARAGMILK,,704009,,,,ILLIQUID
PARAS,,2046897,,,,ILLIQUID
PARKHOSPS,,1013160,,,,ILLIQUID
PARKHOTELS,,213433,,,,ILLIQUID
PARSVNATH,,610215,,,,ILLIQUID
PASHUPATI,,96731,,,,ILLIQUID
PASUPTAC,,672972,,,,ILLIQUID
PATANJALI,,2784118,,,,ILLIQUID
PATELENG,,3825290,,,,ILLIQUID
PATELRMART,,71282,,,,ILLIQUID
PATINTLOG,,357787,,,,ILLIQUID
PAVNAIND,,64066,,,,ILLIQUID
PCBL,,1826357,,,,ILLIQUID
PCJEWELLER,,61202806,,,,ILLIQUID
PDMJEPAPER,,99147,,,,ILLIQUID
PDSL,,158009,,,,ILLIQUID
PEARLPOLY,,10199,,,,ILLIQUID
PENINLAND,,179331,,,,ILLIQUID
PERSISTENT,,618374,,,,ILLIQUID
PETRONET,,2794170,,,,ILLIQUID
PFOCUS,,693802,,,,ILLIQUID
PFC,,5591866,,,,ILLIQUID
PFIZER,,23631,,,,ILLIQUID
PFS,,739265,,,,ILLIQUID
PGEL,,2763622,,,,ILLIQUID
PGHH,,13313,,,,ILLIQUID
PGIL,,146020,,,,ILLIQUID
PGHL,,44136,,,,ILLIQUID
PHOENIXLTD,,439083,,,,ILLIQUID
PICCADIL,,128337,,,,ILLIQUID
PIGL,,89234,,,,ILLIQUID
PIIND,,495634,,,,ILLIQUID
PILANIINVS,,3771,,,,ILLIQUID
PILITA,,108018,,,,ILLIQUID
PINELABS,,23107229,,,,ILLIQUID
PIONEEREMB,,17990,,,,ILLIQUID
PIRAMALFIN,,336102,,,,ILLIQUID
PITTIENG,,47191,,,,ILLIQUID
PIXTRANS,,28178,,,,ILLIQUID
PKTEA,,933,,,,ILLIQUID
PLASTIBLEN,,33732,,,,ILLIQUID
PLAZACABLE,,211475,,,,ILLIQUID
PNBHOUSING,,928208,,,,ILLIQUID
PNC,,8140,,,,ILLIQUID
PNGSREVA,,292008,,,,ILLIQUID
POCL,,552724,,,,ILLIQUID
PODDARMENT,,2814,,,,ILLIQUID
POLICYBZR,,2001272,,,,ILLIQUID
POLYCAB,,454463,,,,ILLIQUID
POLYMED,,183653,,,,ILLIQUID
POONAWALLA,,1993527,,,,ILLIQUID
POWERGRID,,13868174,,,,ILLIQUID
POWERICA,,397531,,,,ILLIQUID
POWERINDIA,,186944,,,,ILLIQUID
PPAP,,35166,,,,ILLIQUID
PPL,,108105,,,,ILLIQUID
PPLPHARMA,,6050666,,,,ILLIQUID
PRABHA,,158329,,,,ILLIQUID
PRAENG,,54074,,,,ILLIQUID
PRAKASHSTL,,129285,,,,ILLIQUID
PRAKASH,,541671,,,,ILLIQUID
PRECAM,,683084,,,,ILLIQUID
PRECWIRE,,865240,,,,ILLIQUID
PREMIER,,10727,,,,ILLIQUID
PREMIERENE,,2280875,,,,ILLIQUID
PREMIERPOL,,108738,,,,ILLIQUID
PRICOLLTD,,1312814,,,,ILLIQUID
PRIMESECU,,37807,,,,ILLIQUID
PRITI,,7970,,,,ILLIQUID
PRINCEPIPE,,1036743,,,,ILLIQUID
PRITIKAUTO,,273138,,,,ILLIQUID
PROSTARM,,608096,,,,ILLIQUID
PRSMJOHNSN,,678116,,,,ILLIQUID
PRUDENT,,35254,,,,ILLIQUID
PSB,,1351239,,,,ILLIQUID
PRUDMOULI,,15808,,,,ILLIQUID
PTC,,1712806,,,,ILLIQUID
PTCIL,,31984,,,,ILLIQUID
PTL,,58413,,,,ILLIQUID
PUNJABCHEM,,7910,,,,ILLIQUID
PURVA,,769002,,,,ILLIQUID
PVP,,2175185,,,,ILLIQUID
PVRINOX,,302499,,,,ILLIQUID
PWL,,6288196,,,,ILLIQUID
PVSL,,56795,,,,ILLIQUID
PYRAMID,,65288,,,,ILLIQUID
QUADFUTURE,,1281530,,,,ILLIQUID
QUICKHEAL,,4376719,,,,ILLIQUID
RACE,,10131,,,,ILLIQUID
RACLGEAR,,40699,,,,ILLIQUID
RADHIKAJWE,,328155,,,,ILLIQUID
RADAAN,,24508,,,,ILLIQUID
RADIOCITY,,63689,,,,ILLIQUID
RAILTEL,,958319,,,,ILLIQUID
RAIN,,11859289,,,,ILLIQUID
RAJMET,,293755,,,,ILLIQUID
RAJESHEXPO,,123142,,,,ILLIQUID
RAJOOENG,,313558,,,,ILLIQUID
RAJPALAYAM,,2370,,,,ILLIQUID
RAJRATAN,,56248,,,,ILLIQUID
RAJSREESUG,,48287,,,,ILLIQUID
RAJTV,,70273,,,,ILLIQUID
RALLIS,,391031,,,,ILLIQUID
RAMAPHO,,52018,,,,ILLIQUID
RAMASTEEL,,5338754,,,,ILLIQUID
RAMANEWS,,34350,,,,ILLIQUID
RAMCOCEM,,295225,,,,ILLIQUID
RAMCOIND,,247536,,,,ILLIQUID
RAMCOSYS,,450689,,,,ILLIQUID
RAMRAT,,385666,,,,ILLIQUID
RAMKY,,69877,,,,ILLIQUID
RANASUG,,338182,,,,ILLIQUID
RANEHOLDIN,,96354,,,,ILLIQUID
RATNAMANI,,63908,,,,ILLIQUID
RAYMOND,,1547609,,,,ILLIQUID
RAYMONDLSL,,311306,,,,ILLIQUID
RBA,,3274425,,,,ILLIQUID
RBLBANK,,4031732,,,,ILLIQUID
RCF,,2313620,,,,ILLIQUID
RBZJEWEL,,84810,,,,ILLIQUID
RECLTD,,4960799,,,,ILLIQUID
RCOM,,2518015,,,,ILLIQUID
REDINGTON,,5072605,,,,ILLIQUID
REFEX,,2972484,,,,ILLIQUID
REGAAL,,606600,,,,ILLIQUID
RELAXO,,1038295,,,,ILLIQUID
RELCHEMQ,,3996,,,,ILLIQUID
RELIABLE,,55301,,,,ILLIQUID
RELIGARE,,1272180,,,,ILLIQUID
RELTD,,673555,,,,ILLIQUID
