Symbol,Close,AVG_20D_VOLUME,TRADED_VALUE,LIQUIDITY_SCORE,LIQUIDITY_RANK,LIQUIDITY_BUCKET
ASHAPURMIN,,1118123,,,,ILLIQUID
ASHIANA,,112552,,,,ILLIQUID
ASHIMASYN,,112982,,,,ILLIQUID
ASHOKA,,875483,,,,ILLIQUID
ASHOKLEY,,26899706,,,,ILLIQUID
ASIANENE,,829760,,,,ILLIQUID
ASIANHOTNR,,12341,,,,ILLIQUID
ASIANTILES,,2396186,,,,ILLIQUID
ASIANPAINT,,1363227,,,,ILLIQUID
ASKAUTOLTD,,133853,,,,ILLIQUID
ASMS,,879855,,,,ILLIQUID
ASPINWALL,,2792,,,,ILLIQUID
ASTERDM,,654057,,,,ILLIQUID
ASTEC,,223326,,,,ILLIQUID
ASTRAL,,782718,,,,ILLIQUID
ASTRAMICRO,,1356559,,,,ILLIQUID
ASTRAZEN,,11431,,,,ILLIQUID
ATALREAL,,4495787,,,,ILLIQUID
ATAM,,14977,,,,ILLIQUID
ATGL,,10562273,,,,ILLIQUID
ATHERENERG,,4146818,,,,ILLIQUID
ATL,,179514,,,,ILLIQUID
ATLANTAELE,,138336,,,,ILLIQUID
ATLASCYCLE,,8612,,,,ILLIQUID
ATULAUTO,,272817,,,,ILLIQUID
ATUL,,26060,,,,ILLIQUID
AURIGROW,,12213619,,,,ILLIQUID
AURIONPRO,,282689,,,,ILLIQUID
AUROPHARMA,,1469811,,,,ILLIQUID
AURUM,,83203,,,,ILLIQUID
AUTOIND,,507951,,,,ILLIQUID
AUTOAXLES,,14722,,,,ILLIQUID
AVADHSUGAR,,25647,,,,ILLIQUID
AUSOMENT,,13416,,,,ILLIQUID
AVANTEL,,3452487,,,,ILLIQUID
AVG,,36442,,,,ILLIQUID
AVANTIFEED,,559383,,,,ILLIQUID
AVONMORE,,191994,,,,ILLIQUID
AVROIND,,291199,,,,ILLIQUID
AVTNPL,,76484,,,,ILLIQUID
AWHCL,,149719,,,,ILLIQUID
AWL,,2188378,,,,ILLIQUID
AXISCADES,,107015,,,,ILLIQUID
AXISBANK,,7005619,,,,ILLIQUID
AYE,,2176460,,,,ILLIQUID
AXITA,,453961,,,,ILLIQUID
AYMSYNTEX,,24816,,,,ILLIQUID
AZAD,,419534,,,,ILLIQUID
BAGFILMS,,83037,,,,ILLIQUID
BAIDFIN,,147356,,,,ILLIQUID
BAJAJCON,,1136207,,,,ILLIQUID
BAJAJFINSV,,867854,,,,ILLIQUID
BAJAJ-AUTO,,413392,,,,ILLIQUID
BAJAJHCARE,,222863,,,,ILLIQUID
BAJAJHFL,,3797476,,,,ILLIQUID
BAJAJHIND,,7572846,,,,ILLIQUID
BAJAJINDEF,,38424,,,,ILLIQUID
BAJAJHLDNG,,48859,,,,ILLIQUID
BALAJEE,,41702,,,,ILLIQUID
BALAJITELE,,883087,,,,ILLIQUID
BALAXI,,39629,,,,ILLIQUID
BALAMINES,,637040,,,,ILLIQUID
BALKRISHNA,,13474,,,,ILLIQUID
BALKRISIND,,168552,,,,ILLIQUID
BALMLAWRIE,,242649,,,,ILLIQUID
BALPHARMA,,47870,,,,ILLIQUID
BALRAMCHIN,,676621,,,,ILLIQUID
BANARBEADS,,3002,,,,ILLIQUID
BANARISUG,,445,,,,ILLIQUID
BANDHANBNK,,9770660,,,,ILLIQUID
BANG,,7268,,,,ILLIQUID
BANCOINDIA,,273218,,,,ILLIQUID
BANKA,,7117,,,,ILLIQUID
BANKBARODA,,12377239,,,,ILLIQUID
BANKINDIA,,11264711,,,,ILLIQUID
BANSALWIRE,,125512,,,,ILLIQUID
BASF,,41294,,,,ILLIQUID
BASML,,126925,,,,ILLIQUID
BATAINDIA,,128425,,,,ILLIQUID
BAYERCROP,,20699,,,,ILLIQUID
BBL,,58717,,,,ILLIQUID
BATLIBOI,,22099,,,,ILLIQUID
BBTC,,52348,,,,ILLIQUID
BBTCL,,10432,,,,ILLIQUID
BCLIND,,729611,,,,ILLIQUID
BCONCEPTS,,10889,,,,ILLIQUID
BCPL,,55296,,,,ILLIQUID
BEARDSELL,,38204,,,,ILLIQUID
BEL,,13045966,,,,ILLIQUID
BEDMUTHA,,6943,,,,ILLIQUID
BECTORFOOD,,703130,,,,ILLIQUID
BELRISE,,3900736,,,,ILLIQUID
BEML,,313440,,,,ILLIQUID
BERGEPAINT,,1064932,,,,ILLIQUID
BESTAGRO,,667837,,,,ILLIQUID
BEPL,,401000,,,,ILLIQUID
BFINVEST,,57068,,,,ILLIQUID
BFUTILITIE,,48947,,,,ILLIQUID
BGRENERGY,,97416,,,,ILLIQUID
BHAGERIA,,25693,,,,ILLIQUID
BHAGYANGR,,177033,,,,ILLIQUID
BHANDARI,,534074,,,,ILLIQUID
BHARATGEAR,,66790,,,,ILLIQUID
BHARATFORG,,1437440,,,,ILLIQUID
BHARATRAS,,17370,,,,ILLIQUID
BHARATSE,,295149,,,,ILLIQUID
BHARATWIRE,,575460,,,,ILLIQUID
BHARTIHEXA,,124264,,,,ILLIQUID
BHEL,,14458910,,,,ILLIQUID
BIGBLOC,,224964,,,,ILLIQUID
BIKAJI,,156234,,,,ILLIQUID
BIMETAL,,1294,,,,ILLIQUID
BIL,,3304,,,,ILLIQUID
BIOFILCHEM,,67294,,,,ILLIQUID
BIOCON,,5797827,,,,ILLIQUID
BIRLACABLE,,106907,,,,ILLIQUID
BIRLAMONEY,,51025,,,,ILLIQUID
BIRLANU,,12993,,,,ILLIQUID
BLAL,,34255,,,,ILLIQUID
BLBLIMITED,,52609,,,,ILLIQUID
BLISSGVS,,3984165,,,,ILLIQUID
BLKASHYAP,,601993,,,,ILLIQUID
BLS,,2755629,,,,ILLIQUID
BLSE,,302301,,,,ILLIQUID
BLUECOAST,,2680,,,,ILLIQUID
BLUECHIP,,32112,,,,ILLIQUID
BLUEJET,,773346,,,,ILLIQUID
BLUEDART,,14662,,,,ILLIQUID
BLUESTONE,,238181,,,,ILLIQUID
BLUSPRING,,408468,,,,ILLIQUID
BLUESTARCO,,569244,,,,ILLIQUID
BOHRAIND,,6544,,,,ILLIQUID
BONLON,,35746,,,,ILLIQUID
BOMDYEING,,1215700,,,,ILLIQUID
BORANA,,59654,,,,ILLIQUID
BOROLTD,,116191,,,,ILLIQUID
BOROSCI,,273712,,,,ILLIQUID
BORORENEW,,821026,,,,ILLIQUID
BOSCH-HCIL,,14233,,,,ILLIQUID
BOSCHLTD,,42705,,,,ILLIQUID
BRIGADE,,309615,,,,ILLIQUID
BPCL,,11030535,,,,ILLIQUID
BRIGHOTEL,,93359,,,,ILLIQUID
BRNL,,43662,,,,ILLIQUID
BROOKS,,103404,,,,ILLIQUID
BSE,,4370395,,,,ILLIQUID
BSHSL,,9595,,,,ILLIQUID
BSL,,18621,,,,ILLIQUID
BSOFT,,1863535,,,,ILLIQUID
BUILDPRO,,86545,,,,ILLIQUID
BUTTERFLY,,367442,,,,ILLIQUID
BVCL,,14945,,,,ILLIQUID
BYKE,,52241,,,,ILLIQUID
CAMLINFINE,,1420529,,,,ILLIQUID
CAMPUS,,488376,,,,ILLIQUID
CAMS,,1422869,,,,ILLIQUID
CANHLIFE,,569904,,,,ILLIQUID
CAPACITE,,296190,,,,ILLIQUID
CAPILLARY,,74462,,,,ILLIQUID
CAPITALSFB,,62161,,,,ILLIQUID
CAPTRUST,,16718,,,,ILLIQUID
CARBORUNIV,,366760,,,,ILLIQUID
CARERATING,,85103,,,,ILLIQUID
CARRARO,,286411,,,,ILLIQUID
CARYSIL,,200966,,,,ILLIQUID
CARTRADE,,865088,,,,ILLIQUID
CCAVENUE,,11444744,,,,ILLIQUID
CCCL,,233415,,,,ILLIQUID
CCHHL,,25805,,,,ILLIQUID
CDSL,,1914950,,,,ILLIQUID
CCL,,252921,,,,ILLIQUID
CEINSYS,,107732,,,,ILLIQUID
CELEBRITY,,29357,,,,ILLIQUID
CELLO,,317297,,,,ILLIQUID
CEMPRO,,862090,,,,ILLIQUID
CENTENKA,,131617,,,,ILLIQUID
CENTEXT,,114238,,,,ILLIQUID
CENTRUM,,271213,,,,ILLIQUID
CENTRALBK,,16110261,,,,ILLIQUID
CENTUM,,100507,,,,ILLIQUID
CENTURYPLY,,148582,,,,ILLIQUID
CEREBRAINT,,194641,,,,ILLIQUID
CERA,,24130,,,,ILLIQUID
CEWATER,,49932,,,,ILLIQUID
CESC,,3048333,,,,ILLIQUID
CGCL,,3362789,,,,ILLIQUID
CHALET,,142379,,,,ILLIQUID
CGPOWER,,4357646,,,,ILLIQUID
CHAMBLFERT,,1345748,,,,ILLIQUID
CHEMBOND,,25308,,,,ILLIQUID
CHEMBONDCH,,31764,,,,ILLIQUID
CHEMCON,,104544,,,,ILLIQUID
CHEMFAB,,11215,,,,ILLIQUID
CHEMPLASTS,,620050,,,,ILLIQUID
CHEVIOT,,5341,,,,ILLIQUID
CHENNPETRO,,888237,,,,ILLIQUID
CHOICEIN,,506057,,,,ILLIQUID
CHOLAHLDNG,,164312,,,,ILLIQUID
CHOLAFIN,,1499943,,,,ILLIQUID
CIFL,,202051,,,,ILLIQUID
CINELINE,,18897,,,,ILLIQUID
CINEVISTA,,24024,,,,ILLIQUID
CLEAN,,373155,,,,ILLIQUID
CIPLA,,2267644,,,,ILLIQUID
CLEANMAX,,259510,,,,ILLIQUID
CLEDUCATE,,64450,,,,ILLIQUID
CLSEL,,153240,,,,ILLIQUID
CMPDI,,7672169,,,,ILLIQUID
CMSINFO,,701419,,,,ILLIQUID
CNL,,15248,,,,ILLIQUID
COALINDIA,,22062355,,,,ILLIQUID
COASTCORP,,244998,,,,ILLIQUID
COFFEEDAY,,5587705,,,,ILLIQUID
COCHINSHIP,,1543007,,,,ILLIQUID
COCKERILL,,16539,,,,ILLIQUID
COFORGE,,5384944,,,,ILLIQUID
COHANCE,,2677648,,,,ILLIQUID
COLPAL,,425540,,,,ILLIQUID
COMPINFO,,22478,,,,ILLIQUID
COMPUSOFT,,19137,,,,ILLIQUID
COMSYN,,50635,,,,ILLIQUID
CONCORDBIO,,240180,,,,ILLIQUID
CONCOR,,1803987,,,,ILLIQUID
CONFIPET,,3475822,,,,ILLIQUID
CONS,,48556,,,,ILLIQUID
CONSOFINVT,,7083,,,,ILLIQUID
CONSUMER,,152781,,,,ILLIQUID
CONTROLPR,,25223,,,,ILLIQUID
CORALFINAC,,12099,,,,ILLIQUID
CORDSCABLE,,206471,,,,ILLIQUID
CORONA,,51623,,,,ILLIQUID
COSMOFIRST,,174433,,,,ILLIQUID
COUNCODOS,,30377,,,,ILLIQUID
CPCAP,,20103,,,,ILLIQUID
CPEDU,,6500,,,,ILLIQUID
CRAMC,,414223,,,,ILLIQUID
CREATIVEYE,,12492,,,,ILLIQUID
CREDITACC,,1039456,,,,ILLIQUID
CREST,,12500,,,,ILLIQUID
CRISIL,,47433,,,,ILLIQUID
CRIZAC,,395018,,,,ILLIQUID
CROMPTON,,4661214,,,,ILLIQUID
CROWN,,28525,,,,ILLIQUID
CTE,,11686,,,,ILLIQUID
CUB,,1943248,,,,ILLIQUID
CSLFINANCE,,25420,,,,ILLIQUID
CUBEXTUB,,224732,,,,ILLIQUID
CUMMINSIND,,542288,,,,ILLIQUID
CYBERMEDIA,,38858,,,,ILLIQUID
CYBERTECH,,140500,,,,ILLIQUID
CYIENTDLM,,243575,,,,ILLIQUID
CURAA,,1086,,,,ILLIQUID
DABUR,,2817995,,,,ILLIQUID
DALBHARAT,,415911,,,,ILLIQUID
DAMCAPITAL,,986594,,,,ILLIQUID
DAMODARIND,,10910,,,,ILLIQUID
DALMIASUG,,168263,,,,ILLIQUID
DAVANGERE,,25856055,,,,ILLIQUID
DATAMATICS,,186653,,,,ILLIQUID
DATAPATTNS,,968843,,,,ILLIQUID
DBEIL,,59987,,,,ILLIQUID
DBCORP,,202441,,,,ILLIQUID
DBL,,116745,,,,ILLIQUID
DBREALTY,,2989930,,,,ILLIQUID
DBOL,,52435,,,,ILLIQUID
DBSTOCKBRO,,25278,,,,ILLIQUID
DCAL,,961948,,,,ILLIQUID
DCBBANK,,1383800,,,,ILLIQUID
DCM,,17358,,,,ILLIQUID
DCMFINSERV,,12341,,,,ILLIQUID
DCMSIL,,84166,,,,ILLIQUID
DCMSHRIRAM,,79653,,,,ILLIQUID
DCMSRIND,,157877,,,,ILLIQUID
DCW,,1266104,,,,ILLIQUID
DCXINDIA,,1411458,,,,ILLIQUID
DDEVPLSTIK,,157708,,,,ILLIQUID
DECCANCE,,20530,,,,ILLIQUID
DEEDEV,,476712,,,,ILLIQUID
DEEPINDS,,463210,,,,ILLIQUID
DEEPAKFERT,,504921,,,,ILLIQUID
DELPHIFX,,305956,,,,ILLIQUID
DELTAMAGNT,,3765,,,,ILLIQUID
DEN,,454686,,,,ILLIQUID
DELHIVERY,,3079429,,,,ILLIQUID
DENTA,,176896,,,,ILLIQUID
DEVIT,,66608,,,,ILLIQUID
DEVX,,100911,,,,ILLIQUID
DGCONTENT,,11210,,,,ILLIQUID
DEVYANI,,1798196,,,,ILLIQUID
DHANBANK,,2711221,,,,ILLIQUID
DHAMPURSUG,,396430,,,,ILLIQUID
DHARMAJ,,80335,,,,ILLIQUID
DHRUV,,11002,,,,ILLIQUID
DIACABS,,8566302,,,,ILLIQUID
DIAMONDYD,,132351,,,,ILLIQUID
DICIND,,1891,,,,ILLIQUID
DIFFNKG,,126653,,,,ILLIQUID
DIGIDRIVE,,45255,,,,ILLIQUID
DIGISPICE,,61623,,,,ILLIQUID
DIGJAMLMTD,,7776,,,,ILLIQUID
DISHTV,,1913880,,,,ILLIQUID
DIVGIITTS,,64000,,,,ILLIQUID
DIXON,,671119,,,,ILLIQUID
DJML,,245613,,,,ILLIQUID
DLF,,3741640,,,,ILLIQUID
DMCC,,119856,,,,ILLIQUID
DNAMEDIA,,47331,,,,ILLIQUID
DODLA,,28359,,,,ILLIQUID
DOLATALGO,,243381,,,,ILLIQUID
DOLLAR,,135026,,,,ILLIQUID
DOMS,,51722,,,,ILLIQUID
DPABHUSHAN,,21059,,,,ILLIQUID
DPSCLTD,,158516,,,,ILLIQUID
DPWIRES,,25063,,,,ILLIQUID
DRCSYSTEMS,,69121,,,,ILLIQUID
DREAMFOLKS,,75904,,,,ILLIQUID
DREDGECORP,,935133,,,,ILLIQUID
DRREDDY,,2607057,,,,ILLIQUID
DSFCL,,101760,,,,ILLIQUID
DSSL,,292337,,,,ILLIQUID
DTIL,,6029,,,,ILLIQUID
DWARKESH,,1593986,,,,ILLIQUID
DYCL,,470261,,,,ILLIQUID
DYNAMATECH,,31706,,,,ILLIQUID
DYNPRO,,18574,,,,ILLIQUID
E2E,,155356,,,,ILLIQUID
ECAPINSURE,,55348,,,,ILLIQUID
EBGNG,,536579,,,,ILLIQUID
ECOSMOBLTY,,483239,,,,ILLIQUID
ECLERX,,397096,,,,ILLIQUID
EFCIL,,637654,,,,ILLIQUID
EDELWEISS,,3672664,,,,ILLIQUID
EICHERMOT,,529646,,,,ILLIQUID
EIEL,,2379916,,,,ILLIQUID
EIFFL,,39413,,,,ILLIQUID
EIHAHOTELS,,14752,,,,ILLIQUID
EIMCOELECO,,15664,,,,ILLIQUID
EIHOTEL,,171280,,,,ILLIQUID
EKC,,185993,,,,ILLIQUID
ELDEHSG,,1233,,,,ILLIQUID
ELECON,,904639,,,,ILLIQUID
ELECTHERM,,97924,,,,ILLIQUID
ELECTCAST,,3384644,,,,ILLIQUID
ELGIRUBCO,,46587,,,,ILLIQUID
ELGIEQUIP,,719946,,,,ILLIQUID
ELIN,,166454,,,,ILLIQUID
ELLEN,,502722,,,,ILLIQUID
ELPROINTL,,319739,,,,ILLIQUID
EMAMILTD,,454608,,,,ILLIQUID
EMAMIREAL,,23276,,,,ILLIQUID
EMCURE,,209077,,,,ILLIQUID
EMIL,,1319931,,,,ILLIQUID
EMKAY,,92773,,,,ILLIQUID
EMMBI,,22139,,,,ILLIQUID
EMMVEE,,4841638,,,,ILLIQUID
EMUDHRA,,116020,,,,ILLIQUID
EMULTIMQ,,45693,,,,ILLIQUID
ENDURANCE,,191135,,,,ILLIQUID
ENGINERSIN,,4672205,,,,ILLIQUID
ENRIN,,858317,,,,ILLIQUID
ENTERO,,188213,,,,ILLIQUID
EPACK,,1028461,,,,ILLIQUID
EPACKPEB,,681184,,,,ILLIQUID
EPIGRAL,,49046,,,,ILLIQUID
EQUITASBNK,,3166999,,,,ILLIQUID
EPL,,747418,,,,ILLIQUID
ERIS,,178760,,,,ILLIQUID
ESAFSFB,,1072114,,,,ILLIQUID
ESABINDIA,,6696,,,,ILLIQUID
ESCORTS,,211000,,,,ILLIQUID
ESSARSHPNG,,378802,,,,ILLIQUID
ESSENTIA,,5450221,,,,ILLIQUID
ETERNAL,,26467988,,,,ILLIQUID
ETHOSLTD,,29480,,,,ILLIQUID
EUREKAFORB,,240270,,,,ILLIQUID
EUROPRATIK,,426849,,,,ILLIQUID
EUROTEXIND,,6864,,,,ILLIQUID
EVEREADY,,85194,,,,ILLIQUID
EVINDIA,,328402,,,,ILLIQUID
EXCELINDUS,,12758,,,,ILLIQUID
EXCELSOFT,,1580717,,,,ILLIQUID
EXICOM,,4961221,,,,ILLIQUID
EXPLEOSOL,,173648,,,,ILLIQUID
EXIDEIND,,4560320,,,,ILLIQUID
EXXARO,,109678,,,,ILLIQUID
FABTECH,,162732,,,,ILLIQUID
FACT,,222165,,,,ILLIQUID
FAIRCHEMOR,,21889,,,,ILLIQUID
FAZE3Q,,22612,,,,ILLIQUID
FCSSOFT,,921003,,,,ILLIQUID
FDC,,495021,,,,ILLIQUID
FEDERALBNK,,19109888,,,,ILLIQUID
FEDFINA,,1211354,,,,ILLIQUID
FEL,,167986,,,,ILLIQUID
FELDVR,,2922,,,,ILLIQUID
FIBERWEB,,50967,,,,ILLIQUID
FIEMIND,,52373,,,,ILLIQUID
FILATEX,,928119,,,,ILLIQUID
FILATFASH,,30089042,,,,ILLIQUID
FINEORG,,11383,,,,ILLIQUID
FINCABLES,,748887,,,,ILLIQUID
FINOPB,,271251,,,,ILLIQUID
FINKURVE,,60444,,,,ILLIQUID
FINPIPE,,2033897,,,,ILLIQUID
FIVESTAR,,779912,,,,ILLIQUID
FLAIR,,194668,,,,ILLIQUID
FLUOROCHEM,,102070,,,,ILLIQUID
FLEXITUFF,,24976,,,,ILLIQUID
FLFL,,54570,,,,ILLIQUID
FMNL,,122059,,,,ILLIQUID
FOCUS,,107516,,,,ILLIQUID
FOODSIN,,88170,,,,ILLIQUID
FORTIS,,1302563,,,,ILLIQUID
FORCEMOT,,122936,,,,ILLIQUID
FRACTAL,,898989,,,,ILLIQUID
FOSECOIND,,12423,,,,ILLIQUID
FSL,,9162941,,,,ILLIQUID
FUSION,,579923,,,,ILLIQUID
GABRIEL,,305853,,,,ILLIQUID
GALAPREC,,42400,,,,ILLIQUID
GAEL,,1200752,,,,ILLIQUID
GALAXYSURF,,8606,,,,ILLIQUID
GAIL,,11241964,,,,ILLIQUID
GANDHAR,,1401183,,,,ILLIQUID
GANESHBE,,367759,,,,ILLIQUID
GANESHCP,,96401,,,,ILLIQUID
GANECOS,,270505,,,,ILLIQUID
GANGAFORGE,,450349,,,,ILLIQUID
GANGESSECU,,2111,,,,ILLIQUID
GARFIBRES,,94460,,,,ILLIQUID
GATECHDVR,,1348429,,,,ILLIQUID
GATEWAY,,965281,,,,ILLIQUID
GAYAPROJ,,513891,,,,ILLIQUID
GAYAHWS,,359432,,,,ILLIQUID
GCSL,,472580,,,,ILLIQUID
GEECEE,,22488,,,,ILLIQUID
GENCON,,224830,,,,ILLIQUID
GEEKAYWIRE,,98236,,,,ILLIQUID
GENESYS,,1590399,,,,ILLIQUID
GENUSPAPER,,67149,,,,ILLIQUID
GEOJITFSL,,532987,,,,ILLIQUID
GENUSPOWER,,720281,,,,ILLIQUID
GFLLIMITED,,61598,,,,ILLIQUID
GHCLTEXTIL,,601674,,,,ILLIQUID
GHCL,,278264,,,,ILLIQUID
GICHSGFIN,,100595,,,,ILLIQUID
GICL,,904034,,,,ILLIQUID
GILLANDERS,,15364,,,,ILLIQUID
GILLETTE,,37363,,,,ILLIQUID
GINNIFILA,,146341,,,,ILLIQUID
GKENERGY,,863675,,,,ILLIQUID
GIPCL,,504274,,,,ILLIQUID
GKWLIMITED,,539,,,,ILLIQUID
GLFL,,1217,,,,ILLIQUID
GLENMARK,,835220,,,,ILLIQUID
GLAXO,,103392,,,,ILLIQUID
GLOBALE,,5942,,,,ILLIQUID
GLOBAL,,147408,,,,ILLIQUID
GLOBALVECT,,8787,,,,ILLIQUID
GLOBE,,410471,,,,ILLIQUID
GLOBECIVIL,,33563,,,,ILLIQUID
GLOBUSSPR,,130300,,,,ILLIQUID
GLOSTERLTD,,6954,,,,ILLIQUID
GMDCLTD,,2651534,,,,ILLIQUID
GMBREW,,48020,,,,ILLIQUID
GMMPFAUDLR,,194979,,,,ILLIQUID
GMRP&UI,,2681270,,,,ILLIQUID
GNA,,109081,,,,ILLIQUID
GNFC,,895605,,,,ILLIQUID
GOACARBON,,39628,,,,ILLIQUID
GOCLCORP,,147282,,,,ILLIQUID
GOCOLORS,,1272217,,,,ILLIQUID
GODAVARIB,,216273,,,,ILLIQUID
GODFRYPHLP,,899877,,,,ILLIQUID
GODIGIT,,251458,,,,ILLIQUID
GODREJAGRO,,231165,,,,ILLIQUID
GODREJIND,,711343,,,,ILLIQUID
GODREJCP,,2328272,,,,ILLIQUID
GOKEX,,496224,,,,ILLIQUID
GOKUL,,146942,,,,ILLIQUID
GOKULAGRO,,736403,,,,ILLIQUID
GOODLUCK,,247949,,,,ILLIQUID
GOODYEAR,,8179,,,,ILLIQUID
GOPAL,,196760,,,,ILLIQUID
GOYALALUM,,78346,,,,ILLIQUID
GPPL,,1860132,,,,ILLIQUID
GPIL,,5036636,,,,ILLIQUID
GPTINFRA,,291502,,,,ILLIQUID
GRANULES,,1560101,,,,ILLIQUID
GRAPHITE,,1750204,,,,ILLIQUID
GRASIM,,1037839,,,,ILLIQUID
GRAVITA,,262085,,,,ILLIQUID
GREENLAM,,680791,,,,ILLIQUID
GREENPANEL,,244126,,,,ILLIQUID
GREENPOWER,,5626483,,,,ILLIQUID
GRINDWELL,,145859,,,,ILLIQUID
GRSE,,1347805,,,,ILLIQUID
GRPLTD,,3853,,,,ILLIQUID
GRWRHITECH,,183681,,,,ILLIQUID
GSLSU,,56599,,,,ILLIQUID
GSS,,29726,,,,ILLIQUID
GSPCROP,,241063,,,,ILLIQUID
GSFC,,841050,,,,ILLIQUID
GTECJAINX,,29040,,,,ILLIQUID
GTLINFRA,,99072505,,,,ILLIQUID
GTL,,258072,,,,ILLIQUID
GUFICBIO,,141766,,,,ILLIQUID
GUJALKALI,,168207,,,,ILLIQUID
GUJTHEM,,313282,,,,ILLIQUID
GULFOILLUB,,84733,,,,ILLIQUID
GULFPETRO,,95767,,,,ILLIQUID
GVKPIL,,832091,,,,ILLIQUID
GVPTECH,,52771,,,,ILLIQUID
GVPIL,,400347,,,,ILLIQUID
GULPOLY,,548608,,,,ILLIQUID
HAL,,1474279,,,,ILLIQUID
GVT&D,,885134,,,,ILLIQUID
HALDER,,2209,,,,ILLIQUID
HALEOSLABS,,3135,,,,ILLIQUID
HAPPYFORGE,,136841,,,,ILLIQUID
HARDWYN,,4440933,,,,ILLIQUID
HARRMALAYA,,16868,,,,ILLIQUID
HARIOMPIPE,,513098,,,,ILLIQUID
HATHWAY,,1962467,,,,ILLIQUID
HATSUN,,28035,,,,ILLIQUID
HAVISHA,,27868,,,,ILLIQUID
HAVELLS,,898917,,,,ILLIQUID
HAWKINCOOK,,1184,,,,ILLIQUID
HBLENGINE,,2048456,,,,ILLIQUID
HBSL,,3650,,,,ILLIQUID
HCC,,39165505,,,,ILLIQUID
HCG,,205990,,,,ILLIQUID
HCL-INSYS,,505687,,,,ILLIQUID
HCLTECH,,3624963,,,,ILLIQUID
HDBFS,,354293,,,,ILLIQUID
HDFCLIFE,,5974412,,,,ILLIQUID
HDFCAMC,,851720,,,,ILLIQUID
HDFCBANK,,39065484,,,,ILLIQUID
HEADSUP,,19391,,,,ILLIQUID
HDIL,,130663,,,,ILLIQUID
HECPROJECT,,15134,,,,ILLIQUID
HEIDELBERG,,119849,,,,ILLIQUID
HEROMOTOCO,,698252,,,,ILLIQUID
HEXATRADEX,,2208,,,,ILLIQUID
HERANBA,,50904,,,,ILLIQUID
HERITGFOOD,,330230,,,,ILLIQUID
HEXT,,771898,,,,ILLIQUID
HGINFRA,,185496,,,,ILLIQUID
HFCL,,74310662,,,,ILLIQUID
HGM,,20705,,,,ILLIQUID
HGS,,31699,,,,ILLIQUID
HILINFRA,,46082,,,,ILLIQUID
HIMATSEIDE,,1165971,,,,ILLIQUID
HINDALCO,,5577772,,,,ILLIQUID
HINDCON,,18218,,,,ILLIQUID
HINDCOMPOS,,8222,,,,ILLIQUID
HINDOILEXP,,1057125,,,,ILLIQUID
HINDPETRO,,8296282,,,,ILLIQUID
HINDWAREAP,,140559,,,,ILLIQUID
HINDUNILVR,,2104783,,,,ILLIQUID
HINDZINC,,5757631,,,,ILLIQUID
HIRECT,,307220,,,,ILLIQUID
HITECH,,825977,,,,ILLIQUID
HITECHCORP,,37656,,,,ILLIQUID
HLEGLAS,,351845,,,,ILLIQUID
HLVLTD,,272024,,,,ILLIQUID
HMAAGRO,,451759,,,,ILLIQUID
HNDFDS,,69595,,,,ILLIQUID
HMVL,,25985,,,,ILLIQUID
HOMEFIRST,,232678,,,,ILLIQUID
HPAL,,130995,,,,ILLIQUID
HPIL,,1926,,,,ILLIQUID
HONAUT,,20884,,,,ILLIQUID
HSCL,,9682937,,,,ILLIQUID
HUBTOWN,,773480,,,,ILLIQUID
HTMEDIA,,81970,,,,ILLIQUID
HYBRIDFIN,,11729,,,,ILLIQUID
HUDCO,,3869788,,,,ILLIQUID
HUHTAMAKI,,137308,,,,ILLIQUID
HYUNDAI,,2334766,,,,ILLIQUID
ICEMAKE,,68357,,,,ILLIQUID
ICDSLTD,,674,,,,ILLIQUID
ICICIAMC,,305666,,,,ILLIQUID
IBULLSLTD,,10050828,,,,ILLIQUID
ICICIBANK,,17509793,,,,ILLIQUID
ICICIGI,,657535,,,,ILLIQUID
ICICIPRULI,,1951857,,,,ILLIQUID
ICIL,,775281,,,,ILLIQUID
ICRA,,4945,,,,ILLIQUID
IDEA,,614232460,,,,ILLIQUID
IDBI,,6099599,,,,ILLIQUID
IDFCFIRSTB,,24910564,,,,ILLIQUID
IFBAGRO,,46789,,,,ILLIQUID
IEX,,4748150,,,,ILLIQUID
IFBIND,,300235,,,,ILLIQUID
IFCI,,35124965,,,,ILLIQUID
IGCL,,102200,,,,ILLIQUID
IGIL,,754760,,,,ILLIQUID
IGL,,4857827,,,,ILLIQUID
IIFL,,4113783,,,,ILLIQUID
IKIO,,170048,,,,ILLIQUID
IKS,,208717,,,,ILLIQUID
IITL,,96919,,,,ILLIQUID
IMAGICAA,,548035,,,,ILLIQUID
IMFA,,238415,,,,ILLIQUID
IMPEXFERRO,,27969,,,,ILLIQUID
IMPAL,,8897,,,,ILLIQUID
INCREDIBLE,,8708,,,,ILLIQUID
INDBANK,,32387,,,,ILLIQUID
INDGN,,224313,,,,ILLIQUID
INDHOTEL,,2690779,,,,ILLIQUID
INDIAGLYCO,,142791,,,,ILLIQUID
INDIANB,,3731051,,,,ILLIQUID
INDIASHLTR,,92286,,,,ILLIQUID
INDIANHUME,,86343,,,,ILLIQUID
INDIGOPNTS,,184384,,,,ILLIQUID
INDIQUBE,,61858,,,,ILLIQUID
INDOAMIN,,360104,,,,ILLIQUID
INDOBORAX,,250781,,,,ILLIQUID
INDOFARM,,156767,,,,ILLIQUID
