Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOLATILITY,VOL_ADJ_RS,Momentum,Sharpe,Institutional Score
CENTUM.NS,15.03,18.32,19.86,43.69,-4.83,0.5276,37.64,34.158,82.81,88.11
SEJALLTD.NS,1.98,-1.32,19.75,47.61,-17.77,0.5861,33.7,36.466,81.23,88.05
VALIANTLAB.NS,3.76,2.04,19.77,47.85,-16.01,0.5909,33.46,36.618,80.98,88.03
ASHAPURMIN.NS,9.16,11.65,21.34,46.53,-12.18,0.6149,34.7,36.454,75.67,88.0
SUPREMEPWR.NS,-1.6,-4.09,15.33,73.63,-16.93,0.6843,22.4,50.309999999999995,107.6,87.9
GREENCHEF.NS,7.71,9.68,20.13,47.19,-12.42,0.5981,33.66,36.366,78.9,87.89
KRISHANA.NS,5.53,2.48,13.92,52.23,-8.39,0.4257,32.7,36.906,122.69,87.88
CARYSIL.NS,0.91,21.3,26.53,31.8,-25.62,0.5086,52.16,29.692,62.52,87.84
DURLAX.NS,-2.73,15.64,17.11,48.37,-19.84,0.5197,32.92,35.866,93.07,87.81
INNOVACAP.NS,1.03,0.1,17.94,35.45,-16.91,0.3835,46.78,28.446,92.44,87.76
SGFIN.NS,-0.02,0.07,14.25,55.65,-14.27,0.4867,29.28,39.09,114.34,87.66
GUJTHEM.NS,3.39,3.48,27.85,36.8,-24.46,0.6323,44.05,33.22,58.2,87.62
SHOPERSTOP.NS,10.54,6.04,26.41,28.56,-15.87,0.4499,58.7,27.7,63.48,87.61
PREMEXPLN.NS,-6.33,26.19,35.32,30.44,-41.65,0.6094,57.96,32.391999999999996,49.95,87.55
SURYODAY.NS,5.1,-6.26,19.41,34.65,-14.31,0.4288,45.27,28.554,80.81,87.41
EMAMIREAL.NS,-1.21,-16.67,28.7,37.67,-29.91,0.6657,43.11,34.082,56.59,87.39
SCHNEIDER.NS,-10.87,-8.47,18.97,40.59,-29.84,0.5003,37.92,31.942000000000004,81.13,87.37
PARTYCRUS.NS,-0.3,3.76,24.68,31.93,-24.98,0.4958,49.78,29.029999999999998,64.4,87.37
OCCLLTD.NS,2.85,14.49,23.36,36.51,-20.51,0.5477,42.65,31.25,66.66,87.36
FMNL.NS,6.88,11.46,22.66,38.42,-15.78,0.5633,40.23,32.116,68.21,87.36
CORONA.NS,-5.37,2.26,24.75,35.87,-30.12,0.5698,43.44,31.421999999999997,62.95,87.35
CORDSCABLE.NS,-5.37,2.26,24.75,35.87,-30.12,0.5698,43.44,31.421999999999997,62.95,87.35
SUDEEPPHRM.NS,13.85,20.99,24.55,30.08,-10.7,0.4558,53.86,27.868,65.99,87.31
GOKULAGRO.NS,7.99,-2.0,16.3,45.95,-8.31,0.4901,33.26,34.09,93.76,87.29
HINDALCO.NS,7.86,14.84,15.68,34.39,-7.82,0.3211,48.83,26.906,107.1,87.27
TIPSMUSIC.NS,6.05,3.03,17.99,32.35,-11.94,0.3579,50.27,26.606,90.39,87.24
AIAENG.NS,17.93,18.88,19.85,27.44,-1.92,0.3345,59.34,24.404,82.03,87.17
ACMESOLAR.NS,13.09,16.07,13.08,50.92,0.01,0.4123,31.72,35.784,123.5,87.13
NAHARINDUS.NS,11.76,7.16,17.23,35.57,-5.47,0.3987,43.22,28.233999999999998,89.21,87.1
CEIGALL.NS,3.34,-4.53,16.63,30.38,-13.29,0.3144,52.89,24.88,96.63,87.03
NETWEB.NS,24.1,10.04,26.89,29.41,-2.79,0.5022,53.54,28.402,58.56,87.02
UNITEDPOLY.NS,3.3,6.29,18.58,48.7,-15.28,0.6178,30.07,36.652,78.83,87.02
TRUALT.NS,7.28,8.2,18.39,35.59,-11.11,0.4384,41.95,28.710000000000004,81.18,87.0
SJS.NS,5.1,4.32,25.96,26.09,-20.86,0.4257,60.98,26.038,61.29,86.94
GLOSTERLTD.NS,0.4,1.49,18.75,26.62,-18.35,0.3101,60.46,23.472,85.84,86.85
SHIGAN.NS,-7.72,9.06,34.53,35.5,-42.25,0.7693,44.88,35.112,46.15,86.74
VIVIANA.NS,13.62,18.43,17.61,55.64,-3.99,0.7053,24.97,40.428,78.89,86.73
GUFICBIO.NS,7.72,15.49,18.37,29.61,-10.65,0.3569,51.47,25.113999999999997,82.96,86.68
PATTECH.NS,1.44,3.39,37.8,19.92,-36.36,0.4295,88.01,27.072,46.38,86.68
THEMISMED.NS,9.16,3.74,23.11,33.62,-13.95,0.5415,42.68,29.415999999999997,62.09,86.56
VBL.NS,3.31,8.38,17.35,27.53,-14.04,0.3063,56.64,23.458000000000002,89.88,86.53
NUVAMA.NS,5.89,-0.29,16.38,35.39,-10.49,0.394,41.57,27.785999999999998,89.82,86.51
APTECHT.NS,-0.95,2.04,21.9,32.88,-22.85,0.5053,43.34,28.488,65.07,86.43
BODALCHEM.NS,-1.38,1.76,11.81,67.1,-13.19,0.5321,22.2,44.983999999999995,126.1,86.43
NEULANDLAB.NS,3.07,-2.46,14.44,41.11,-11.37,0.4193,34.44,30.442,98.04,86.4
GCSL.NS,6.45,9.74,31.87,21.32,-25.42,0.4191,76.04,25.54,50.87,86.4
GEMAROMA.NS,6.45,9.74,31.87,21.32,-25.42,0.4191,76.04,25.54,50.87,86.4
SHREEJISPG.NS,3.8,12.28,28.25,25.67,-24.45,0.4721,59.84,26.702,54.37,86.34
VETO.NS,11.89,10.74,19.21,28.06,-7.32,0.361,53.21,24.52,77.73,86.29
KONSTELEC.NS,29.2,13.17,20.97,40.5,8.23,0.6189,33.88,32.688,65.44,86.24
VIYASH.NS,-1.14,13.51,25.54,26.85,-26.68,0.4627,55.2,26.326,58.03,86.21
CRAFTSMAN.NS,5.98,3.68,21.39,28.25,-15.41,0.4191,51.04,25.506,67.41,86.18
SAMMAANCAP.NS,8.2,24.61,19.61,27.47,-11.41,0.3639,53.89,24.326,75.49,86.18
VISHNU.NS,7.8,11.03,13.48,35.87,-5.68,0.3283,41.06,26.913999999999998,109.26,86.03
ELECON.NS,-6.12,-3.77,26.17,29.48,-32.29,0.5366,48.77,28.156,54.94,86.01
MUKTAARTS.NS,2.76,11.91,38.39,26.25,-35.63,0.6371,60.26,31.106,41.2,85.95
AKIKO.NS,-5.7,-11.14,23.62,27.68,-29.32,0.4602,51.33,26.056,60.15,85.92
RHETAN.NS,5.06,14.97,22.37,25.01,-17.31,0.388,57.65,23.954,64.46,85.91
METROPOLIS.NS,6.71,-0.74,20.48,23.45,-13.77,0.3206,63.88,22.262,73.14,85.89
DCMNVL.NS,3.98,-0.38,28.79,26.51,-24.81,0.5229,55.06,27.422,50.7,85.88
MENONBE.NS,-2.4,4.32,17.65,31.84,-20.05,0.4047,43.61,26.163999999999998,78.68,85.88
ESSENTIA.NS,8.72,13.39,25.81,40.0,-17.09,0.75,34.41,34.324,53.33,85.83
PLAZACABLE.NS,3.72,-15.06,24.74,34.89,-21.02,0.6297,39.29,30.830000000000002,55.41,85.81
KESORAMIND.NS,-3.42,1.71,22.06,45.88,-25.48,0.766,28.8,36.352000000000004,59.9,85.79
STLNETWORK.NS,10.62,7.01,17.0,47.47,-6.38,0.6274,27.1,35.282,75.66,85.69
ADANIPORTS.NS,1.88,3.0,18.31,26.53,-16.43,0.3395,53.93,23.241999999999997,78.14,85.69
JOCIL.NS,16.59,12.04,29.4,22.01,-12.81,0.4406,66.73,24.966,49.95,85.65
GRINDWELL.NS,-1.37,5.22,22.79,20.35,-24.16,0.301,75.71,21.326,67.61,85.61
GTLINFRA.NS,9.83,4.21,19.25,41.23,-9.42,0.6094,31.59,32.437999999999995,67.66,85.59
NEOGEN.NS,5.05,4.86,23.57,31.88,-18.52,0.5618,41.95,28.556,56.75,85.51
ZEELEARN.NS,14.11,12.9,44.25,21.55,-30.14,0.5954,74.32,30.63,36.19,85.49
LIBAS.NS,7.48,6.68,12.66,38.29,-5.18,0.3466,36.53,28.038,110.47,85.46
JINDRILL.NS,-0.86,16.53,16.99,46.74,-17.85,0.6487,26.19,34.84,72.05,85.3
GALAPREC.NS,5.33,7.34,18.61,28.91,-13.28,0.4151,44.83,24.79,69.65,85.15
SBC.NS,-2.52,8.1,16.09,23.01,-18.61,0.2427,66.3,20.242,94.81,85.14
VINSYS.NS,17.79,21.35,22.84,29.76,-5.05,0.5218,43.77,26.992000000000004,57.03,85.1
ROSSTECH.NS,6.92,23.07,13.88,57.59,-6.96,0.6864,20.22,40.106,83.9,85.07
CARBORUNIV.NS,-0.67,0.19,13.22,33.68,-13.89,0.3378,39.14,25.496,99.7,85.06
SHYAMMETL.NS,5.29,15.14,18.78,23.36,-13.49,0.3123,60.13,21.528,74.8,85.01
ATALREAL.NS,-0.43,3.61,20.37,23.22,-20.8,0.3473,58.65,22.08,66.86,84.94
VMART.NS,7.21,6.64,16.53,33.62,-9.32,0.4405,37.53,26.784,76.32,84.94
LAXMIINDIA.NS,-2.08,11.5,25.6,31.52,-27.68,0.6307,40.59,29.152,49.98,84.93
LAXMIDENTL.NS,-2.08,11.5,25.6,31.52,-27.68,0.6307,40.59,29.152,49.98,84.93
MONARCH.NS,5.6,12.44,16.41,29.44,-10.81,0.3812,43.05,24.228,77.23,84.82
GHCLTEXTIL.NS,6.74,10.75,14.21,37.52,-7.47,0.4333,32.79,28.196,86.59,84.81
RADICO.NS,-0.22,0.3,12.3,39.66,-12.52,0.3922,31.36,28.715999999999998,101.12,84.76
PLASTIBLEN.NS,1.32,3.01,18.39,27.87,-17.07,0.4069,45.2,24.078000000000003,68.49,84.75
TBZ.NS,35.08,27.3,24.21,30.87,10.87,0.5943,40.74,28.206,51.94,84.71
MINDACORP.NS,9.93,20.64,22.39,21.36,-12.46,0.3526,63.5,21.772,60.58,84.69
RUBFILA.NS,1.6,8.83,15.34,28.43,-13.74,0.3439,44.61,23.194,82.67,84.68
RVTH.NS,-4.7,8.13,23.5,30.01,-28.2,0.5587,42.06,27.406,53.71,84.67
SUMICHEM.NS,4.31,6.08,14.37,30.4,-10.06,0.3496,41.1,23.988,86.96,84.63
GTECJAINX.NS,34.49,23.17,28.73,34.68,5.76,0.7765,37.0,32.3,44.66,84.62
KTKBANK.NS,2.77,6.97,11.77,40.25,-9.0,0.377,31.22,28.857999999999997,106.76,84.61
CGCL.NS,7.34,5.38,13.07,33.33,-5.73,0.349,37.45,25.226,95.5,84.55
GIPCL.NS,12.2,14.47,15.2,30.26,-3.0,0.378,40.21,24.235999999999997,80.05,84.45
ALKYLAMINE.NS,1.33,6.49,24.67,24.83,-23.34,0.484,50.97,24.766,51.3,84.43
JETFREIGHT.NS,7.63,13.0,23.2,24.4,-15.57,0.4467,51.94,23.919999999999998,54.62,84.4
ANGELONE.NS,0.93,9.25,9.89,58.25,-8.96,0.487,20.31,38.906,119.61,84.32
AKSHOPTFBR.NS,8.8,-10.27,16.68,40.73,-7.88,0.6067,27.49,31.11,67.13,84.12
CUMMINSIND.NS,9.57,11.56,16.24,26.13,-6.67,0.3408,47.65,22.174,76.67,84.07
CURAA.NS,9.57,11.56,16.24,26.13,-6.67,0.3408,47.65,22.174,76.67,84.07
IKS.NS,3.42,-3.02,15.18,29.74,-11.76,0.3786,40.1,23.915999999999997,78.55,84.06
SANWARIA.NS,7.26,6.29,24.22,22.59,-16.96,0.4422,54.77,23.242,51.09,84.04
STALLION.NS,4.04,19.03,15.89,50.0,-11.85,0.7363,21.58,36.356,67.91,84.01
DATAPATTNS.NS,-0.38,-2.37,18.34,33.18,-18.72,0.5273,34.78,27.244,62.92,84.01
FSL.NS,-1.55,4.79,16.87,35.64,-18.42,0.5296,31.85,28.132,67.3,83.99
STOVEKRAFT.NS,14.13,12.97,15.71,35.91,-1.58,0.4982,31.53,27.83,72.08,83.88
MAHICKRA.NS,3.64,-1.53,10.38,49.5,-6.74,0.4503,23.05,33.852,109.93,83.84
GVT&D.NS,0.37,7.14,17.36,30.42,-16.99,0.4692,37.0,25.195999999999998,64.83,83.8
NAHARSPING.NS,5.0,1.39,12.17,41.26,-7.17,0.453,26.87,29.623999999999995,91.08,83.79
COHANCE.NS,0.7,-9.39,13.63,48.03,-12.93,0.6133,22.22,34.269999999999996,78.31,83.75
GLOTTIS.NS,-5.71,5.74,14.77,42.35,-20.48,0.5843,25.28,31.318,72.48,83.74
KIOCL.NS,2.66,0.98,15.81,28.75,-13.15,0.3958,39.94,23.574,72.64,83.72
KINGFA.NS,2.66,0.98,15.81,28.75,-13.15,0.3958,39.94,23.574,72.64,83.72
EUROTEXIND.NS,-3.7,-5.76,16.6,37.85,-20.3,0.5826,28.49,29.35,64.97,83.72
SVPGLOB.NS,-1.42,-12.8,13.89,42.6,-15.31,0.552,25.16,31.116,77.17,83.68
WABAG.NS,8.4,6.76,14.86,30.51,-6.46,0.4,37.15,24.25,76.28,83.6
MANINFRA.NS,4.93,-10.16,27.12,19.61,-22.19,0.4299,63.08,22.614,45.62,83.59
CHEMCON.NS,1.31,12.47,20.99,24.12,-19.68,0.4317,48.62,22.868,55.87,83.57
PSPPROJECT.NS,11.76,4.59,20.52,24.67,-8.76,0.4344,47.24,23.009999999999998,56.79,83.55
BBTCL.NS,18.75,13.58,13.11,35.01,5.64,0.415,31.59,26.249999999999996,84.36,83.54
CAPLIPOINT.NS,-2.6,8.22,15.81,24.72,-18.41,0.3226,49.01,21.156,76.63,83.51
GAYAPROJ.NS,18.2,6.46,6.29,72.01,11.91,0.3465,18.15,45.722,207.82,83.46
INDOAMIN.NS,1.86,9.85,17.05,29.6,-15.19,0.4647,36.69,24.580000000000002,63.7,83.31
KILITCH.NS,-2.14,13.75,35.96,17.38,-38.1,0.4962,72.47,24.811999999999998,35.03,83.26
GRASIM.NS,-0.23,5.08,17.87,18.41,-18.1,0.2495,71.62,18.194,73.79,83.26
GPTHEALTH.NS,9.4,6.03,12.34,26.42,-2.94,0.266,46.39,20.788,99.32,83.24
AMAGI.NS,8.21,5.07,24.03,20.0,-15.82,0.4026,59.69,21.612000000000002,49.68,83.16
CYBERTECH.NS,0.33,2.5,14.89,36.89,-14.56,0.5358,27.79,28.09,68.85,82.94
GPECO.NS,6.57,24.72,23.44,30.09,-16.87,0.6533,35.88,27.43,46.06,82.83
ASPIRE.NS,9.69,-4.95,17.48,32.26,-7.79,0.5451,32.07,26.348,59.18,82.81
KHANDSE.NS,12.62,14.1,24.69,23.32,-12.07,0.5175,47.71,23.868000000000002,45.06,82.77
IFBIND.NS,26.07,9.59,20.43,26.64,5.64,0.5182,39.42,24.156,51.41,82.7
VIPCLOTHNG.NS,0.57,19.19,16.32,38.43,-15.75,0.6522,25.02,29.586,58.92,82.53
VIPULLTD.NS,0.57,19.19,16.32,38.43,-15.75,0.6522,25.02,29.586,58.92,82.53
STAR.NS,-7.82,-6.13,10.95,34.74,-18.77,0.3724,29.4,25.224,93.29,82.43
IFCI.NS,17.41,14.01,20.07,26.64,-2.66,0.5243,38.28,24.012,50.81,82.28
TEAMLEASE.NS,1.72,3.98,16.04,21.87,-14.32,0.3175,50.52,19.538,68.88,82.27
BANDHANBNK.NS,6.64,3.45,22.01,20.93,-15.37,0.4255,51.73,21.362000000000002,49.19,82.19
COMMITTED.NS,1.62,-1.09,10.93,41.24,-9.31,0.4834,22.61,29.116,85.31,82.17
SOTL.NS,2.63,-1.69,20.96,20.34,-18.33,0.3899,53.76,20.588,52.17,82.16
BALRAMCHIN.NS,4.21,4.76,15.81,23.65,-11.6,0.35,45.17,20.514,67.57,82.15
PIRAMALFIN.NS,1.43,-0.6,19.21,18.76,-17.78,0.3216,59.73,18.94,58.33,82.14
RISHABH.NS,-3.23,5.15,16.28,33.49,-19.51,0.5636,28.89,26.606,59.42,82.13
SAILIFE.NS,-2.11,1.29,20.13,20.81,-22.24,0.3836,52.48,20.537999999999997,54.25,82.13
EXPLEOSOL.NS,2.49,4.66,12.81,28.94,-10.32,0.3659,35.01,22.488,79.09,82.05
IMPEXFERRO.NS,10.84,19.66,16.14,25.01,-5.3,0.3959,40.77,21.462,63.17,82.01
INDSWFTLAB.NS,27.23,20.3,29.25,21.24,-2.02,0.5898,49.59,24.444,36.01,81.95
NAVINFLUOR.NS,-2.34,1.9,17.26,21.77,-19.6,0.3559,48.5,19.966,61.17,81.93
ZYDUSLIFE.NS,-3.85,0.04,12.42,30.31,-16.27,0.3811,32.59,23.154,79.53,81.88
ZYDUSWELL.NS,-3.85,0.04,12.42,30.31,-16.27,0.3811,32.59,23.154,79.53,81.88
ZUARI.NS,-3.85,0.04,12.42,30.31,-16.27,0.3811,32.59,23.154,79.53,81.88
ZUARIIND.NS,-3.85,0.04,12.42,30.31,-16.27,0.3811,32.59,23.154,79.53,81.88
ZTECH.NS,-3.85,0.04,12.42,30.31,-16.27,0.3811,32.59,23.154,79.53,81.88
PNBHOUSING.NS,-5.55,-5.28,12.49,30.25,-18.04,0.3828,32.63,23.146,79.02,81.83
TITAGARH.NS,1.88,3.04,15.93,26.71,-14.05,0.4337,36.73,22.398,61.59,81.81
USHAMART.NS,6.14,4.36,13.58,25.96,-7.44,0.347,39.14,21.008000000000003,74.81,81.74
UTKARSHBNK.NS,6.14,4.36,13.58,25.96,-7.44,0.347,39.14,21.008000000000003,74.81,81.74
SANGAMIND.NS,4.6,4.14,18.54,20.57,-13.94,0.3618,51.24,19.758000000000003,56.85,81.58
HCG.NS,-0.46,4.14,17.04,19.58,-17.5,0.3156,53.99,18.564,62.04,81.57
ACEINTEG.NS,9.3,7.2,21.09,27.27,-11.79,0.6005,35.12,24.798,45.41,81.52
SEAMECLTD.NS,3.31,10.24,9.79,34.15,-6.48,0.3552,27.56,24.406,96.14,81.5
BIOCON.NS,-0.97,8.09,20.52,14.47,-21.49,0.2662,77.08,16.89,54.36,81.5
ARROWGREEN.NS,29.73,-1.26,8.93,53.61,20.8,0.5809,15.37,35.738,92.29,81.47
SAHYADRI.NS,-4.99,-13.25,19.95,21.23,-24.94,0.4168,47.86,20.718,50.94,81.46
MIDHANI.NS,1.38,2.84,15.81,28.14,-14.43,0.4802,32.92,23.208000000000002,58.6,81.34
MILTON.NS,1.38,2.84,15.81,28.14,-14.43,0.4802,32.92,23.208000000000002,58.6,81.34
NGLFINE.NS,-4.32,18.92,24.49,24.54,-28.81,0.621,39.44,24.519999999999996,39.52,81.31
VINYAS.NS,18.05,13.18,14.44,29.93,3.61,0.4718,30.61,23.733999999999998,63.44,81.28
HALEOSLABS.NS,-10.03,-7.26,17.25,24.45,-27.28,0.4409,39.12,21.57,55.45,81.27
WELSPUNLIV.NS,6.9,7.91,19.73,23.87,-12.83,0.4925,40.06,22.214000000000002,48.47,81.18
VELS.NS,1.44,3.39,7.57,49.06,-6.13,0.4362,17.35,32.464,112.47,81.15
TERASOFT.NS,24.88,23.06,20.46,24.64,4.42,0.5391,37.95,22.968,45.71,81.06
SMARTLINK.NS,4.1,3.3,13.44,34.06,-9.34,0.531,25.31,25.812,64.14,81.01
BAFNAPH.NS,10.22,9.54,8.8,47.78,1.42,0.519,16.96,32.188,92.06,80.97
SOUTHWEST.NS,10.71,21.42,7.48,56.28,3.23,0.5646,13.25,36.76,99.68,80.96
LALPATHLAB.NS,-0.34,-3.47,16.33,20.46,-16.67,0.3402,48.0,18.808,60.14,80.95
UNIVASTU.NS,9.84,8.4,16.26,24.13,-6.42,0.417,38.99,20.982,57.87,80.91
YASHOPTICS.NS,-0.09,5.61,13.92,28.69,-14.01,0.4467,31.16,22.782,64.23,80.86
YESBANK.NS,4.49,1.68,16.9,17.77,-12.41,0.2993,56.47,17.421999999999997,59.37,80.86
POLYCAB.NS,3.1,5.93,20.01,17.91,-16.91,0.356,56.21,18.75,50.31,80.84
CHEMBONDCH.NS,-6.44,1.21,19.05,32.23,-25.49,0.6931,27.49,26.958,46.5,80.83
ASTEC.NS,9.28,17.44,14.72,38.21,-5.44,0.6729,21.88,28.814,56.78,80.8
DCM.NS,-0.24,5.34,23.61,18.44,-23.85,0.4373,53.99,20.508000000000003,42.17,80.76
AVANTEL.NS,4.51,6.91,13.44,31.12,-8.93,0.4873,27.58,24.048000000000002,63.86,80.72
AEQUS.NS,-12.04,-0.73,12.37,40.44,-24.41,0.621,19.92,29.212,65.12,80.68
SVLL.NS,21.9,26.83,15.09,27.82,6.81,0.4753,31.75,22.728,58.53,80.63
FIDEL.NS,4.17,-13.97,19.93,30.28,-15.76,0.6839,29.14,26.14,44.28,80.56
RPGLIFE.NS,0.54,-6.99,13.42,26.65,-12.88,0.3986,33.67,21.357999999999997,66.86,80.55
NITCO.NS,3.2,-6.13,11.48,39.74,-8.28,0.5639,20.36,28.436,70.47,80.55
NITTAGELA.NS,3.2,-6.13,11.48,39.74,-8.28,0.5639,20.36,28.436,70.47,80.55
DJML.NS,9.65,10.54,18.27,25.13,-8.62,0.5081,35.96,22.386,49.46,80.54
MAYURUNIQ.NS,5.2,11.58,20.15,19.82,-14.95,0.421,47.86,19.951999999999998,47.08,80.5
MAXESTATES.NS,5.2,11.58,20.15,19.82,-14.95,0.421,47.86,19.951999999999998,47.08,80.5
MAZDA.NS,13.07,11.78,15.22,26.73,-2.15,0.4621,32.94,22.126,57.84,80.5
JGCHEM.NS,7.36,6.2,16.24,26.44,-8.88,0.4871,33.34,22.36,54.28,80.44
MANORG.NS,-6.54,-14.22,13.67,36.21,-20.21,0.6093,22.44,27.194,59.43,80.44
DCMFINSERV.NS,17.28,23.12,12.14,45.32,5.14,0.7109,17.08,32.048,63.75,80.43
VISAKAIND.NS,-1.69,-5.93,13.24,25.04,-14.93,0.3621,36.56,20.32,69.15,80.41
SERVOTECH.NS,2.76,0.6,15.74,35.84,-12.98,0.6817,23.09,27.8,52.57,80.38
MANAPPURAM.NS,-2.5,3.01,19.84,17.63,-22.34,0.3632,54.63,18.514,48.54,80.3
DAMODARIND.NS,3.57,1.84,13.97,30.52,-10.4,0.5138,27.19,23.9,59.4,80.28
ACCENTMIC.NS,6.61,0.9,8.8,42.54,-2.19,0.4861,18.1,29.043999999999997,87.51,80.28
SALSTEEL.NS,9.82,7.91,10.15,37.63,-0.33,0.4728,21.47,26.637999999999998,79.59,80.28
VENUSPIPES.NS,0.51,5.88,11.69,34.06,-11.18,0.4892,23.9,25.112000000000002,69.62,80.24
ARTEMISMED.NS,-4.85,-3.43,18.45,19.64,-23.3,0.3885,47.49,19.164,50.55,80.22
BALPHARMA.NS,0.66,2.14,15.5,24.07,-14.84,0.4192,36.98,20.642,57.42,80.17
MTEDUCARE.NS,4.24,3.3,14.85,28.21,-10.61,0.494,30.06,22.866,57.11,80.15
CHOLAFIN.NS,13.46,10.21,13.73,28.36,-0.27,0.4653,29.51,22.508,60.95,80.12
CHENNPETRO.NS,13.46,10.21,13.73,28.36,-0.27,0.4653,29.51,22.508,60.95,80.12
ISFT.NS,4.39,7.5,12.83,29.5,-8.44,0.4604,27.87,22.832,64.07,80.02
LLOYDSENT.NS,-2.71,-3.81,10.84,42.35,-13.55,0.6209,17.46,29.746000000000002,68.21,79.99
RPPL.NS,16.5,4.06,18.86,20.81,-2.36,0.4349,43.37,20.03,47.85,79.97
LRRPL.NS,-9.76,8.95,7.99,41.79,-17.75,0.4387,18.21,28.27,95.26,79.96
CYBERMEDIA.NS,2.85,-0.72,16.68,30.76,-13.83,0.6359,26.23,25.128,48.37,79.95
PREMIERENE.NS,8.83,5.83,5.08,53.76,3.75,0.3875,13.11,34.288,138.74,79.94
HARIOMPIPE.NS,-1.32,22.08,30.78,16.03,-32.1,0.5593,55.03,21.93,28.66,79.89
HEXT.NS,8.91,8.77,14.96,24.28,-6.05,0.4217,35.48,20.552,57.58,79.79
IFGLEXPOR.NS,17.74,12.31,16.39,27.04,1.35,0.5357,30.6,22.78,50.48,79.75
NMDC.NS,9.06,12.32,11.03,26.08,-1.97,0.3341,33.01,20.06,78.06,79.59
PTCIL.NS,19.73,13.24,25.79,13.86,-6.06,0.384,67.16,18.631999999999998,36.09,79.46
TANLA.NS,5.77,-0.58,15.04,28.37,-9.27,0.5401,27.85,23.037999999999997,52.53,79.43
FAZE3Q.NS,11.82,27.09,19.32,29.67,-7.5,0.7142,27.05,25.53,41.54,79.42
AMNPLST.NS,-1.3,8.95,15.59,29.26,-16.89,0.5772,27.01,23.792,50.69,79.42
HINDOILEXP.NS,5.58,3.85,10.74,38.5,-5.16,0.5648,19.02,27.395999999999997,68.17,79.41
BERGEPAINT.NS,3.37,4.73,12.86,19.88,-9.49,0.2935,43.82,17.072,67.73,79.41
TINNARUBR.NS,6.92,3.09,16.91,24.09,-9.99,0.5001,33.81,21.218,48.17,79.33
MAHASTEEL.NS,11.5,16.57,9.16,34.4,2.34,0.4256,21.52,24.304,80.83,79.29
ONEPOINT.NS,-1.78,-2.0,8.8,33.8,-10.58,0.3972,22.16,23.799999999999997,85.1,79.28
RAINBOW.NS,1.26,4.65,10.97,20.39,-9.71,0.2549,43.04,16.622,79.99,79.24
FOCUS.NS,3.46,2.33,10.3,38.38,-6.84,0.5529,18.63,27.148000000000003,69.42,79.17
AFIL.NS,7.71,13.38,6.37,51.94,1.34,0.5409,11.78,33.711999999999996,96.03,79.17
ASAHISONG.NS,14.39,3.48,18.0,25.34,-3.61,0.5671,31.74,22.404,44.68,79.16
VADILALIND.NS,26.14,21.44,21.75,16.79,4.39,0.4192,51.88,18.774,40.05,79.15
XPROINDIA.NS,4.63,2.21,10.56,35.69,-5.93,0.5214,20.25,25.637999999999998,68.45,79.1
AZAD.NS,6.13,-0.84,21.33,20.4,-15.2,0.5204,40.99,20.772,39.2,79.1
AYMSYNTEX.NS,6.13,-0.84,21.33,20.4,-15.2,0.5204,40.99,20.772,39.2,79.1
JSWENERGY.NS,5.73,4.86,10.93,26.51,-5.2,0.3526,31.0,20.278,75.18,79.09
DHTL.NS,-3.63,13.59,25.34,16.75,-28.97,0.4915,51.56,20.186,34.08,79.08
KDDL.NS,2.11,19.61,19.34,22.75,-17.23,0.5355,36.12,21.386000000000003,42.48,79.07
MEGASTAR.NS,5.63,0.39,7.1,41.64,-1.47,0.4317,16.45,27.823999999999998,96.46,79.06
GREAVESCOT.NS,5.85,1.68,14.1,24.46,-8.25,0.4262,33.08,20.316000000000003,57.39,79.06
MANAKALUCO.NS,4.11,1.41,17.94,35.58,-13.83,0.8524,21.05,28.524,41.74,79.02
PARAGON.NS,10.95,15.32,27.78,19.65,-16.83,0.6945,40.0,22.902,28.29,79.0
VIVO.NS,1.44,11.28,11.38,17.36,-9.94,0.2148,52.98,14.968,80.82,78.94
SOLARA.NS,0.56,4.9,13.17,26.34,-12.61,0.4469,29.47,21.072,58.94,78.9
SUNDRMBRAK.NS,-4.84,10.55,17.88,24.72,-22.72,0.5574,32.08,21.983999999999998,44.35,78.86
AMDIND.NS,9.68,4.98,13.12,29.07,-3.44,0.5126,25.6,22.69,56.71,78.74
RML.NS,-0.1,4.57,22.3,15.5,-22.4,0.403,55.33,18.22,38.46,78.74
PANAMAPET.NS,-4.26,7.42,18.04,19.46,-22.3,0.4308,41.88,18.892,45.17,78.68
JAYBARMARU.NS,1.35,31.95,26.03,20.16,-24.68,0.6807,38.24,22.508000000000003,29.62,78.64
SWANDEF.NS,8.69,7.48,11.44,28.7,-2.75,0.4404,25.98,21.796,65.17,78.62
WSTCSTPAPR.NS,6.89,1.28,8.93,32.26,-2.04,0.4023,22.2,22.927999999999997,80.19,78.62
JAGSNPHARM.NS,0.47,-2.52,9.11,28.37,-8.64,0.3396,26.83,20.665999999999997,83.54,78.6
APARINDS.NS,5.69,1.78,16.41,23.6,-10.72,0.5016,32.72,20.724,47.05,78.53
JUBLPHARMA.NS,-0.63,-0.58,11.35,21.05,-11.98,0.2935,38.67,17.17,71.72,78.46
TECHM.NS,13.42,10.72,9.17,25.64,4.25,0.3067,29.9,19.052,83.6,78.36
