DATE,CLOSE,MA50,MA200,TREND_STRENGTH_PCT,VOLATILITY,VOL_REGIME,BREADTH_SCORE,MOMENTUM_1M,MOMENTUM_3M,MOMENTUM_6M,TREND_COMPONENT,BREADTH_COMPONENT,MOMENTUM_COMPONENT,VOLATILITY_COMPONENT,MOMENTUM_SCORE,CURRENT_DRAWDOWN,LIQUIDITY_RATIO,LIQUIDITY_REGIME,MARKET_SCORE,MARKET_REGIME,RISK_REGIME
2026-06-05,23366.7,23685.32,24954.88,-5.09,0.1253,LOW_VOL,42.27,-3.95,-6.03,-10.82,-10.17,10.57,-6.63,8.74,-6.63,-11.25,0.82,NORMAL,38.97,SIDEWAYS,NEUTRAL
