MARKET_REGIME,TREND_REGIME,VOLATILITY_REGIME,NIFTY_CLOSE,MA_50,MA_200,ANNUALIZED_VOL,MARKET_SCORE
NEUTRAL,BEARISH,LOW_VOL,23862.8,23688.94,24985.71,0.1259,-20
