INITIAL_CAPITAL,EXPECTED_FINAL_VALUE,MEDIAN_FINAL_VALUE,BEST_CASE,WORST_CASE,PERCENTILE_5,PERCENTILE_95,EXPECTED_CAGR,EXPECTED_MAX_DRAWDOWN,WORST_DRAWDOWN,PROBABILITY_OF_PROFIT
100000,1578708.35,1502461.79,4507426.04,485582.77,880450.36,2530313.83,1478.71,-8.24,-23.93,100.0
