Symbol,MULTI_FACTOR_SCORE,ENTRY_SCORE,EXPECTED_RETURN_30D,CONVICTION,CONVICTION_SCORE,CONVICTION_RANK
ANNAPURNA,20.42,0.0,5.63,LOW,17.82,2450
WINNY,19.52,0.0,5.84,LOW,17.82,2451
MARINETRAN,18.82,0.0,6.0,LOW,17.81,2452
COROMANDEL,19.58,0.0,5.81,LOW,17.79,2453
CANFINHOME,18.6,0.0,6.02,LOW,17.76,2454
RAMASTEEL,18.93,0.0,5.89,LOW,17.67,2455
MANOMAY,19.49,0.0,5.75,LOW,17.65,2456
REMSONSIND,18.65,0.0,5.94,LOW,17.64,2457
PGHH,18.11,0.0,6.06,LOW,17.63,2458
GODREJCP,18.67,0.0,5.92,LOW,17.62,2459
IOC,18.63,0.0,5.92,LOW,17.6,2460
ALUWIND,19.64,0.0,5.67,LOW,17.58,2461
UCOBANK,17.92,0.0,6.07,LOW,17.57,2462
SYNOPTICS,19.0,0.0,5.8,LOW,17.54,2463
AGARIND,18.76,0.0,5.85,LOW,17.53,2464
YATRA,19.45,0.0,5.68,LOW,17.52,2465
TCIFINANCE,18.64,0.0,5.86,LOW,17.5,2466
CSLFINANCE,17.87,0.0,6.04,LOW,17.5,2467
UBL,18.75,0.0,5.83,LOW,17.49,2468
URAVIDEF,19.09,0.0,5.73,LOW,17.46,2469
APLAPOLLO,19.07,0.0,5.73,LOW,17.45,2470
SHRIRAMFIN,18.23,0.0,5.92,LOW,17.44,2471
TRUST,19.76,0.0,5.55,LOW,17.42,2472
SHARDACROP,19.16,0.0,5.69,LOW,17.42,2473
RAMCOCEM,18.94,0.0,5.74,LOW,17.42,2474
KCEIL,19.99,0.0,5.48,LOW,17.39,2475
TECILCHEM,18.15,0.0,5.91,LOW,17.39,2476
JYOTHYLAB,18.72,0.0,5.77,LOW,17.38,2477
JSWHL,18.21,0.0,5.89,LOW,17.38,2478
PAVNAIND,18.76,0.0,5.75,LOW,17.36,2479
HDFCBANK,17.34,0.0,6.04,LOW,17.29,2480
AARON,19.05,0.0,5.62,LOW,17.25,2481
VOLTAS,18.48,0.0,5.75,LOW,17.25,2482
EFACTOR,18.53,0.0,5.72,LOW,17.22,2483
EASEMYTRIP,17.76,0.0,5.88,LOW,17.18,2484
TAKE,20.62,0.0,5.18,LOW,17.13,2485
TTL,18.45,0.0,5.69,LOW,17.13,2486
JKTYRE,17.88,0.0,5.81,LOW,17.11,2487
EFCIL,17.87,0.0,5.81,LOW,17.11,2488
BCONCEPTS,18.93,0.0,5.56,LOW,17.1,2489
JYOTICNC,18.55,0.0,5.63,LOW,17.07,2490
UNIECOM,17.96,0.0,5.76,LOW,17.06,2491
DPABHUSHAN,18.03,0.0,5.74,LOW,17.05,2492
RKEC,19.23,0.0,5.45,LOW,17.03,2493
RVNL,18.92,0.0,5.52,LOW,17.03,2494
BALAJITELE,16.74,0.0,6.03,LOW,17.03,2495
SUNTV,18.3,0.0,5.65,LOW,17.01,2496
HIMATSEIDE,18.17,0.0,5.68,LOW,17.01,2497
HDIL,18.27,0.0,5.64,LOW,16.98,2498
CEREBRAINT,19.94,0.0,5.24,LOW,16.96,2499
ARSHIYA,18.45,0.0,5.59,LOW,16.96,2500
YUDIZ,18.23,0.0,5.63,LOW,16.94,2501
OWAIS,18.87,0.0,5.47,LOW,16.93,2502
COOLCAPS,19.14,0.0,5.39,LOW,16.9,2503
SPRL,18.62,0.0,5.5,LOW,16.88,2504
SBIN,17.04,0.0,5.83,LOW,16.81,2505
SHANTHALA,17.99,0.0,5.57,LOW,16.74,2506
ALMONDZ,17.5,0.0,5.67,LOW,16.72,2507
DABUR,16.11,0.0,5.96,LOW,16.66,2508
SWARAJ,18.38,0.0,5.4,LOW,16.61,2509
MHRIL,17.82,0.0,5.51,LOW,16.57,2510
SHUBHLAXMI,18.24,0.0,5.4,LOW,16.55,2511
BEWLTD,18.85,0.0,5.25,LOW,16.54,2512
AVROIND,17.54,0.0,5.54,LOW,16.51,2513
TMCV,17.28,0.0,5.6,LOW,16.51,2514
MOTISONS,17.7,0.0,5.49,LOW,16.49,2515
SONUINFRA,18.03,0.0,5.36,LOW,16.4,2516
CIFL,16.64,0.0,5.68,LOW,16.39,2517
SHREEOSFM,18.58,0.0,5.22,LOW,16.38,2518
BLUEPEBBLE,18.5,0.0,5.23,LOW,16.37,2519
SBICARD,16.39,0.0,5.7,LOW,16.33,2520
FORCEMOT,17.22,0.0,5.49,LOW,16.3,2521
WALPAR,17.9,0.0,5.3,LOW,16.25,2522
SUNDARMFIN,16.39,0.0,5.64,LOW,16.22,2523
TRANSWIND,17.81,0.0,5.27,LOW,16.16,2524
HDFCLIFE,15.22,0.0,5.87,LOW,16.15,2525
EASTSILK,16.55,0.0,5.53,LOW,16.1,2526
CENTRALBK,16.05,0.0,5.59,LOW,16.0,2527
PRESSTONIC,16.78,0.0,5.41,LOW,15.99,2528
KAYA,16.63,0.0,5.44,LOW,15.98,2529
SUNTECK,16.2,0.0,5.53,LOW,15.96,2530
HOMESFY,17.79,0.0,5.11,LOW,15.88,2531
VCL,17.05,0.0,5.27,LOW,15.85,2532
ABINFRA,18.11,0.0,5.0,LOW,15.82,2533
TRIVENI,15.08,0.0,5.69,LOW,15.79,2534
ADVENTHTL,16.44,0.0,5.35,LOW,15.75,2535
TREEHOUSE,16.16,0.0,5.41,LOW,15.74,2536
SMCGLOBAL,15.03,0.0,5.67,LOW,15.73,2537
WAKEFIT,16.39,0.0,5.32,LOW,15.68,2538
ICICIPRULI,15.38,0.0,5.55,LOW,15.67,2539
FIBERWEB,16.97,0.0,5.15,LOW,15.62,2540
FINKURVE,15.5,0.0,5.49,LOW,15.61,2541
RADIOWALLA,16.04,0.0,5.3,LOW,15.5,2542
AVONMORE,15.05,0.0,5.39,LOW,15.26,2543
NIITMTS,16.34,0.0,4.99,LOW,15.09,2544
RMDRIP,17.84,0.0,4.59,LOW,15.0,2545
AVPINFRA,16.02,0.0,5.01,LOW,15.0,2546
TGL,17.75,0.0,4.6,LOW,14.99,2547
KCK,15.0,0.0,5.23,LOW,14.97,2548
SCML,17.84,0.0,4.56,LOW,14.95,2549
NEXTMEDIA,13.6,0.0,5.53,LOW,14.92,2550
SPCENET,15.08,0.0,5.13,LOW,14.83,2551
SAIFL,18.02,0.0,4.35,LOW,14.67,2552
WOMANCART,15.78,0.0,4.77,LOW,14.49,2553
OSIAHYPER,16.25,0.0,4.43,LOW,14.09,2554
VEDL,17.37,0.0,4.05,LOW,13.89,2555
IEML,15.27,0.0,4.24,LOW,13.38,2556
MAHAPEXLTD,11.17,0.0,5.2,LOW,13.38,2557
RAJTV,14.06,0.0,4.34,LOW,13.06,2558
PARSVNATH,15.19,0.0,4.01,LOW,12.95,2559
LEMERITE,16.3,0.0,3.74,LOW,12.93,2560
