Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS
JKTYRE.NS,13.28,1.34,-1.88,-17.81,15.16,-4.48
ASTRAL.NS,9.58,3.23,-1.9,2.17,11.48,-5.82
BRIGHOTEL.NS,2.08,-4.7,-1.91,6.49,3.99,-6.78
SAURASHCEM.NS,1.26,1.74,-1.93,-1.39,3.19,-4.32
LUPIN.NS,-1.43,-5.16,-1.94,7.59,0.51,-9.65
CORALFINAC.NS,-2.79,-5.37,-1.94,1.4,-0.8500000000000001,-4.62
VIVIDHA.NS,14.8,7.32,-1.96,8.21,16.76,-3.36
NORBTEAEXP.NS,3.1,20.26,-1.97,-10.02,5.07,-4.49
MAKS.NS,-1.04,1.77,-1.97,-1.42,0.9299999999999999,-8.89
ONDOOR.NS,-3.58,3.45,-1.97,27.69,-1.61,-3.02
SRIVASAVI.NS,-0.76,-5.25,-1.99,12.82,1.23,-3.08
MBEL.NS,2.15,-3.69,-2.0,2.74,4.15,-3.49
BANKBARODA.NS,1.74,2.02,-2.0,-7.97,3.74,-6.37
BEARDSELL.NS,-2.4,-4.01,-2.0,-3.28,-0.3999999999999999,-4.54
RILINFRA.NS,4.69,3.92,-2.01,-3.76,6.7,-4.1
ICDSLTD.NS,3.33,-0.89,-2.01,10.52,5.34,-2.83
IOB.NS,0.11,-1.96,-2.03,-1.23,2.1399999999999997,-7.16
CLSL.NS,2.92,3.41,-2.04,1.09,4.96,-4.38
BALKRISIND.NS,0.79,0.15,-2.04,-7.33,2.83,-5.76
RADIOCITY.NS,-1.2,1.61,-2.04,6.7,0.8400000000000001,-5.59
GMBREW.NS,2.34,0.45,-2.05,1.1,4.39,-4.83
PRSMJOHNSN.NS,-0.12,-7.12,-2.05,3.11,1.9299999999999997,-5.31
SMVD.NS,-1.04,-2.65,-2.05,32.18,1.0099999999999998,-5.7
SARVESHWAR.NS,3.31,-2.09,-2.07,3.36,5.38,-3.6
TATAELXSI.NS,2.66,2.96,-2.08,2.4,4.74,-5.76
MCL.NS,-3.4,6.2,-2.09,9.03,-1.31,-3.91
BLBLIMITED.NS,7.1,0.38,-2.1,-4.9,9.2,-3.9
OSWALPUMPS.NS,-2.45,-12.67,-2.15,19.48,-0.30000000000000027,-4.3
EMMBI.NS,-0.67,2.79,-2.17,-0.65,1.5,-5.53
MOSERVICE.NS,-0.21,-0.05,-2.18,-2.06,1.9700000000000002,-11.63
VASWANI.NS,-0.84,-3.38,-2.19,-4.05,1.35,-4.93
PROSTARM.NS,-7.14,-7.57,-2.19,-0.66,-4.949999999999999,-4.38
CONCOR.NS,-7.29,-8.3,-2.19,-0.64,-5.1,-7.73
HAVISHA.NS,-4.8,-0.2,-2.2,-2.03,-2.5999999999999996,-3.47
SANOFICONR.NS,-7.65,-1.15,-2.23,20.45,-5.42,-5.9
SHAREINDIA.NS,-6.54,-3.87,-2.24,9.87,-4.3,-4.85
SAKHTISUG.NS,2.63,-4.62,-2.26,24.14,4.89,-5.41
SANATHAN.NS,0.45,-7.46,-2.28,5.11,2.73,-6.11
COUNCODOS.NS,-2.05,-6.34,-2.28,-2.68,0.22999999999999998,-4.06
ARIHANTCAP.NS,-2.35,-3.61,-2.28,-13.61,-0.07000000000000028,-4.97
WEALTH.NS,3.63,-2.04,-2.31,-0.3,5.9399999999999995,-5.75
SSDL.NS,-1.18,-1.92,-2.34,3.17,1.16,-5.2
RECLTD.NS,0.95,-3.73,-2.37,3.04,3.3200000000000003,-7.49
AKSHAR.NS,-7.1,-0.39,-2.39,8.71,-4.709999999999999,-4.99
PIIND.NS,-2.88,-5.64,-2.4,-2.55,-0.48,-8.14
PRLIND.NS,-3.55,-12.63,-2.4,2.89,-1.15,-4.39
TBZ.NS,4.58,-6.4,-2.41,-1.0,6.99,-4.69
BIRET.NS,-1.17,3.0,-2.42,-1.8,1.25,-12.48
QUADFUTURE.NS,3.05,-4.79,-2.47,7.86,5.52,-4.26
PLADAINFO.NS,-1.04,5.58,-2.47,11.36,1.4300000000000002,-5.62
NUCLEUS.NS,-3.43,-2.9,-2.47,3.97,-0.96,-6.87
PGEL.NS,2.0,-11.02,-2.48,-17.46,4.48,-5.08
EMUDHRA.NS,1.45,-3.84,-2.48,13.88,3.9299999999999997,-6.12
LOTUSDEV.NS,-1.62,-3.54,-2.48,2.73,0.8599999999999999,-5.01
CCL.NS,-3.3,-7.5,-2.48,7.27,-0.8199999999999998,-7.51
STEELCAS.NS,-0.05,1.12,-2.5,27.75,2.45,-4.85
DBL.NS,-3.12,-9.32,-2.5,2.12,-0.6200000000000001,-6.91
ASCOM.NS,-3.9,-3.65,-2.5,40.0,-1.4,-7.01
ARVINDFASN.NS,8.03,-0.7,-2.51,12.05,10.54,-6.3
TORNTPOWER.NS,-5.76,-15.45,-2.51,-0.64,-3.25,-6.79
TCIEXP.NS,-1.39,-3.05,-2.52,-0.49,1.1300000000000001,-6.96
RAJMET.NS,-1.54,-0.53,-2.52,6.35,0.98,-5.15
ANUHPHR.NS,-6.55,-5.59,-2.52,7.88,-4.029999999999999,-6.56
AKG.NS,-2.18,-2.0,-2.54,-14.83,0.3599999999999999,-5.64
FEL.NS,-3.29,-4.86,-2.54,6.35,-0.75,-9.82
NILAINFRA.NS,2.37,1.4,-2.56,6.88,4.93,-5.55
CHAVDA.NS,-3.26,-9.33,-2.56,-5.66,-0.6999999999999997,-4.03
SIRCA.NS,-1.33,0.22,-2.58,-3.99,1.25,-7.52
ARVEE.NS,-2.04,-2.67,-2.58,9.8,0.54,-3.12
HERITGFOOD.NS,-1.14,-7.21,-2.59,6.23,1.45,-6.58
CAPACITE.NS,2.89,-6.44,-2.61,1.28,5.5,-4.98
ANTGRAPHIC.NS,-3.37,1.77,-2.62,6.35,-0.75,-5.25
HINDCON.NS,-2.37,-0.46,-2.63,16.23,0.2599999999999998,-4.72
SILINV.NS,-5.71,-7.85,-2.66,3.41,-3.05,-8.44
TRACXN.NS,-3.07,-4.23,-2.68,5.26,-0.3899999999999997,-5.22
JUBLFOOD.NS,-10.51,-7.72,-2.68,-12.43,-7.83,-7.56
ADVANCE.NS,0.81,-7.48,-2.7,-11.99,3.5100000000000002,-5.31
IXIGO.NS,0.53,-1.39,-2.71,6.37,3.24,-5.01
PRESSTONIC.NS,-8.3,-18.46,-2.74,-29.21,-5.5600000000000005,-3.24
HILINFRA.NS,3.88,-3.25,-2.75,-7.14,6.63,-6.24
TIMETECHNO.NS,3.47,-2.6,-2.75,1.25,6.220000000000001,-7.16
UMAEXPORTS.NS,2.24,5.4,-2.75,-5.17,4.99,-4.39
MAHAPEXLTD.NS,0.24,-7.51,-2.75,-43.82,2.99,-2.75
MINDSPACE.NS,-1.47,1.05,-2.78,2.54,1.3099999999999998,-16.05
GPIL.NS,-8.82,-5.85,-2.79,11.57,-6.03,-7.14
HERANBA.NS,2.18,-9.88,-2.8,-0.53,4.98,-6.48
VLEGOV.NS,0.52,-2.43,-2.81,-0.21,3.33,-3.65
TEXINFRA.NS,-2.35,-4.06,-2.82,8.49,0.46999999999999975,-10.06
SHRENIK.NS,1.64,-3.32,-2.83,3.62,4.47,-5.18
PHANTOMFX.NS,7.54,-6.73,-2.84,-2.77,10.379999999999999,-4.78
HATHWAY.NS,7.05,0.49,-2.84,9.13,9.89,-7.52
FMGOETZE.NS,-4.98,-7.2,-2.84,10.11,-2.1400000000000006,-6.43
IL&FSTRANS.NS,-5.21,-2.11,-2.84,-2.66,-2.37,-6.57
PRICOLLTD.NS,2.63,-3.03,-2.85,-4.1,5.48,-6.69
GENESYS.NS,21.5,-3.46,-2.87,-14.19,24.37,-3.68
SPECTSTM.NS,15.91,4.91,-2.87,-10.53,18.78,-3.73
SBILIFE.NS,-1.02,2.07,-2.87,-4.67,1.85,-12.72
MHHL.NS,-3.51,-6.72,-2.88,7.87,-0.6299999999999999,-6.46
SVLL.NS,2.16,-2.5,-2.9,10.24,5.0600000000000005,-6.35
KITEX.NS,1.98,-3.8,-2.9,-9.73,4.88,-4.79
EIFFL.NS,0.63,-0.65,-2.9,4.79,3.53,-5.69
SAATVIKGL.NS,-2.01,-4.26,-2.91,21.58,0.9000000000000004,-6.51
JSWDULUX.NS,-1.8,-1.31,-2.98,-0.89,1.18,-9.13
SGL.NS,-2.1,-4.67,-2.98,-4.26,0.8799999999999999,-5.16
STARPAPER.NS,-0.09,-3.04,-3.0,2.74,2.91,-10.38
IRCTC.NS,-1.91,-7.03,-3.0,-9.45,1.09,-11.4
KSCL.NS,-6.19,-7.97,-3.01,19.33,-3.1800000000000006,-8.1
EDELWEISS.NS,0.15,-4.8,-3.02,-1.85,3.17,-7.15
UTTAMSUGAR.NS,-3.74,-6.05,-3.02,30.85,-0.7200000000000002,-6.73
JKCEMENT.NS,-1.84,-2.29,-3.03,0.2,1.1899999999999997,-8.47
LGHL.NS,-0.44,-8.28,-3.04,-11.97,2.6,-6.18
STEL.NS,2.86,-0.97,-3.05,-0.71,5.91,-5.17
AAATECH.NS,0.74,-2.89,-3.05,-1.18,3.79,-6.92
BEDMUTHA.NS,-0.37,2.29,-3.05,-16.54,2.6799999999999997,-7.07
RALLIS.NS,0.04,-3.37,-3.07,-1.48,3.11,-7.51
JKLAKSHMI.NS,-6.02,-7.37,-3.09,-10.77,-2.9299999999999997,-9.32
ERIS.NS,-8.33,0.21,-3.09,3.75,-5.24,-8.52
SHK.NS,6.04,-6.33,-3.11,-6.59,9.15,-6.21
SITINET.NS,1.96,-3.88,-3.12,-2.28,5.08,-8.68
EPACK.NS,-11.82,-13.35,-3.13,-2.4,-8.690000000000001,-5.23
LYPSAGEMS.NS,0.75,-1.9,-3.14,4.7,3.89,-6.31
NRAIL.NS,-2.02,-7.15,-3.14,10.18,1.12,-7.34
SAMBHAAV.NS,-0.33,6.3,-3.15,1.59,2.82,-7.28
SBFC.NS,-0.84,-2.75,-3.2,-0.35,2.3600000000000003,-9.49
DCBBANK.NS,-1.99,-3.73,-3.2,1.85,1.2100000000000002,-7.97
AFFORDABLE.NS,3.08,1.71,-3.24,-6.69,6.32,-5.72
SURANI.NS,-15.03,-8.71,-3.25,120.4,-11.78,-3.8
RANASUG.NS,-1.59,-9.46,-3.27,22.96,1.68,-8.25
PASHUPATI.NS,4.2,11.81,-3.28,6.75,7.48,-7.96
TAJGVK.NS,4.66,-1.67,-3.31,1.15,7.970000000000001,-8.78
DCMSRIND.NS,-7.74,-17.67,-3.31,17.98,-4.43,-3.0
OMINFRAL.NS,2.54,-4.21,-3.32,7.76,5.859999999999999,-7.32
MKPL.NS,-0.45,0.39,-3.32,4.09,2.8699999999999997,-5.97
M&M.NS,-1.06,-3.75,-3.32,-3.3,2.26,-10.75
TOUCHWOOD.NS,-3.13,-6.83,-3.34,-12.82,0.20999999999999996,-9.15
INDSWFTLAB.NS,-1.8,-4.84,-3.37,0.79,1.57,-6.09
ASHOKAMET.NS,-0.98,-4.11,-3.39,7.57,2.41,-8.41
ENFUSE.NS,0.12,-3.02,-3.4,-2.22,3.52,-5.06
ABMINTLLTD.NS,0.66,5.95,-3.45,13.25,4.11,-5.54
HEROMOTOCO.NS,1.09,-0.1,-3.54,-2.07,4.63,-12.13
AFSL.NS,-1.04,-0.54,-3.54,6.24,2.5,-23.68
SONAMAC.NS,12.27,6.19,-3.55,10.82,15.82,-5.41
XELPMOC.NS,-4.32,5.4,-3.57,-17.92,-0.7500000000000004,-6.17
CANBK.NS,4.0,-1.09,-3.58,-9.14,7.58,-10.96
BAIDFIN.NS,2.21,-6.02,-3.62,-0.11,5.83,-6.65
EASEMYTRIP.NS,-8.57,-6.09,-3.65,-10.04,-4.92,-5.13
KCPSUGIND.NS,0.76,-6.68,-3.67,17.57,4.43,-11.43
RHL.NS,-5.64,2.82,-3.68,3.57,-1.9599999999999995,-7.27
WIPL.NS,3.09,-4.41,-3.69,2.76,6.779999999999999,-11.43
SWARAJENG.NS,1.19,-3.51,-3.69,13.4,4.88,-13.8
GREENPANEL.NS,8.04,-11.99,-3.7,1.59,11.739999999999998,-9.45
POONAWALLA.NS,-2.42,-11.12,-3.75,-10.37,1.33,-9.75
TATACAP.NS,2.19,-3.83,-3.76,-2.18,5.949999999999999,-13.05
DCMSHRIRAM.NS,-2.73,-15.62,-3.77,5.97,1.04,-12.22
SAKUMA.NS,7.96,3.39,-3.78,8.04,11.74,-5.66
MONOPHARMA.NS,5.42,-4.83,-3.8,-0.55,9.219999999999999,-7.33
TARMAT.NS,0.51,0.8,-3.8,2.52,4.31,-6.69
THELEELA.NS,0.8,-0.87,-3.83,0.68,4.63,-14.38
GLOBALVECT.NS,2.62,-4.21,-3.85,12.33,6.470000000000001,-6.86
MPHASIS.NS,-0.82,2.43,-3.85,6.82,3.0300000000000002,-12.98
INDOCO.NS,-4.65,-9.21,-3.85,6.81,-0.8000000000000003,-7.95
ARIES.NS,1.46,-1.31,-3.86,13.79,5.32,-10.1
BSHSL.NS,-2.15,1.13,-3.87,14.04,1.7200000000000002,-5.9
CDSL.NS,0.51,-1.32,-3.89,-0.15,4.4,-10.8
TECHNOE.NS,-11.74,-15.14,-3.91,-2.46,-7.83,-8.25
AXISBANK.NS,3.26,2.55,-3.92,-0.05,7.18,-13.86
PNB.NS,3.27,-1.47,-3.93,-13.42,7.2,-12.43
GOYALALUM.NS,-0.75,-1.71,-3.95,5.72,3.2,-6.71
KAJARIACER.NS,1.56,-0.92,-3.96,21.11,5.52,-10.9
HUHTAMAKI.NS,-0.34,-7.82,-3.97,1.83,3.6300000000000003,-10.88
GANDHITUBE.NS,-7.05,-4.21,-3.98,-2.87,-3.07,-8.47
BAFNAPH.NS,-7.09,0.84,-3.99,26.48,-3.0999999999999996,-7.79
ALMONDZ.NS,-10.46,-19.74,-3.99,-8.95,-6.470000000000001,-6.35
DEVIT.NS,-1.48,-4.77,-4.0,30.07,2.52,-6.19
MPTODAY.NS,-1.26,0.85,-4.01,2.58,2.75,-15.1
BDL.NS,-2.68,-6.89,-4.06,9.96,1.3799999999999994,-9.19
TCIFINANCE.NS,-0.67,-3.84,-4.07,-2.28,3.4000000000000004,-5.48
VIKASLIFE.NS,4.5,-2.12,-4.08,7.77,8.58,-8.33
CANHLIFE.NS,-0.38,0.88,-4.08,-0.94,3.7,-12.29
ANKITMETAL.NS,-6.6,-2.74,-4.08,-4.98,-2.5199999999999996,-10.6
MAITREYA.NS,-6.54,-8.3,-4.14,-12.37,-2.4000000000000004,-7.57
ARENTERP.NS,4.66,3.41,-4.19,-1.15,8.850000000000001,-6.8
SPAL.NS,-6.28,-6.56,-4.19,13.49,-2.09,-9.19
KOTARISUG.NS,0.22,-7.45,-4.23,9.81,4.45,-13.62
TICL.NS,-1.08,-2.31,-4.23,-0.72,3.1500000000000004,-8.26
CIEINDIA.NS,-2.14,-2.46,-4.24,-0.36,2.1,-12.43
FINKURVE.NS,-13.91,-15.76,-4.28,-21.17,-9.629999999999999,-6.38
MANGLMCEM.NS,5.21,-5.52,-4.32,1.92,9.530000000000001,-12.72
SHRIRAMFIN.NS,3.22,-2.37,-4.33,-3.52,7.550000000000001,-10.53
SUMMITSEC.NS,4.46,-0.44,-4.34,-0.95,8.8,-10.97
COMPUSOFT.NS,-0.37,-6.79,-4.34,-0.7,3.9699999999999998,-9.33
INDIAMART.NS,0.06,-0.05,-4.37,-2.92,4.43,-16.68
DOLLEX.NS,-2.28,3.08,-4.37,-8.49,2.0900000000000003,-9.39
TEAMGTY.NS,-7.78,-2.84,-4.37,-1.66,-3.41,-8.46
RAMKY.NS,3.24,-7.41,-4.38,6.69,7.62,-10.89
AMEYA.NS,-5.85,-0.49,-4.45,20.84,-1.3999999999999995,-10.05
BLUESTARCO.NS,-2.28,-6.65,-4.47,-10.06,2.19,-12.83
BASF.NS,-6.32,-8.2,-4.47,3.32,-1.8500000000000005,-13.34
VASCONEQ.NS,-5.3,-12.18,-4.49,-8.63,-0.8099999999999996,-7.84
HECPROJECT.NS,8.22,9.18,-4.5,22.01,12.72,-7.11
SKFINDUS.NS,3.53,0.72,-4.5,-9.34,8.03,-12.89
TATAINVEST.NS,2.06,-4.35,-4.51,9.01,6.57,-12.7
SADBHAV.NS,-2.38,6.05,-4.52,-1.87,2.1399999999999997,-6.94
DEN.NS,3.22,1.88,-4.55,4.95,7.77,-14.22
SUPREMEIND.NS,3.72,-0.29,-4.56,-2.43,8.28,-17.15
ICICIPRULI.NS,1.61,-3.26,-4.58,-15.92,6.19,-17.17
PUNJABCHEM.NS,-1.66,-8.88,-4.58,3.51,2.92,-10.39
SUNTECK.NS,2.16,-13.03,-4.59,-20.43,6.75,-10.23
MADHAVBAUG.NS,-2.6,-31.84,-4.61,-5.1,2.0100000000000002,-6.76
ENTERO.NS,-6.5,-0.36,-4.61,22.59,-1.8899999999999997,-11.11
DRCSYSTEMS.NS,-2.21,-0.94,-4.66,4.74,2.45,-10.27
JINDALPOLY.NS,-1.0,-2.02,-4.67,35.59,3.67,-8.29
HITECHGEAR.NS,1.35,-2.17,-4.68,-0.12,6.029999999999999,-13.96
MAGADSUGAR.NS,-3.14,-10.69,-4.68,16.28,1.5399999999999996,-13.2
GLOBE.NS,-4.66,-5.04,-4.69,-7.0,0.03000000000000025,-9.37
GLOBUSSPR.NS,-1.29,-19.54,-4.7,0.86,3.41,-10.96
UNIECOM.NS,0.7,-3.83,-4.71,-13.61,5.41,-9.26
MALLCOM.NS,-0.2,-3.32,-4.72,-2.64,4.52,-11.91
HAVELLS.NS,-0.28,-1.49,-4.72,-7.8,4.4399999999999995,-17.46
RAJRILTD.NS,-0.79,-3.75,-4.74,-5.29,3.95,-20.35
TVSHLTD.NS,-1.67,-4.81,-4.75,0.71,3.08,-14.67
DECCANCE.NS,3.6,-4.69,-4.77,-7.12,8.37,-11.58
BECTORFOOD.NS,0.18,-9.73,-4.79,-11.28,4.97,-12.28
HDFCBANK.NS,-1.15,-3.07,-4.79,-11.39,3.64,-19.43
BRITANNIA.NS,-1.2,-6.1,-4.79,-7.92,3.59,-23.09
SIGNORIA.NS,-3.06,-5.27,-4.8,-24.27,1.7399999999999998,-11.61
MICROPRO.NS,8.53,1.52,-4.82,5.81,13.35,-6.99
TREL.NS,1.79,-8.74,-4.83,12.61,6.62,-9.57
SHANTIGEAR.NS,-0.5,-2.63,-4.83,5.04,4.33,-15.38
GODIGIT.NS,-3.17,2.01,-4.86,-4.15,1.6900000000000004,-23.92
CRAMC.NS,2.53,-1.97,-4.87,2.65,7.4,-10.88
VLSFINANCE.NS,-3.49,-6.27,-4.87,-7.17,1.38,-13.59
CHEMPLASTS.NS,-2.49,-1.76,-4.94,-9.93,2.45,-8.66
ONGC.NS,-9.08,-0.67,-4.95,5.41,-4.13,-17.03
JYOTHYLAB.NS,-1.51,-17.54,-4.98,-13.27,3.4700000000000006,-14.66
PFIZER.NS,-2.41,-1.64,-4.98,-3.31,2.5700000000000003,-18.84
SNOWMAN.NS,0.1,-8.15,-5.01,2.37,5.109999999999999,-11.07
PENINLAND.NS,3.36,6.04,-5.03,1.49,8.39,-8.16
GVPTECH.NS,2.76,-1.71,-5.04,6.03,7.8,-8.51
CCAVENUE.NS,0.46,1.56,-5.07,-15.68,5.53,-13.58
SYMPHONY.NS,-2.7,-12.09,-5.07,-10.41,2.37,-13.44
THEINVEST.NS,-1.45,-18.42,-5.08,4.15,3.63,-8.94
SONUINFRA.NS,-2.92,-14.67,-5.11,-28.54,2.1900000000000004,-8.55
VPRPL.NS,2.98,-7.23,-5.12,-2.43,8.1,-7.79
GLAXO.NS,-3.17,-3.57,-5.14,-6.73,1.9699999999999998,-20.27
MANDEEP.NS,-5.87,-7.91,-5.14,20.82,-0.7300000000000004,-11.79
ALPHAGEO.NS,-0.55,1.86,-5.15,18.62,4.6000000000000005,-10.41
ASHOKLEY.NS,5.41,-0.76,-5.16,-17.21,10.57,-12.93
USK.NS,2.75,-1.38,-5.16,-15.23,7.91,-10.98
NITIRAJ.NS,-1.38,-3.44,-5.18,-0.6,3.8,-13.42
THEJO.NS,-2.67,-10.21,-5.18,2.76,2.51,-16.09
DOLATALGO.NS,-5.32,-0.45,-5.2,5.18,-0.1200000000000001,-12.45
PREMIER.NS,-0.38,4.87,-5.24,8.48,4.86,-12.54
PRIMO.NS,-4.76,-11.54,-5.24,15.84,0.4800000000000004,-11.36
DELPHIFX.NS,-6.03,-7.75,-5.3,-15.38,-0.7300000000000004,-8.41
ALLETEC.NS,8.48,1.77,-5.32,7.77,13.8,-8.43
DGCONTENT.NS,2.19,-12.01,-5.34,6.88,7.529999999999999,-9.4
BEL.NS,0.35,-2.66,-5.34,2.88,5.6899999999999995,-18.59
TECH.NS,-1.66,0.62,-5.34,-2.05,3.6799999999999997,-21.1
DNAMEDIA.NS,-2.02,0.1,-5.34,-6.48,3.32,-8.6
JISLJALEQS.NS,3.43,-9.34,-5.35,-7.36,8.78,-10.52
BAGFILMS.NS,1.17,-0.79,-5.35,2.28,6.52,-10.19
IT.NS,-1.5,0.92,-5.38,2.79,3.88,-20.66
MAL.NS,-1.57,-8.6,-5.38,-9.85,3.8099999999999996,-9.38
LENSKART.NS,5.9,5.36,-5.39,14.36,11.29,-12.91
SMLMAH.NS,2.97,2.38,-5.44,-17.86,8.41,-9.24
PERSISTENT.NS,-0.76,3.49,-5.44,16.3,4.680000000000001,-15.85
RPSGVENT.NS,-3.72,5.23,-5.44,47.34,1.7200000000000002,-8.32
RADIOWALLA.NS,-12.77,-19.25,-5.48,-38.38,-7.289999999999999,-8.53
OWAIS.NS,-4.64,-23.73,-5.51,-28.0,0.8700000000000001,-7.99
SOMICONVEY.NS,-8.73,-7.17,-5.51,2.59,-3.2200000000000006,-9.82
JSLL.NS,-4.73,-15.37,-5.53,0.83,0.7999999999999998,-12.27
AARTIPHARM.NS,-7.46,-15.42,-5.53,0.86,-1.9299999999999997,-12.91
LPDC.NS,-1.32,-7.39,-5.55,22.32,4.2299999999999995,-10.57
SPCL.NS,-3.82,-7.28,-5.55,-4.22,1.73,-9.15
GOYALSALT.NS,0.57,-7.67,-5.56,-13.93,6.13,-12.28
SECMARK.NS,2.66,-6.13,-5.57,33.11,8.23,-7.63
TEGA.NS,0.28,-1.81,-5.58,-4.54,5.86,-16.86
SAHANA.NS,0.15,2.04,-5.58,-12.27,5.73,-11.51
GHCL.NS,0.64,-8.91,-5.61,0.7,6.25,-17.79
INDOUS.NS,-2.33,-6.11,-5.63,-26.45,3.3,-11.28
GRMOVER.NS,-5.18,-2.88,-5.64,5.45,0.45999999999999996,-19.54
SUNREST.NS,-1.04,0.34,-5.66,-17.29,4.62,-8.95
MRF.NS,-1.1,-0.8,-5.67,-6.15,4.57,-21.62
NILASPACES.NS,-2.86,-9.07,-5.71,-1.91,2.85,-13.05
BLUECHIP.NS,8.62,23.78,-5.72,-11.7,14.34,-25.98
KCK.NS,-3.14,-9.64,-5.72,-41.67,2.5799999999999996,-7.11
CONTROLPR.NS,-5.53,-5.27,-5.73,-0.58,0.20000000000000018,-15.71
CARTRADE.NS,-6.6,-3.05,-5.74,2.95,-0.8599999999999994,-10.65
EMAMILTD.NS,-7.58,-9.87,-5.8,-10.29,-1.7800000000000002,-22.26
BATAINDIA.NS,-0.22,-2.77,-5.82,-7.82,5.6000000000000005,-20.18
UNIINFO.NS,-0.04,-6.26,-5.83,-8.5,5.79,-9.95
BLUEDART.NS,-2.4,-13.98,-5.84,-8.55,3.44,-22.47
JSL.NS,-3.02,-4.08,-5.87,-3.23,2.85,-17.1
MARINETRAN.NS,-1.35,-12.53,-5.89,-13.06,4.539999999999999,-9.76
BAYERCROP.NS,5.85,1.0,-5.92,4.19,11.77,-25.48
APLAPOLLO.NS,-0.47,-0.73,-5.92,-9.53,5.45,-18.68
BLUESTONE.NS,0.49,-5.57,-5.93,23.86,6.42,-13.31
BIRLANU.NS,-1.75,-14.3,-5.93,-6.07,4.18,-11.41
IMAGICAA.NS,3.61,-4.23,-5.94,4.86,9.55,-14.86
SHIVALIK.NS,1.95,-2.89,-5.96,-2.41,7.91,-12.29
DWARKESH.NS,-0.46,-11.6,-5.97,30.69,5.51,-12.18
WORTHPERI.NS,-3.3,-4.29,-5.98,2.17,2.6800000000000006,-17.78
DIGITIDE.NS,-2.56,-17.28,-5.99,-8.82,3.43,-11.4
CANTABIL.NS,-1.41,-8.31,-6.03,-15.67,4.62,-16.09
WTICAB.NS,6.09,-4.54,-6.04,-13.21,12.129999999999999,-9.35
SANOFI.NS,-0.0,-3.48,-6.04,-14.85,6.04,-30.91
CCCL.NS,0.29,-3.47,-6.05,-0.87,6.34,-11.13
ICICIBANK.NS,1.79,1.23,-6.06,-2.26,7.85,-27.43
ENSER.NS,-3.85,0.79,-6.06,42.41,2.2099999999999995,-8.33
KFINTECH.NS,1.36,-5.4,-6.07,-9.92,7.430000000000001,-17.56
LIBERTSHOE.NS,1.58,-0.75,-6.08,6.92,7.66,-13.14
AKI.NS,-1.65,-5.26,-6.08,3.57,4.43,-9.79
ORICONENT.NS,-2.18,1.02,-6.08,6.26,3.9,-20.31
TECILCHEM.NS,-5.26,-8.96,-6.08,-1.38,0.8200000000000003,-9.73
TATVA.NS,-8.62,-11.06,-6.08,-0.73,-2.539999999999999,-12.72
SHREYANIND.NS,-6.39,-9.26,-6.09,4.32,-0.2999999999999998,-13.93
GRAPHISAD.NS,-9.01,-7.71,-6.09,5.39,-2.92,-10.53
DIAMINESQ.NS,-3.1,-6.14,-6.11,12.48,3.0100000000000002,-13.54
ARSSBL.NS,3.27,-7.27,-6.12,13.81,9.39,-13.08
INTENTECH.NS,-3.81,0.46,-6.12,3.29,2.31,-10.59
VRAJ.NS,1.16,-5.22,-6.13,4.03,7.29,-15.1
HMVL.NS,-2.25,-2.34,-6.14,-3.05,3.8899999999999997,-16.45
NEXTMEDIA.NS,-3.69,-6.2,-6.14,-28.98,2.4499999999999997,-9.67
SUMIT.NS,1.31,-9.97,-6.19,13.92,7.5,-8.46
PRAXIS.NS,-4.46,-9.17,-6.19,-9.16,1.7300000000000004,-11.02
JFLLIFE.NS,-6.92,-3.23,-6.2,-15.12,-0.7199999999999998,-11.93
KIRLOSBROS.NS,1.83,-3.62,-6.22,12.26,8.05,-14.03
JAINREC.NS,0.04,-12.78,-6.22,14.16,6.26,-11.17
AVADHSUGAR.NS,-7.15,-13.62,-6.22,46.12,-0.9300000000000006,-14.19
JYOTICNC.NS,-2.96,-13.47,-6.26,-17.62,3.3,-13.93
THANGAMAYL.NS,2.71,-2.2,-6.28,11.4,8.99,-11.98
INTERARCH.NS,5.26,-13.95,-6.29,-0.17,11.55,-13.09
AWHCL.NS,0.99,-6.48,-6.29,0.37,7.28,-9.91
VIPIND.NS,-2.26,0.05,-6.29,-13.95,4.03,-15.25
CAPILLARY.NS,-1.59,-7.74,-6.32,6.95,4.73,-14.69
JSWHL.NS,-1.12,-1.16,-6.33,-21.93,5.21,-15.6
TRAVELFOOD.NS,14.07,-0.5,-6.35,5.66,20.42,-19.67
FOODSIN.NS,-0.02,-8.86,-6.35,-1.15,6.33,-11.38
PURVFLEXI.NS,-6.69,-12.04,-6.35,1.03,-0.34000000000000075,-10.38
TRF.NS,1.58,-12.03,-6.36,-4.26,7.94,-14.71
MANGALAM.NS,-7.25,0.66,-6.41,2.37,-0.8399999999999999,-12.24
WAAREEENER.NS,3.04,-1.26,-6.42,10.06,9.46,-14.4
BHARATRAS.NS,5.56,5.71,-6.44,0.72,12.0,-12.43
LANCORHOL.NS,-1.16,2.61,-6.45,0.26,5.29,-14.3
SHIVAUM.NS,-5.33,-7.7,-6.49,23.27,1.1600000000000001,-11.15
ARIHANTACA.NS,-1.04,-4.5,-6.5,8.76,5.46,-15.05
ADROITINFO.NS,-1.26,-7.82,-6.54,0.4,5.28,-14.29
