PCT_ABOVE_50DMA,PCT_ABOVE_200DMA,ADVANCE_PERCENTAGE,PCT_NEW_52W_HIGHS,BREADTH_SCORE,BREADTH_REGIME,STOCKS_ANALYSED
55.18,39.54,46.11,2.75,41.87,WEAK,2405
