Symbol,Close,AVG_20D_VOLUME,ADV_RUPEES,LIQUIDITY_SCORE,LIQUIDITY_RANK,LIQUIDITY_BUCKET
HDFCBANK,746.85,37652594,28120838648.25,100.0,1.0,HIGH
ICICIBANK,1293.3,16706715,21606795583.92,99.93333333333332,2.0,HIGH
RELIANCE,1258.8,17111764,21540289295.8,99.86666666666667,3.0,HIGH
INFY,1145.3,16294495,18662085403.74,99.8,4.0,HIGH
BHARTIARTL,1775.2,10442992,18538398977.25,99.73333333333333,5.0,HIGH
BSE,3929.5,4202606,16514139687.57,99.66666666666667,6.0,HIGH
SBIN,1003.25,15768198,15819444643.5,99.6,7.0,HIGH
TCS,2153.9,5771430,12431081436.43,99.53333333333333,8.0,HIGH
MCX,2743.8,3802558,10433459649.21,99.46666666666667,9.0,HIGH
COALINDIA,451.0,21896214,9875192694.4,99.4,10.0,HIGH
HFCL,169.11,55325562,9356105908.14,99.33333333333333,11.0,HIGH
AXISBANK,1314.5,6870726,9031569195.55,99.26666666666667,12.0,HIGH
ATGL,728.4,12324516,8977177391.09,99.2,13.0,HIGH
ADANIPOWER,220.58,40588751,8953066780.93,99.13333333333333,14.0,HIGH
ADANIENT,2931.1,2990315,8764912002.3,99.06666666666666,15.0,HIGH
BAJFINANCE,884.1,9859293,8716600479.57,99.0,16.0,HIGH
M&M,2952.5,2886898,8523567083.12,98.93333333333332,17.0,HIGH
HSCL,693.0,11322626,7846580025.9,98.86666666666667,18.0,HIGH
LT,3917.5,1837188,7197185557.0,98.8,19.0,HIGH
POWERINDIA,33265.0,201452,6701302443.25,98.73333333333333,20.0,HIGH
TATASTEEL,199.31,33164667,6610049639.01,98.66666666666667,21.0,HIGH
ADANIGREEN,1483.0,4450602,6600242321.1,98.6,22.0,HIGH
ETERNAL,239.8,27054878,6487759719.05,98.53333333333333,23.0,HIGH
WIPRO,178.93,36242897,6484941250.03,98.46666666666667,24.0,HIGH
FEDERALBNK,311.1,19798368,6159272421.19,98.4,25.0,HIGH
HINDALCO,1039.3,5877004,6107970024.51,98.33333333333333,26.0,HIGH
DIXON,11487.0,508158,5837206351.2,98.26666666666667,27.0,HIGH
ADANIENSOL,1535.6,3743861,5749072860.2,98.2,28.0,HIGH
KOTAKBANK,388.1,14802948,5745024189.75,98.13333333333333,29.0,HIGH
ITC,283.65,19405104,5504257645.34,98.06666666666666,30.0,HIGH
HAL,4219.2,1281776,5408068283.79,98.0,31.0,HIGH
SUZLON,54.08,97019370,5246807726.18,97.93333333333332,32.0,HIGH
NATIONALUM,376.15,13617731,5122309394.92,97.86666666666667,33.0,HIGH
SUNPHARMA,1786.4,2849495,5090337223.01,97.8,34.0,HIGH
TMPV,381.0,13355518,5088452491.35,97.73333333333333,35.0,HIGH
SHRIRAMFIN,897.35,5573164,5001078669.07,97.66666666666667,36.0,HIGH
BEL,408.35,12173130,4970897607.71,97.6,37.0,HIGH
ZEEL,102.93,47892705,4929596145.41,97.53333333333333,38.0,HIGH
HINDUNILVR,2169.5,2231916,4842141978.95,97.46666666666667,39.0,HIGH
COFORGE,1402.7,3404946,4776117237.27,97.39999999999999,40.0,HIGH
GVT&D,4866.0,979899,4768188047.4,97.33333333333334,41.0,HIGH
MARUTI,13073.0,362346,4736951872.6,97.26666666666667,42.0,HIGH
PINELABS,150.32,31511537,4736814412.51,97.2,43.0,HIGH
SAIL,181.72,25189360,4577410466.35,97.13333333333334,44.0,HIGH
ATHERENERG,1042.0,4349000,4531658208.4,97.06666666666666,45.0,HIGH
SAREGAMA,438.05,10137092,4440552807.83,97.0,46.0,HIGH
BHEL,377.3,11762770,4438093109.47,96.93333333333334,47.0,HIGH
SAMMAANCAP,174.02,25394917,4419223547.44,96.86666666666667,48.0,HIGH
INDIGO,4524.9,946111,4281057119.02,96.8,49.0,HIGH
HYUNDAI,1891.0,2213441,4185616552.8,96.73333333333333,50.0,HIGH
APOLLOHOSP,8488.5,491053,4168305937.05,96.66666666666667,51.0,HIGH
ULTRACEMCO,10866.0,380201,4131260806.2,96.6,52.0,HIGH
ASHOKLEY,141.54,29019138,4107368640.15,96.53333333333333,53.0,HIGH
TVSMOTOR,3334.9,1231315,4106311106.04,96.46666666666667,54.0,HIGH
TECHM,1478.9,2742992,4056610566.04,96.39999999999999,55.0,HIGH
CANBK,133.46,30216765,4032729613.06,96.33333333333334,56.0,HIGH
AMBER,7625.0,527609,4023016337.5,96.26666666666667,57.0,HIGH
ADANIPORTS,1821.2,2196549,4000355477.91,96.2,58.0,HIGH
MOTHERSON,142.21,28015495,3984083696.49,96.13333333333334,59.0,HIGH
POWERGRID,287.2,13839728,3974769950.02,96.06666666666666,60.0,HIGH
ONGC,251.9,15629840,3937156613.2,96.0,61.0,HIGH
NTPC,351.65,11150083,3920926759.56,95.93333333333334,62.0,HIGH
SOLARINDS,17697.0,217387,3847104817.8,95.86666666666666,63.0,HIGH
HCLTECH,1132.1,3374429,3820191101.73,95.8,64.0,HIGH
LENSKART,500.15,7454904,3728570140.08,95.73333333333333,65.0,HIGH
EICHERMOT,7219.5,509185,3676062190.43,95.66666666666667,66.0,HIGH
MAXHEALTH,1010.1,3608349,3644793438.83,95.6,67.0,HIGH
NLCINDIA,309.6,11665364,3611596873.96,95.53333333333333,68.0,HIGH
GESHIP,1367.8,2634410,3603346605.36,95.46666666666667,69.0,HIGH
BANKBARODA,269.3,13287989,3578455235.1,95.39999999999999,70.0,HIGH
CGPOWER,908.1,3925879,3565090805.67,95.33333333333334,71.0,HIGH
TITAN,4042.1,881699,3563916624.53,95.26666666666667,72.0,HIGH
TMCV,364.9,9644219,3519175290.03,95.19999999999999,73.0,HIGH
BAJAJ-AUTO,10144.0,342130,3470571284.8,95.13333333333334,74.0,HIGH
ASIANPAINT,2715.1,1278092,3470147306.75,95.06666666666666,75.0,HIGH
INDIANB,833.45,3929775,3275271355.1,95.0,76.0,HIGH
GRASIM,3071.2,1024406,3146156578.54,94.93333333333334,77.0,HIGH
POLICYBZR,1509.6,2058754,3107895742.94,94.86666666666666,78.0,HIGH
WAAREEENER,3017.2,1025399,3093832605.85,94.8,79.0,HIGH
VBL,526.25,5792508,3048307150.81,94.73333333333333,80.0,HIGH
TRENT,2754.7,1097880,3024330808.8,94.66666666666667,81.0,HIGH
ENRIN,3424.8,882942,3023900660.91,94.6,82.0,HIGH
NESTLEIND,1438.3,2094174,3012050566.45,94.53333333333333,83.0,HIGH
NHPC,72.67,40875025,2970388020.97,94.46666666666667,84.0,HIGH
CUMMINSIND,5609.5,525985,2950510894.18,94.39999999999999,85.0,HIGH
PERSISTENT,4928.0,586777,2891639273.6,94.33333333333334,86.0,HIGH
INDUSTOWER,413.15,6985190,2885931288.5,94.26666666666667,87.0,HIGH
NAUKRI,971.25,2925717,2841602247.75,94.19999999999999,88.0,HIGH
ZYDUSLIFE,1098.3,2576659,2829944925.17,94.13333333333334,89.0,HIGH
KALYANKJIL,338.7,8350676,2828374181.68,94.06666666666666,90.0,HIGH
TRITURBINE,652.05,4286536,2795035746.47,94.0,91.0,HIGH
NMDC,88.45,31236451,2762863969.09,93.93333333333334,92.0,HIGH
CIPLA,1377.0,1976747,2721980687.85,93.86666666666666,93.0,HIGH
DIVISLAB,6638.5,409832,2720669068.15,93.8,94.0,HIGH
HEROMOTOCO,4856.7,550046,2671409244.14,93.73333333333333,95.0,HIGH
OFSS,9470.0,281946,2670029567.0,93.66666666666667,96.0,HIGH
MUTHOOTFIN,2898.8,909906,2637636716.75,93.60000000000001,97.0,HIGH
ANGELONE,329.85,7995032,2637161386.98,93.53333333333333,98.0,HIGH
RVNL,228.17,11481667,2619771938.37,93.46666666666667,99.0,HIGH
ABB,6801.0,384716,2616452495.85,93.4,100.0,HIGH
PREMIERENE,1065.9,2430386,2590548390.15,93.33333333333333,101.0,HIGH
JIOFIN,230.17,11230654,2584959691.18,93.26666666666667,102.0,HIGH
HINDZINC,547.55,4703292,2575287449.81,93.2,103.0,HIGH
BPCL,288.0,8925606,2570574657.6,93.13333333333334,104.0,HIGH
SWIGGY,242.3,10564802,2559851472.04,93.06666666666666,105.0,HIGH
POLYCAB,9523.5,264568,2519615728.88,93.0,106.0,HIGH
LAURUSLABS,1385.7,1806390,2503114049.8,92.93333333333334,107.0,HIGH
YESBANK,22.6,110020150,2486455437.62,92.86666666666666,108.0,HIGH
HINDPETRO,374.4,6571630,2460418213.17,92.80000000000001,109.0,HIGH
DRREDDY,1271.7,1921450,2443508189.1,92.73333333333333,110.0,HIGH
PFC,431.3,5557863,2397106114.66,92.66666666666666,111.0,HIGH
JSWSTEEL,1269.8,1885367,2394039299.13,92.60000000000001,112.0,HIGH
JUBLFOOD,425.05,5617705,2387805547.94,92.53333333333333,113.0,HIGH
LICI,395.95,6001708,2376376514.24,92.46666666666667,114.0,HIGH
LUPIN,2247.2,1047327,2353552621.46,92.4,115.0,HIGH
GMRAIRPORT,100.92,23116408,2332907807.62,92.33333333333333,116.0,HIGH
TORNTPHARM,4463.7,521634,2328417787.68,92.26666666666667,117.0,HIGH
PNB,107.17,21686638,2324156986.9,92.2,118.0,HIGH
TATACONSUM,1108.0,2052593,2274272767.0,92.13333333333334,119.0,HIGH
ASTRAMICRO,1424.4,1580847,2251758291.73,92.06666666666666,120.0,HIGH
PAYTM,1066.3,2037336,2172412009.43,92.0,121.0,HIGH
SCI,287.5,7546599,2169647241.25,91.93333333333334,122.0,HIGH
IOC,136.88,15836612,2167715541.58,91.86666666666666,123.0,HIGH
UNIONBANK,166.45,12907900,2148519890.64,91.8,124.0,HIGH
TDPOWERSYS,1153.3,1835587,2116982807.39,91.73333333333333,125.0,HIGH
HDFCAMC,2447.8,855640,2094436612.9,91.66666666666666,126.0,HIGH
DLF,563.2,3697075,2082192544.33,91.60000000000001,127.0,HIGH
SIEMENS,3582.7,580293,2079014090.55,91.53333333333333,128.0,HIGH
TATACOMM,1978.6,1047765,2073107506.63,91.46666666666667,129.0,HIGH
HONASA,414.6,4971140,2061034715.8,91.4,130.0,HIGH
JSWENERGY,560.65,3652613,2047837539.59,91.33333333333333,131.0,HIGH
GLAND,2267.8,901581,2044605549.21,91.26666666666667,132.0,HIGH
GAIL,168.01,11992682,2014890403.34,91.2,133.0,HIGH
IDFCFIRSTB,72.99,26943085,1966575709.29,91.13333333333333,134.0,HIGH
MANKIND,2376.2,827195,1965580718.61,91.06666666666666,135.0,HIGH
NBCC,103.0,18982033,1955149435.05,91.0,136.0,HIGH
TATAPOWER,394.75,4883901,1927919781.59,90.93333333333334,137.0,HIGH
LTM,3944.1,486929,1920496519.25,90.86666666666666,138.0,HIGH
BRITANNIA,5171.0,369966,1913096771.5,90.8,139.0,HIGH
RECLTD,348.8,5422800,1891472713.32,90.73333333333333,140.0,HIGH
OIL,427.35,4404346,1882197418.19,90.66666666666666,141.0,HIGH
BALAMINES,2131.1,878087,1871290865.23,90.60000000000001,142.0,HIGH
CHOLAFIN,1472.6,1269952,1870131505.09,90.53333333333333,143.0,HIGH
BHARATFORG,1949.2,957084,1865547696.23,90.46666666666667,144.0,HIGH
AUROPHARMA,1453.6,1245207,1810033155.52,90.4,145.0,HIGH
LODHA,862.0,2095357,1806197777.1,90.33333333333333,146.0,HIGH
DMART,4043.4,445418,1801003906.38,90.26666666666667,147.0,HIGH
NYKAA,262.4,6852117,1797995354.02,90.2,148.0,HIGH
GODREJCP,1027.6,1723650,1771222492.4,90.13333333333333,149.0,HIGH
MAZDOCK,2367.6,741326,1755163154.86,90.06666666666666,150.0,HIGH
HDFCLIFE,549.55,3165984,1739866441.08,90.0,151.0,HIGH
GLENMARK,2144.4,810894,1738882086.61,89.93333333333334,152.0,HIGH
CDSL,1200.9,1446229,1736776441.41,89.86666666666666,153.0,HIGH
APARINDS,14085.0,120713,1700238379.5,89.8,154.0,HIGH
BANDHANBNK,199.76,8403910,1678764945.52,89.73333333333333,155.0,HIGH
BOSCHLTD,37790.0,44294,1673877818.0,89.66666666666666,156.0,HIGH
PIIND,2807.7,575328,1615347134.04,89.60000000000001,157.0,HIGH
COCHINSHIP,1404.2,1144571,1607207033.78,89.53333333333333,158.0,HIGH
BIOCON,414.6,3848669,1595658377.46,89.46666666666667,159.0,HIGH
BDL,1183.8,1330441,1574976298.33,89.4,160.0,HIGH
CPPLUS,3437.0,457300,1571739412.6,89.33333333333333,161.0,HIGH
VOLTAS,1290.0,1215018,1567373349.0,89.26666666666667,162.0,HIGH
ZENTEC,1761.8,879953,1550301150.28,89.2,163.0,HIGH
INDUSINDBK,883.95,1747451,1544659244.39,89.13333333333333,164.0,HIGH
AUBANK,959.2,1607689,1542095452.31,89.06666666666668,165.0,HIGH
SYRMA,1225.8,1234541,1513300111.63,89.0,166.0,HIGH
EXIDEIND,386.35,3870989,1495556759.0,88.93333333333334,167.0,HIGH
INDHOTEL,665.85,2239600,1491237438.86,88.86666666666667,168.0,HIGH
DIACABS,197.0,7555990,1488529980.75,88.8,169.0,HIGH
ANANDRATHI,1737.5,856232,1487703360.62,88.73333333333333,170.0,HIGH
THERMAX,4698.8,316191,1485716094.58,88.66666666666667,171.0,HIGH
SBILIFE,1728.7,859179,1485262090.3,88.6,172.0,HIGH
RAIN,198.33,7447987,1477159225.77,88.53333333333333,173.0,HIGH
RRKABEL,2167.5,675617,1464400389.38,88.46666666666667,174.0,HIGH
BANKINDIA,144.86,10094267,1462255494.81,88.4,175.0,HIGH
PATANJALI,419.6,3449668,1447480734.84,88.33333333333333,176.0,HIGH
ACUTAAS,3207.0,450228,1443880714.95,88.26666666666667,177.0,HIGH
RBLBANK,356.95,4012513,1432266707.11,88.2,178.0,HIGH
FORTIS,989.0,1441697,1425838728.6,88.13333333333333,179.0,HIGH
BAJAJFINSV,1664.2,848781,1412540633.08,88.06666666666668,180.0,HIGH
KEI,5166.5,270569,1397892413.58,88.0,181.0,HIGH
JSWCEMENT,126.82,11005634,1395734443.45,87.93333333333334,182.0,HIGH
IIFL,496.3,2803922,1391586479.19,87.86666666666667,183.0,HIGH
NAZARA,279.95,4959505,1388413541.28,87.8,184.0,HIGH
MARICO,819.9,1684258,1380923544.27,87.73333333333333,185.0,HIGH
TATATECH,758.2,1815111,1376217220.27,87.66666666666667,186.0,HIGH
AMBUJACEM,409.8,3335353,1366827680.16,87.6,187.0,HIGH
GPIL,277.1,4749913,1316200865.87,87.53333333333333,188.0,HIGH
REDINGTON,229.74,5631905,1293873839.69,87.46666666666667,189.0,HIGH
MARKSANS,246.92,5208814,1286160293.96,87.4,190.0,HIGH
VMM,118.84,10817546,1285557180.5,87.33333333333333,191.0,HIGH
JYOTICNC,639.85,2001371,1280577409.44,87.26666666666667,192.0,HIGH
PIDILITIND,1506.5,849610,1279937389.67,87.2,193.0,HIGH
PAGEIND,37955.0,33698,1279003794.5,87.13333333333333,194.0,HIGH
LTF,260.35,4824603,1256085316.36,87.06666666666666,195.0,HIGH
WELCORP,1370.4,911157,1248649095.41,87.0,196.0,HIGH
HBLENGINE,753.95,1653990,1247026119.97,86.93333333333332,197.0,HIGH
APLAPOLLO,1762.4,700517,1234590472.94,86.86666666666667,198.0,HIGH
SRF,2734.1,450362,1231335608.41,86.8,199.0,HIGH
ABCAPITAL,342.7,3562539,1220882158.79,86.73333333333333,200.0,HIGH
KPITTECH,732.95,1662642,1218633437.55,86.66666666666667,201.0,HIGH
CHENNPETRO,1184.3,1019622,1207537792.24,86.6,202.0,HIGH
NAM-INDIA,1061.5,1137376,1207324730.15,86.53333333333333,203.0,HIGH
BBOX,1012.7,1182821,1197842993.04,86.46666666666667,204.0,HIGH
BELRISE,227.13,5261772,1195106277.34,86.4,205.0,HIGH
MPHASIS,2297.8,519836,1194480105.3,86.33333333333333,206.0,HIGH
TIINDIA,3062.3,384606,1177780350.61,86.26666666666667,207.0,HIGH
SANSERA,2881.3,396928,1143668521.72,86.2,208.0,HIGH
UNITDSPR,1259.9,907393,1143224210.87,86.13333333333333,209.0,HIGH
CEMPRO,1237.1,918614,1136417480.68,86.06666666666666,210.0,HIGH
UPL,611.0,1848148,1129218397.45,86.0,211.0,HIGH
ASTRAL,1501.5,744521,1117898131.35,85.93333333333332,212.0,HIGH
SAILIFE,1188.1,933284,1108834757.02,85.86666666666667,213.0,HIGH
TATAELXSI,4092.2,267728,1095594462.43,85.8,214.0,HIGH
INOXWIND,82.73,13202272,1092223965.51,85.73333333333333,215.0,HIGH
GOCOLORS,362.1,2993586,1083977526.98,85.66666666666667,216.0,HIGH
RUBICON,1188.1,906566,1077090507.82,85.6,217.0,HIGH
UNOMINDA,1080.5,995878,1076046124.97,85.53333333333333,218.0,HIGH
OLECTRA,1276.4,839569,1071626211.2,85.46666666666667,219.0,HIGH
DELHIVERY,431.1,2484039,1070869314.28,85.39999999999999,220.0,HIGH
MRPL,163.62,6473864,1059253596.07,85.33333333333334,221.0,HIGH
MAHABANK,84.18,12509285,1053031653.0,85.26666666666667,222.0,HIGH
ICICIGI,1732.2,607254,1051885868.81,85.2,223.0,HIGH
JINDALSTEL,1121.1,936800,1050245896.58,85.13333333333334,224.0,HIGH
JBMA,666.9,1563395,1042628163.67,85.06666666666666,225.0,HIGH
ENGINERSIN,232.05,4450373,1032709103.04,85.0,226.0,HIGH
HAVELLS,1155.5,893636,1032596802.42,84.93333333333334,227.0,HIGH
ARE&M,811.05,1258779,1020932489.82,84.86666666666667,228.0,HIGH
NAVINFLUOR,7046.5,143416,1010579082.38,84.8,229.0,HIGH
ACMESOLAR,336.9,2956839,996158923.14,84.73333333333333,230.0,HIGH
MFSL,1598.3,622204,994468523.75,84.66666666666667,231.0,HIGH
TITAGARH,833.75,1186212,989004088.25,84.6,232.0,HIGH
SANDHAR,718.45,1366693,981900710.3,84.53333333333333,233.0,HIGH
ALKEM,5299.5,184767,979173776.4,84.46666666666667,234.0,HIGH
GODREJPROP,1641.5,584779,959913989.83,84.39999999999999,235.0,HIGH
GRANULES,760.8,1261325,959616158.72,84.33333333333334,236.0,HIGH
SUPRIYA,952.4,1006622,958706674.52,84.26666666666667,237.0,HIGH
MANAPPURAM,288.25,3309965,954097512.14,84.2,238.0,HIGH
IREDA,120.58,7888130,951150687.64,84.13333333333334,239.0,HIGH
RADICO,3477.1,272092,946089902.79,84.06666666666666,240.0,HIGH
DABUR,427.9,2201332,941950034.94,84.0,241.0,HIGH
VIYASH,252.3,3716820,937753583.81,83.93333333333334,242.0,HIGH
COLPAL,2056.3,449062,923406315.34,83.86666666666667,243.0,HIGH
GRAPHITE,637.05,1432456,912546395.84,83.8,244.0,HIGH
KFINTECH,819.2,1113920,912523687.2,83.73333333333333,245.0,HIGH
CROMPTON,254.65,3553287,904844512.86,83.66666666666667,246.0,HIGH
MSTCLTD,555.75,1625566,903408471.23,83.6,247.0,HIGH
AZAD,2159.5,417858,902363271.25,83.53333333333333,248.0,HIGH
RATEGAIN,783.6,1147008,898795244.9,83.46666666666667,249.0,HIGH
ALKYLAMINE,1796.9,496381,891947659.93,83.39999999999999,250.0,HIGH
SHILPAMED,558.8,1592206,889724609.54,83.33333333333334,251.0,HIGH
ICICIPRULI,465.8,1893695,882083154.46,83.26666666666667,252.0,HIGH
INOXINDIA,1891.6,461677,873309053.15,83.2,253.0,HIGH
AEGISLOG,801.0,1081707,866447226.9,83.13333333333334,254.0,HIGH
360ONE,1052.0,819222,861821544.0,83.06666666666666,255.0,HIGH
KTKBANK,265.15,3228862,856132845.65,83.0,256.0,HIGH
LICHSGFIN,541.0,1577963,853677928.9,82.93333333333334,257.0,HIGH
IRFC,94.8,8976423,850964889.87,82.86666666666666,258.0,HIGH
KIRLOSENG,1817.8,463853,843192006.05,82.8,259.0,HIGH
PAISALO,59.51,14018687,834252019.01,82.73333333333333,260.0,HIGH
THOMASCOOK,115.08,7175024,825701723.27,82.66666666666667,261.0,HIGH
SONACOMS,589.25,1386539,817018076.29,82.6,262.0,HIGH
AFCONS,330.05,2448564,808148567.82,82.53333333333333,263.0,HIGH
LLOYDSME,1703.8,473712,807109676.83,82.46666666666667,264.0,HIGH
CONCORDBIO,1330.7,603096,802539551.61,82.39999999999999,265.0,HIGH
NATCOPHARM,854.6,937505,801191536.46,82.33333333333334,266.0,HIGH
NRBBEARING,436.2,1830086,798283448.3,82.26666666666667,267.0,HIGH
LGEINDIA,1540.4,518112,798100199.57,82.19999999999999,268.0,HIGH
PRESTIGE,1328.0,600883,797972225.6,82.13333333333334,269.0,HIGH
CAMS,741.1,1073316,795434090.85,82.06666666666666,270.0,HIGH
PHOENIXLTD,1765.7,449245,793232227.7,82.0,271.0,HIGH
IRB,20.52,38616847,792417727.35,81.93333333333334,272.0,HIGH
SKYGOLD,502.6,1569868,789015817.16,81.86666666666666,273.0,HIGH
CONCOR,445.5,1767208,787291297.65,81.8,274.0,HIGH
SENORES,1112.6,694238,772409348.74,81.73333333333333,275.0,HIGH
PNBHOUSING,968.5,794567,769537994.23,81.66666666666667,276.0,HIGH
FSL,250.25,3059644,765675948.54,81.6,277.0,HIGH
COROMANDEL,1880.7,401833,755727773.65,81.53333333333333,278.0,HIGH
HONAUT,36130.0,20883,754493757.5,81.46666666666667,279.0,HIGH
SOUTHBANK,45.13,16661288,751923922.67,81.39999999999999,280.0,HIGH
CCL,1193.4,628820,750433385.66,81.33333333333333,281.0,HIGH
NSLNISP,47.36,15803831,748469426.86,81.26666666666667,282.0,HIGH
NEULANDLAB,16946.0,44119,747633795.6,81.2,283.0,HIGH
CAPLIPOINT,2309.4,322672,745178569.82,81.13333333333334,284.0,HIGH
DEEPAKFERT,1494.9,494911,739841793.28,81.06666666666666,285.0,HIGH
BLS,253.65,2902901,736320846.3,81.0,286.0,HIGH
NH,1906.8,384701,733547504.22,80.93333333333334,287.0,HIGH
CHAMBLFERT,477.65,1534807,733100625.83,80.86666666666666,288.0,HIGH
IGL,162.17,4509636,731327588.89,80.80000000000001,289.0,HIGH
SHYAMMETL,968.85,742842,719702744.22,80.73333333333333,290.0,HIGH
IOLCP,129.54,5471679,708801280.35,80.66666666666666,291.0,HIGH
BLUESTARCO,1581.7,446291,705899085.59,80.60000000000001,292.0,HIGH
PETRONET,268.3,2609125,700028165.41,80.53333333333333,293.0,HIGH
MIDHANI,433.4,1614200,699594378.5,80.46666666666667,294.0,HIGH
NUVAMA,1522.2,458184,697447129.66,80.4,295.0,HIGH
APOLLOTYRE,385.85,1805648,696709446.16,80.33333333333333,296.0,HIGH
PRICOLLTD,543.05,1272037,690779487.25,80.26666666666667,297.0,HIGH
MRF,122595.0,5515,676129814.25,80.2,298.0,HIGH
VIPIND,308.95,2178797,673139313.4,80.13333333333334,299.0,HIGH
TEXRAIL,102.85,6477828,666244610.2,80.06666666666666,300.0,HIGH
SKIPPER,535.0,1237585,662107787.75,80.0,301.0,HIGH
PTCIL,18571.0,35476,658817367.6,79.93333333333334,302.0,HIGH
TATACAP,321.3,2045233,657133386.13,79.86666666666666,303.0,HIGH
CGCL,201.72,3238130,653195506.86,79.80000000000001,304.0,HIGH
SBICARD,580.7,1123547,652443785.65,79.73333333333333,305.0,HIGH
MOTILALOFS,841.0,772123,649355821.45,79.66666666666666,306.0,HIGH
TORNTPOWER,1399.1,463515,648503615.32,79.60000000000001,307.0,HIGH
COHANCE,430.5,1484081,638896762.88,79.53333333333333,308.0,HIGH
KARURVYSYA,272.7,2323710,633675636.29,79.46666666666667,309.0,HIGH
KEC,494.75,1276489,631543105.91,79.4,310.0,HIGH
TECHNOE,991.7,628704,623486161.15,79.33333333333333,311.0,HIGH
JKTYRE,363.7,1712076,622682025.73,79.26666666666667,312.0,HIGH
JWL,270.85,2298752,622617033.86,79.2,313.0,HIGH
J&KBANK,154.31,4020915,620467453.27,79.13333333333334,314.0,HIGH
FINCABLES,994.5,617191,613796200.88,79.06666666666666,315.0,HIGH
AIAENG,4439.0,136946,607903515.95,79.0,316.0,HIGH
BORORENEW,531.05,1144163,607607534.76,78.93333333333334,317.0,HIGH
JBCHEPHARM,2201.5,275787,607144309.98,78.86666666666666,318.0,HIGH
SHREECEM,23850.0,25056,597589177.5,78.8,319.0,HIGH
WABAG,1550.0,384676,596247335.0,78.73333333333333,320.0,HIGH
IPCALAB,1630.2,361098,588661371.4,78.66666666666666,321.0,HIGH
MINDACORP,648.1,900410,583555828.64,78.60000000000001,322.0,HIGH
DELTACORP,64.0,9097690,582252134.4,78.53333333333333,323.0,HIGH
HUDCO,205.56,2830320,581800675.07,78.46666666666667,324.0,HIGH
CENTRALBK,30.76,18522434,569750080.23,78.4,325.0,HIGH
PIRAMALFIN,1983.5,281992,559330239.42,78.33333333333333,326.0,HIGH
ASTERDM,812.9,683088,555282617.68,78.26666666666667,327.0,HIGH
JINDALSAW,225.16,2456324,553065898.32,78.2,328.0,HIGH
SAGILITY,40.14,13706857,550193247.67,78.13333333333333,329.0,HIGH
SOTL,550.55,987313,543565352.79,78.06666666666666,330.0,HIGH
IDBI,74.93,7201403,539601125.24,78.0,331.0,HIGH
HEG,518.35,1039101,538617900.23,77.93333333333334,332.0,HIGH
OBEROIRLTY,1591.6,336973,536326934.79,77.86666666666666,333.0,HIGH
BSOFT,315.55,1696471,535321387.56,77.8,334.0,HIGH
SBC,36.83,14517215,534669040.3,77.73333333333333,335.0,HIGH
CRAFTSMAN,8986.5,59460,534334144.73,77.66666666666666,336.0,HIGH
PACEDIGITK,187.34,2825891,529402409.59,77.60000000000001,337.0,HIGH
TATACHEM,720.4,726492,523364854.54,77.53333333333333,338.0,HIGH
GODREJIND,1033.0,504492,521140752.5,77.46666666666667,339.0,HIGH
MAYURUNIQ,811.25,639186,518539845.31,77.4,340.0,HIGH
GRMOVER,91.05,5689891,518064624.78,77.33333333333333,341.0,HIGH
URBANCO,122.67,4215386,517101343.83,77.26666666666667,342.0,HIGH
UJJIVANSFB,52.94,9746175,515962467.29,77.2,343.0,HIGH
ELGIEQUIP,602.85,851794,513503901.68,77.13333333333333,344.0,HIGH
SFL,696.55,729637,508228434.48,77.06666666666668,345.0,HIGH
SUPREMEIND,3488.5,145140,506320890.0,77.0,346.0,HIGH
PCBL,287.15,1759932,505364534.85,76.93333333333334,347.0,HIGH
WHEELS,1583.6,318781,504821979.72,76.86666666666667,348.0,HIGH
IEX,118.75,4217242,500797475.63,76.8,349.0,HIGH
M&MFIN,277.25,1804978,500430108.91,76.73333333333333,350.0,HIGH
SKMEGGPROD,241.24,2060241,497012453.66,76.66666666666667,351.0,MEDIUM
ARVIND,493.4,1000703,493747051.45,76.6,352.0,MEDIUM
WEWORK,643.75,762408,490800439.69,76.53333333333333,353.0,MEDIUM
JSWINFRA,278.6,1759168,490104299.12,76.46666666666667,354.0,MEDIUM
SHREEJISPG,450.7,1066632,480730965.28,76.4,355.0,MEDIUM
MOREPENLAB,49.37,9621684,475022541.15,76.33333333333333,356.0,MEDIUM
SURYAROSNI,247.61,1917554,474805621.39,76.26666666666667,357.0,MEDIUM
PROTEAN,602.8,784496,472894028.52,76.2,358.0,MEDIUM
VIKRAMSOLR,213.28,2179775,464902313.36,76.13333333333333,359.0,MEDIUM
LATENTVIEW,293.35,1584225,464732325.41,76.06666666666668,360.0,MEDIUM
SYNGENE,454.65,1016170,462001570.64,76.0,361.0,MEDIUM
VOLTAMP,9754.0,47285,461222279.3,75.93333333333334,362.0,MEDIUM
NTPCGREEN,98.32,4650551,457242187.65,75.86666666666667,363.0,MEDIUM
LXCHEM,149.95,3044221,456480899.67,75.8,364.0,MEDIUM
SCHNEIDER,1082.9,420005,454823099.88,75.73333333333333,365.0,MEDIUM
KIMS,763.15,592248,451974151.97,75.66666666666667,366.0,MEDIUM
SASKEN,2261.6,198187,448220303.95,75.6,367.0,MEDIUM
IRCTC,512.35,874751,448178858.43,75.53333333333333,368.0,MEDIUM
