Symbol,Close,AVG_20D_VOLUME,ADV_RUPEES,LIQUIDITY_SCORE,LIQUIDITY_RANK,LIQUIDITY_BUCKET
SATIA,53.49,149020,7971055.98,22.933333333333334,1157.0,ILLIQUID
MOLDTECH,126.45,62871,7950018.79,22.866666666666667,1158.0,ILLIQUID
UNIDT,240.0,32994,7918500.0,22.8,1159.0,ILLIQUID
MANBA,115.43,68543,7911941.6,22.733333333333334,1160.0,ILLIQUID
AVADHSUGAR,455.8,17241,7858310.85,22.666666666666664,1161.0,ILLIQUID
KRYSTAL,575.1,13639,7843702.3,22.6,1162.0,ILLIQUID
ALICON,644.55,11969,7714425.44,22.53333333333333,1163.0,ILLIQUID
KKCL,434.85,17718,7704541.95,22.466666666666665,1164.0,ILLIQUID
MEIL,306.25,25140,7699125.0,22.400000000000002,1165.0,ILLIQUID
OMAXE,74.58,102633,7654376.79,22.333333333333332,1166.0,ILLIQUID
DECCANCE,572.95,13313,7627654.87,22.26666666666667,1167.0,ILLIQUID
PAUSHAKLTD,453.85,16617,7541512.09,22.2,1168.0,ILLIQUID
RUSTOMJEE,381.05,19693,7504036.46,22.133333333333333,1169.0,ILLIQUID
MADRASFERT,67.93,110319,7493986.69,22.066666666666666,1170.0,ILLIQUID
GEECEE,330.2,22460,7416275.76,22.0,1171.0,ILLIQUID
PAKKA,80.19,91982,7376044.82,21.933333333333334,1172.0,ILLIQUID
THEJO,1522.7,4786,7287870.37,21.866666666666667,1173.0,ILLIQUID
TARACHAND,55.66,127807,7113734.82,21.8,1174.0,ILLIQUID
JETFREIGHT,21.86,323842,7079184.13,21.73333333333333,1175.0,ILLIQUID
ACCELYA,1120.1,6279,7033051.74,21.666666666666668,1176.0,ILLIQUID
PANSARI,277.3,25295,7014358.65,21.6,1177.0,ILLIQUID
PDMJEPAPER,80.61,85660,6905056.68,21.53333333333333,1178.0,ILLIQUID
EIFFL,228.55,29955,6846295.33,21.46666666666667,1179.0,ILLIQUID
SMARTLINK,163.02,41943,6837621.4,21.4,1180.0,ILLIQUID
FAIRCHEMOR,572.55,11926,6828488.8,21.333333333333336,1181.0,ILLIQUID
GOKUL,40.94,160834,6584564.21,21.266666666666666,1182.0,ILLIQUID
KICL,4983.0,1318,6570085.5,21.2,1183.0,ILLIQUID
AVTNPL,70.57,92537,6530307.83,21.133333333333333,1184.0,ILLIQUID
KRONOX,132.91,48807,6486911.97,21.066666666666666,1185.0,ILLIQUID
MEDICAMEQ,230.1,27965,6434758.18,21.0,1186.0,ILLIQUID
SUMMITSEC,1471.1,4373,6432973.08,20.933333333333334,1187.0,ILLIQUID
KECL,101.53,62416,6337055.79,20.866666666666667,1188.0,ILLIQUID
GRPLTD,1667.1,3772,6287717.62,20.8,1189.0,ILLIQUID
REPRO,354.3,17544,6215679.55,20.733333333333334,1190.0,ILLIQUID
ESTER,87.53,70891,6205054.13,20.666666666666668,1191.0,ILLIQUID
RKSWAMY,98.24,62799,6169368.71,20.599999999999998,1192.0,ILLIQUID
SCPL,445.1,13858,6168240.39,20.533333333333335,1193.0,ILLIQUID
YUKEN,671.55,9078,6096263.63,20.466666666666665,1194.0,ILLIQUID
BIRLAMONEY,128.35,47378,6081030.76,20.4,1195.0,ILLIQUID
VERTOZ,44.81,133709,5991482.55,20.333333333333332,1196.0,ILLIQUID
WEALTH,915.7,6527,5976453.48,20.266666666666666,1197.0,ILLIQUID
PYRAMID,163.27,36596,5975020.91,20.200000000000003,1198.0,ILLIQUID
CAPITALSFB,275.2,21485,5912741.06,20.133333333333333,1199.0,ILLIQUID
SRHHYPOLTD,494.25,11774,5819250.08,20.066666666666666,1200.0,ILLIQUID
IRIS,232.85,24488,5701926.17,20.0,1201.0,ILLIQUID
NINSYS,709.45,8031,5697486.63,19.933333333333334,1202.0,ILLIQUID
XCHANGING,63.02,90176,5682888.41,19.866666666666667,1203.0,ILLIQUID
TVTODAY,109.4,51774,5664130.38,19.8,1204.0,ILLIQUID
KAPSTON,335.75,16763,5628110.1,19.733333333333334,1205.0,ILLIQUID
PANACHE,370.1,15199,5625020.46,19.666666666666664,1206.0,ILLIQUID
EVERESTIND,341.0,16302,5558896.75,19.6,1207.0,ILLIQUID
STEL,533.75,10389,5544941.94,19.53333333333333,1208.0,ILLIQUID
UFO,71.98,77002,5542579.03,19.466666666666665,1209.0,ILLIQUID
KUANTUM,73.68,75216,5541940.69,19.400000000000002,1210.0,ILLIQUID
GULFPETRO,38.25,143623,5493575.92,19.333333333333332,1211.0,ILLIQUID
IGCL,58.05,94518,5486787.24,19.26666666666667,1212.0,ILLIQUID
OMINFRAL,81.37,67198,5467925.86,19.2,1213.0,ILLIQUID
OAL,339.35,15797,5360593.27,19.133333333333333,1214.0,ILLIQUID
SUNDROP,658.2,7954,5235520.36,19.066666666666666,1215.0,ILLIQUID
ZIMLAB,111.66,46874,5233928.68,19.0,1216.0,ILLIQUID
WCIL,92.04,56781,5226086.48,18.933333333333334,1217.0,ILLIQUID
NAHARPOLY,239.7,21745,5212252.46,18.866666666666667,1218.0,ILLIQUID
AYMSYNTEX,218.67,23702,5183025.63,18.8,1219.0,ILLIQUID
LYKALABS,71.94,71713,5159040.59,18.73333333333333,1220.0,ILLIQUID
ALKALI,87.02,58651,5103796.77,18.666666666666668,1221.0,ILLIQUID
VIDHIING,286.15,17774,5086130.14,18.6,1222.0,ILLIQUID
DOLPHIN,392.65,12836,5040212.38,18.53333333333333,1223.0,ILLIQUID
MUNJALSHOW,130.22,38149,4967795.38,18.46666666666667,1224.0,ILLIQUID
ORIENTBELL,320.7,15340,4919570.26,18.4,1225.0,ILLIQUID
SNOWMAN,37.09,129946,4819702.72,18.333333333333332,1226.0,ILLIQUID
MAWANASUG,101.97,47228,4815803.53,18.266666666666666,1227.0,ILLIQUID
NATHBIOGEN,169.61,28044,4756585.26,18.2,1228.0,ILLIQUID
SHREDIGCEM,69.65,68269,4754915.06,18.133333333333333,1229.0,ILLIQUID
SESHAPAPER,227.32,20863,4742509.12,18.066666666666666,1230.0,ILLIQUID
UGARSUGAR,39.9,118541,4729798.05,18.0,1231.0,ILLIQUID
GOACARBON,389.75,12081,4708706.16,17.933333333333334,1232.0,ILLIQUID
CSLFINANCE,223.36,20805,4647049.48,17.866666666666667,1233.0,ILLIQUID
MALLCOM,975.55,4729,4612936.89,17.8,1234.0,ILLIQUID
RADIANTCMS,38.23,120259,4597491.96,17.733333333333334,1235.0,ILLIQUID
MAGADSUGAR,448.1,10240,4588768.11,17.666666666666668,1236.0,ILLIQUID
INSPIRISYS,115.1,39840,4585624.22,17.599999999999998,1237.0,ILLIQUID
BHARATGEAR,110.86,40226,4459437.76,17.533333333333335,1238.0,ILLIQUID
AARVI,135.92,32711,4446092.65,17.466666666666665,1239.0,ILLIQUID
DYNPRO,246.25,17989,4429717.38,17.4,1240.0,ILLIQUID
OSWALGREEN,22.75,191993,4367830.51,17.333333333333336,1241.0,ILLIQUID
BRIGHOTEL,62.65,69716,4367716.9,17.266666666666666,1242.0,ILLIQUID
LIBERTSHOE,233.17,18246,4254373.15,17.2,1243.0,ILLIQUID
BALPHARMA,86.15,49360,4252333.92,17.133333333333333,1244.0,ILLIQUID
PLASTIBLEN,170.13,24778,4215455.74,17.066666666666666,1245.0,ILLIQUID
ALLDIGI,826.6,5087,4205120.73,17.0,1246.0,ILLIQUID
LINC,99.68,41923,4178874.68,16.933333333333334,1247.0,ILLIQUID
DBOL,107.07,39019,4177716.14,16.866666666666667,1248.0,ILLIQUID
MUTHOOTCAP,193.51,21509,4162158.09,16.8,1249.0,ILLIQUID
ASIANHOTNR,300.35,13753,4130593.49,16.733333333333334,1250.0,ILLIQUID
SHANTIGEAR,440.05,9302,4093499.0,16.666666666666664,1251.0,ILLIQUID
KABRAEXTRU,234.36,17450,4089617.16,16.6,1252.0,ILLIQUID
AAREYDRUGS,78.22,52069,4072817.69,16.53333333333333,1253.0,ILLIQUID
CENTRUM,21.75,187053,4068398.4,16.466666666666665,1254.0,ILLIQUID
INTLCONV,78.7,51384,4043924.58,16.400000000000002,1255.0,ILLIQUID
PVSL,95.35,42167,4020585.25,16.333333333333332,1256.0,ILLIQUID
BMWVENTLTD,59.64,67280,4012591.09,16.266666666666666,1257.0,ILLIQUID
DENORA,757.15,5278,3996275.69,16.2,1258.0,ILLIQUID
RUBFILA,71.04,55850,3967559.19,16.133333333333333,1259.0,ILLIQUID
SINCLAIR,74.97,52865,3963300.36,16.066666666666666,1260.0,ILLIQUID
DBEIL,79.43,49843,3959049.36,16.0,1261.0,ILLIQUID
SREEL,197.16,20059,3954763.51,15.933333333333334,1262.0,ILLIQUID
EIHAHOTELS,296.7,13264,3935399.29,15.866666666666667,1263.0,ILLIQUID
MUKKA,21.24,184618,3921277.78,15.8,1264.0,ILLIQUID
SOFTTECH,425.1,9202,3911876.53,15.733333333333333,1265.0,ILLIQUID
MAHEPC,107.23,36409,3904158.64,15.666666666666668,1266.0,ILLIQUID
BLAL,183.88,21154,3889733.27,15.6,1267.0,ILLIQUID
TRACXN,31.38,123124,3863621.6,15.533333333333331,1268.0,ILLIQUID
BANSWRAS,129.29,29548,3820254.26,15.466666666666667,1269.0,ILLIQUID
MANOMAY,195.73,19508,3818369.26,15.4,1270.0,ILLIQUID
KAYA,236.81,15926,3771436.02,15.333333333333332,1271.0,ILLIQUID
SUDARCOLOR,365.55,10304,3766462.58,15.266666666666667,1272.0,ILLIQUID
IVP,166.34,22630,3764340.65,15.2,1273.0,ILLIQUID
DONEAR,89.24,42171,3763357.8,15.133333333333333,1274.0,ILLIQUID
TCPLPACK,2488.7,1512,3763287.63,15.066666666666666,1275.0,ILLIQUID
GUJAPOLLO,369.65,10110,3737161.44,15.0,1276.0,ILLIQUID
KCPSUGIND,22.88,162944,3728160.87,14.933333333333335,1277.0,ILLIQUID
SPECIALITY,106.4,34890,3712338.61,14.866666666666667,1278.0,ILLIQUID
ANDHRAPAP,61.57,59766,3679792.6,14.799999999999999,1279.0,ILLIQUID
AKSHARCHEM,210.46,17412,3664455.98,14.733333333333334,1280.0,ILLIQUID
HMVL,83.88,43600,3657142.72,14.666666666666666,1281.0,ILLIQUID
BASML,25.11,143467,3602457.71,14.6,1282.0,ILLIQUID
SHEMAROO,114.19,31320,3576413.75,14.533333333333335,1283.0,ILLIQUID
CIFL,23.24,150049,3487144.54,14.466666666666667,1284.0,ILLIQUID
VLSFINANCE,228.0,15184,3461952.0,14.399999999999999,1285.0,ILLIQUID
SUPREMEINF,72.61,47435,3444248.12,14.333333333333334,1286.0,ILLIQUID
KNAGRI,190.61,18050,3440424.74,14.266666666666666,1287.0,ILLIQUID
AARTISURF,362.15,9156,3315845.34,14.2,1288.0,ILLIQUID
HARRMALAYA,202.41,16214,3281825.2,14.133333333333335,1289.0,ILLIQUID
MIRZAINT,29.71,110062,3269938.95,14.066666666666666,1290.0,ILLIQUID
DEVX,36.71,88687,3255688.68,14.000000000000002,1291.0,ILLIQUID
SICALLOG,79.61,40375,3214289.6,13.933333333333334,1292.0,ILLIQUID
JAYAGROGN,222.06,14444,3207323.57,13.866666666666665,1293.0,ILLIQUID
RUCHIRA,112.38,28337,3184483.89,13.8,1294.0,ILLIQUID
NAHARINDUS,116.2,27370,3180382.3,13.733333333333334,1295.0,ILLIQUID
BBTCL,230.01,13689,3148583.81,13.666666666666666,1296.0,ILLIQUID
BAFNAPH,165.86,18915,3137192.15,13.600000000000001,1297.0,ILLIQUID
ATL,24.29,128512,3121545.67,13.533333333333333,1298.0,ILLIQUID
TEXMOPIPES,45.57,68252,3110234.51,13.466666666666665,1299.0,ILLIQUID
TRF,222.35,13818,3072387.91,13.4,1300.0,ILLIQUID
ANUHPHR,75.87,40463,3069946.89,13.333333333333334,1301.0,ILLIQUID
VARDHACRLC,44.17,69280,3060088.64,13.266666666666666,1302.0,ILLIQUID
MAHESHWARI,69.23,43372,3002650.63,13.200000000000001,1303.0,ILLIQUID
OMFREIGHT,82.45,36321,2994703.44,13.133333333333333,1304.0,ILLIQUID
JOCIL,148.24,20006,2965696.96,13.066666666666665,1305.0,ILLIQUID
GLOSTERLTD,668.8,4294,2872161.55,13.0,1306.0,ILLIQUID
HALEOSLABS,1400.5,2043,2860661.3,12.933333333333334,1307.0,ILLIQUID
KOKUYOCMLN,83.87,33365,2798335.22,12.866666666666667,1308.0,ILLIQUID
SAURASHCEM,57.61,48539,2796308.78,12.8,1309.0,ILLIQUID
CHEVIOT,1083.5,2554,2767204.82,12.733333333333333,1310.0,ILLIQUID
JAYSREETEA,82.72,33162,2743177.22,12.666666666666668,1311.0,ILLIQUID
MAHASTEEL,899.1,3031,2724902.3,12.6,1312.0,ILLIQUID
DVL,239.89,11228,2693472.92,12.533333333333333,1313.0,ILLIQUID
VRAJ,121.47,21794,2647317.21,12.466666666666667,1314.0,ILLIQUID
KMSUGAR,26.85,97318,2612978.94,12.4,1315.0,ILLIQUID
MCL,57.52,45280,2604525.75,12.333333333333334,1316.0,ILLIQUID
HINDCOMPOS,412.25,6292,2593691.49,12.266666666666666,1317.0,ILLIQUID
WSI,71.11,36446,2591707.08,12.2,1318.0,ILLIQUID
CONSOFINVT,221.27,11662,2580483.98,12.133333333333333,1319.0,ILLIQUID
EMAMIPAP,85.01,30236,2570392.18,12.066666666666666,1320.0,ILLIQUID
NIPPOBATRY,347.5,7318,2542883.38,12.0,1321.0,ILLIQUID
SPENCERS,35.95,70643,2539603.32,11.933333333333334,1322.0,ILLIQUID
KHAICHEM,54.82,45912,2516879.38,11.866666666666667,1323.0,ILLIQUID
NOVAAGRI,28.14,86060,2421719.91,11.799999999999999,1324.0,ILLIQUID
PPAP,205.76,11705,2408492.75,11.733333333333333,1325.0,ILLIQUID
VALIANTLAB,69.18,34480,2385347.16,11.666666666666666,1326.0,ILLIQUID
MONEYBOXX,70.12,33796,2369761.59,11.600000000000001,1327.0,ILLIQUID
NAHARSPING,264.55,8729,2309270.07,11.533333333333333,1328.0,ILLIQUID
DIAMINESQ,247.71,9180,2273953.09,11.466666666666667,1329.0,ILLIQUID
ENIL,112.17,19998,2243198.06,11.4,1330.0,ILLIQUID
KRISHIVAL,406.95,5485,2232141.16,11.333333333333332,1331.0,ILLIQUID
UCAL,99.31,22392,2223759.4,11.266666666666666,1332.0,ILLIQUID
BSL,122.92,18034,2216757.68,11.200000000000001,1333.0,ILLIQUID
HTMEDIA,22.3,98526,2197125.26,11.133333333333335,1334.0,ILLIQUID
DCM,92.85,23528,2184602.62,11.066666666666666,1335.0,ILLIQUID
BIL,681.8,3199,2181180.43,11.0,1336.0,ILLIQUID
LOTUSEYE,122.42,17191,2104479.34,10.933333333333334,1337.0,ILLIQUID
SINTERCOM,71.7,28553,2047260.77,10.866666666666665,1338.0,ILLIQUID
THEINVEST,91.54,21609,1978097.03,10.8,1339.0,ILLIQUID
HPAL,35.07,56311,1974840.78,10.733333333333334,1340.0,ILLIQUID
STARTECK,264.0,7462,1969875.6,10.666666666666668,1341.0,ILLIQUID
SHALPAINTS,53.28,36903,1966183.8,10.6,1342.0,ILLIQUID
VHLTD,136.94,14161,1939227.92,10.533333333333333,1343.0,ILLIQUID
GFLLIMITED,46.38,40401,1873810.02,10.466666666666667,1344.0,ILLIQUID
TREL,25.84,72187,1865315.97,10.4,1345.0,ILLIQUID
PLAZACABLE,46.82,39544,1851440.7,10.333333333333334,1346.0,ILLIQUID
PTL,40.24,45933,1848362.11,10.266666666666667,1347.0,ILLIQUID
AHLWEST,566.9,3253,1844182.47,10.2,1348.0,ILLIQUID
MOTOGENFIN,30.0,61453,1843594.5,10.133333333333333,1349.0,ILLIQUID
SRGHFL,280.0,6534,1829436.0,10.066666666666666,1350.0,ILLIQUID
KANORICHEM,90.0,20266,1823904.0,10.0,1351.0,ILLIQUID
TTKHLTCARE,881.4,2037,1795676.27,9.933333333333334,1352.0,ILLIQUID
SURANASOL,27.03,65311,1765365.84,9.866666666666667,1353.0,ILLIQUID
UEL,143.21,12228,1751121.84,9.8,1354.0,ILLIQUID
GEEKAYWIRE,22.18,77610,1721393.15,9.733333333333333,1355.0,ILLIQUID
HILINFRA,47.55,35978,1710768.14,9.666666666666666,1356.0,ILLIQUID
SMLT,71.87,23658,1700282.56,9.6,1357.0,ILLIQUID
GTPL,63.62,26449,1682691.71,9.533333333333333,1358.0,ILLIQUID
EMMBI,83.66,19937,1667925.31,9.466666666666667,1359.0,ILLIQUID
SUTLEJTEX,36.93,45158,1667672.03,9.4,1360.0,ILLIQUID
RVTH,688.25,2412,1659749.29,9.333333333333334,1361.0,ILLIQUID
GLOBECIVIL,39.53,40925,1617753.34,9.266666666666666,1362.0,ILLIQUID
RAJSREESUG,32.41,49548,1605840.95,9.2,1363.0,ILLIQUID
ALBERTDAVD,700.4,2258,1581853.46,9.133333333333333,1364.0,ILLIQUID
VSTL,120.26,12973,1560151.05,9.066666666666666,1365.0,ILLIQUID
FIBERWEB,27.99,54621,1528836.18,9.0,1366.0,ILLIQUID
MANAKSIA,57.62,26490,1526373.94,8.933333333333334,1367.0,ILLIQUID
ROSSELLIND,54.55,27830,1518107.39,8.866666666666667,1368.0,ILLIQUID
SAHYADRI,268.65,5612,1507717.5,8.799999999999999,1369.0,ILLIQUID
TRIGYN,54.93,27321,1500761.76,8.733333333333333,1370.0,ILLIQUID
VHL,3378.0,440,1485982.2,8.666666666666668,1371.0,ILLIQUID
DCMNVL,163.96,9061,1485649.82,8.6,1372.0,ILLIQUID
KOHINOOR,23.52,63147,1485217.47,8.533333333333333,1373.0,ILLIQUID
ISFT,85.73,17131,1468619.26,8.466666666666667,1374.0,ILLIQUID
ALPHAGEO,195.71,7442,1456415.16,8.4,1375.0,ILLIQUID
ODIGMA,20.5,70539,1446054.62,8.333333333333332,1376.0,ILLIQUID
APOLSINHOT,1323.4,1082,1432580.53,8.266666666666666,1377.0,ILLIQUID
AARON,114.64,12114,1388760.42,8.200000000000001,1378.0,ILLIQUID
UNIENTER,102.89,13228,1361003.19,8.133333333333333,1379.0,ILLIQUID
SRD,39.54,34311,1356674.76,8.066666666666666,1380.0,ILLIQUID
NAHARCAP,248.4,5325,1322705.13,8.0,1381.0,ILLIQUID
STARPAPER,132.86,9832,1306312.74,7.933333333333334,1382.0,ILLIQUID
JMA,93.91,13689,1285557.52,7.866666666666666,1383.0,ILLIQUID
NGIL,39.28,32660,1282884.76,7.8,1384.0,ILLIQUID
AAATECH,94.71,13483,1276946.5,7.733333333333333,1385.0,ILLIQUID
CINELINE,78.37,16002,1254112.05,7.666666666666666,1386.0,ILLIQUID
SSDL,54.22,22244,1206061.57,7.6,1387.0,ILLIQUID
ADVANIHOTR,52.03,22926,1192826.74,7.533333333333333,1388.0,ILLIQUID
BANARISUG,3600.3,324,1166317.2,7.466666666666668,1389.0,ILLIQUID
SAGARDEEP,24.82,44733,1110271.81,7.3999999999999995,1390.0,ILLIQUID
MITCON,82.6,13374,1104659.34,7.333333333333333,1391.0,ILLIQUID
ALPA,68.0,15992,1087479.8,7.2666666666666675,1392.0,ILLIQUID
BEARDSELL,28.13,37086,1043230.56,7.199999999999999,1393.0,ILLIQUID
BALAJEE,28.32,36413,1031226.06,7.133333333333333,1394.0,ILLIQUID
HITECHGEAR,580.55,1718,997675.15,7.066666666666667,1395.0,ILLIQUID
SHIVATEX,151.5,6585,997566.9,7.000000000000001,1396.0,ILLIQUID
INDIANCARD,214.9,4597,987970.49,6.933333333333333,1397.0,ILLIQUID
SILINV,413.2,2340,966970.67,6.866666666666667,1398.0,ILLIQUID
VMSTMT,45.08,21432,966156.85,6.800000000000001,1399.0,ILLIQUID
MURUDCERA,30.74,31195,958935.83,6.7333333333333325,1400.0,ILLIQUID
WORTHPERI,124.98,7664,957821.75,6.666666666666667,1401.0,ILLIQUID
ISHANCH,59.0,16127,951469.4,6.6000000000000005,1402.0,ILLIQUID
DICIND,494.8,1908,943830.98,6.533333333333332,1403.0,ILLIQUID
ELDEHSG,829.55,1131,938096.6,6.466666666666667,1404.0,ILLIQUID
LAGNAM,79.19,11838,937455.21,6.4,1405.0,ILLIQUID
INDBANK,33.39,28066,937130.4,6.333333333333334,1406.0,ILLIQUID
UMIYA-MRO,87.56,10574,925824.39,6.266666666666667,1407.0,ILLIQUID
CHEMFAB,404.95,2272,920086.92,6.2,1408.0,ILLIQUID
ARCHIDPLY,78.82,11568,911766.11,6.133333333333333,1409.0,ILLIQUID
PAR,87.81,10029,880685.98,6.066666666666666,1410.0,ILLIQUID
ACL,52.91,16406,868025.58,6.0,1411.0,ILLIQUID
USK,24.6,34683,853210.42,5.933333333333334,1412.0,ILLIQUID
SUPERHOUSE,153.69,5510,846808.86,5.866666666666666,1413.0,ILLIQUID
BEDMUTHA,108.1,7832,846677.02,5.800000000000001,1414.0,ILLIQUID
UNITEDTEA,507.35,1659,841921.97,5.733333333333333,1415.0,ILLIQUID
IL&FSENGG,29.06,28735,835043.44,5.666666666666666,1416.0,ILLIQUID
RHL,178.16,4622,823375.36,5.6000000000000005,1417.0,ILLIQUID
URAVIDEF,115.3,7135,822711.64,5.533333333333333,1418.0,ILLIQUID
AHLEAST,154.08,5278,813272.77,5.466666666666667,1419.0,ILLIQUID
APCL,116.44,6881,801194.55,5.4,1420.0,ILLIQUID
KOTHARIPRO,70.15,11327,794610.11,5.333333333333334,1421.0,ILLIQUID
MUKTAARTS,60.14,13008,782307.13,5.266666666666667,1422.0,ILLIQUID
ATAM,70.56,10922,770673.93,5.2,1423.0,ILLIQUID
KOTARISUG,24.72,30765,760512.01,5.133333333333334,1424.0,ILLIQUID
GKWLIMITED,1824.4,408,743716.67,5.066666666666666,1425.0,ILLIQUID
DBSTOCKBRO,31.42,23385,734766.13,5.0,1426.0,ILLIQUID
LOVABLE,69.74,10158,708415.41,4.933333333333334,1427.0,ILLIQUID
SHREYANIND,135.73,5207,706752.87,4.866666666666666,1428.0,ILLIQUID
JISLDVREQS,22.95,28872,662622.75,4.8,1429.0,ILLIQUID
PODDARMENT,251.0,2616,656553.25,4.733333333333333,1430.0,ILLIQUID
NBIFIN,1804.4,362,653192.81,4.666666666666667,1431.0,ILLIQUID
MANGALAM,28.3,22902,648133.66,4.6,1432.0,ILLIQUID
SANDESH,928.7,681,632305.4,4.533333333333333,1433.0,ILLIQUID
DHUNINV,781.5,793,619612.28,4.466666666666667,1434.0,ILLIQUID
GILLANDERS,88.06,6887,606460.4,4.3999999999999995,1435.0,ILLIQUID
KALYANIFRG,596.55,1016,605886.0,4.333333333333334,1436.0,ILLIQUID
AHLADA,39.85,13859,552263.2,4.266666666666667,1437.0,ILLIQUID
AUSOMENT,116.71,4557,531864.97,4.2,1438.0,ILLIQUID
HEXATRADEX,162.35,3103,503723.36,4.133333333333333,1439.0,ILLIQUID
ASPINWALL,236.0,2008,473899.8,4.066666666666666,1440.0,ILLIQUID
BSHSL,94.01,4982,468310.83,4.0,1441.0,ILLIQUID
MHLXMIRU,174.06,2671,464957.77,3.933333333333333,1442.0,ILLIQUID
OBCL,57.37,7917,454201.15,3.8666666666666667,1443.0,ILLIQUID
SIGIND,48.12,9385,451589.35,3.8,1444.0,ILLIQUID
MOHITIND,22.36,19895,444852.21,3.733333333333334,1445.0,ILLIQUID
NORBTEAEXP,76.7,5792,444215.7,3.6666666666666665,1446.0,ILLIQUID
DTIL,131.06,3348,438736.45,3.5999999999999996,1447.0,ILLIQUID
HMT,55.87,7423,414720.21,3.5333333333333337,1448.0,ILLIQUID
INDTERRAIN,31.7,12866,407868.06,3.4666666666666663,1449.0,ILLIQUID
AMJLAND,36.06,11245,405494.72,3.4000000000000004,1450.0,ILLIQUID
SALONA,266.65,1464,390255.6,3.3333333333333335,1451.0,ILLIQUID
CORALFINAC,31.5,11983,377467.65,3.266666666666666,1452.0,ILLIQUID
PIONEEREMB,24.2,15352,371523.25,3.2,1453.0,ILLIQUID
STEELCITY,75.88,4873,369740.46,3.1333333333333333,1454.0,ILLIQUID
BANG,37.25,9802,365115.19,3.0666666666666664,1455.0,ILLIQUID
HINDCON,21.15,16620,351516.17,3.0,1456.0,ILLIQUID
SELMC,29.85,11319,337863.2,2.933333333333333,1457.0,ILLIQUID
WIPL,148.0,2235,330728.2,2.8666666666666667,1458.0,ILLIQUID
DAMODARIND,30.28,10347,313301.11,2.8000000000000003,1459.0,ILLIQUID
ZODIACLOTH,73.46,4150,304822.27,2.7333333333333334,1460.0,ILLIQUID
TARMAT,51.45,5743,295461.92,2.666666666666667,1461.0,ILLIQUID
KAKATCEM,124.04,2299,285192.77,2.6,1462.0,ILLIQUID
BANARBEADS,98.3,2790,274237.35,2.533333333333333,1463.0,ILLIQUID
RELCHEMQ,121.79,2250,274039.68,2.466666666666667,1464.0,ILLIQUID
NDGL,2408.8,111,267015.49,2.4,1465.0,ILLIQUID
VITAL,54.33,4886,265434.66,2.3333333333333335,1466.0,ILLIQUID
ORIENTLTD,59.04,4010,236759.26,2.2666666666666666,1467.0,ILLIQUID
MALUPAPER,31.03,7395,229474.61,2.1999999999999997,1468.0,ILLIQUID
ANIKINDS,42.56,5321,226466.02,2.1333333333333333,1469.0,ILLIQUID
TOTAL,48.57,4572,222074.18,2.0666666666666664,1470.0,ILLIQUID
RAJRILTD,20.15,10861,218855.19,2.0,1471.0,ILLIQUID
GANGESSECU,122.91,1767,217181.98,1.9333333333333333,1472.0,ILLIQUID
SURAJLTD,227.0,951,215831.6,1.866666666666667,1473.0,ILLIQUID
AIROLAM,87.48,2390,209081.58,1.7999999999999998,1474.0,ILLIQUID
DIGJAMLMTD,44.9,4616,207235.96,1.7333333333333332,1475.0,ILLIQUID
DHRUV,27.5,7375,202813.88,1.6666666666666667,1476.0,ILLIQUID
3PLAND,32.5,6111,198615.62,1.6,1477.0,ILLIQUID
PALREDTEC,45.0,4295,193279.5,1.5333333333333332,1478.0,ILLIQUID
SURYALAXMI,56.01,3377,189120.56,1.4666666666666666,1479.0,ILLIQUID
SPLIL,28.72,6006,172502.37,1.4000000000000001,1480.0,ILLIQUID
HPIL,128.41,1328,170567.01,1.3333333333333335,1481.0,ILLIQUID
HISARMETAL,146.0,1158,169126.4,1.2666666666666666,1482.0,ILLIQUID
PALASHSECU,92.57,1754,162409.44,1.2,1483.0,ILLIQUID
AMBICAAGAR,24.5,6433,157606.05,1.1333333333333333,1484.0,ILLIQUID
TOUCHWOOD,69.04,1971,136105.46,1.0666666666666667,1485.0,ILLIQUID
SHIVAMILLS,65.87,1967,129595.94,1.0,1486.0,ILLIQUID
WEIZMANIND,81.87,1537,125830.1,0.9333333333333335,1487.0,ILLIQUID
AROGRANITE,24.83,4746,117845.66,0.8666666666666666,1488.0,ILLIQUID
INCREDIBLE,34.31,3409,116957.65,0.8,1489.0,ILLIQUID
21STCENMGM,32.37,3277,106086.2,0.7333333333333333,1490.0,ILLIQUID
TOKYOPLAST,82.0,1281,105033.8,0.6666666666666667,1491.0,ILLIQUID
MADHAV,36.45,2371,86430.24,0.6,1492.0,ILLIQUID
NKIND,64.2,1198,76943.7,0.5333333333333333,1493.0,ILLIQUID
KAUSHALYA,838.1,91,76644.24,0.46666666666666673,1494.0,ILLIQUID
GROBTEA,926.4,82,76289.04,0.4,1495.0,ILLIQUID
WILLAMAGOR,26.4,2479,65445.6,0.33333333333333337,1496.0,ILLIQUID
CURAA,79.17,638,50518.38,0.26666666666666666,1497.0,ILLIQUID
LOYALTEX,204.5,139,28353.93,0.2,1498.0,ILLIQUID
SHIVAUM,355.75,24,8609.15,0.13333333333333333,1499.0,ILLIQUID
KALYANI,138.09,0,0.0,0.06666666666666667,1500.0,ILLIQUID
