Symbol,ENTRY_SCORE,RSI,VOLUME_RATIO,EMA20,EMA50,DISTANCE_TO_HIGH,LAST_UPDATED,ENTRY_RANK
BSL.NS,4,56.72,0.04,126.81,126.59,-3735.06,2026-06-09 06:48:50.841178,7.0
GEOJITFSL.NS,4,47.98,0.33,72.85,69.9,-1739.35,2026-06-09 11:41:21.683881,7.0
AXISCADES.NS,4,39.53,0.63,1890.37,1840.74,-1203.99,2026-06-09 06:48:50.841178,7.0
BLUEJET.NS,4,56.34,0.15,455.54,441.77,-5422.07,2026-06-09 06:48:50.841178,7.0
INTLCONV.NS,4,52.12,0.91,79.76,78.64,-2761.67,2026-06-09 11:41:21.683881,7.0
IPL.NS,4,43.9,0.63,161.03,158.89,-3144.08,2026-06-09 11:41:21.683881,7.0
ASTEC.NS,4,58.16,0.23,751.79,712.76,-1855.83,2026-06-09 06:48:50.841178,7.0
IKS.NS,4,58.38,0.45,1649.47,1598.16,-927.95,2026-06-09 11:41:21.683881,7.0
HINDCON.NS,4,32.5,1.58,22.47,22.4,-4387.59,2026-06-09 11:41:21.683881,7.0
JETFREIGHT.NS,4,56.24,0.77,21.54,20.4,-705.18,2026-06-09 11:41:21.683881,7.0
BHAGYANGR.NS,4,53.44,0.35,296.72,262.96,-1130.1,2026-06-09 06:48:50.841178,7.0
AJANTPHARM.NS,4,31.78,0.83,3004.91,2970.27,-710.91,2026-06-09 06:48:50.841178,7.0
AKIKO.NS,4,36.43,1.62,258.27,248.51,-1913.04,2026-06-09 06:48:50.841178,7.0
INDOAMIN.NS,4,57.29,0.51,129.39,121.79,-2112.65,2026-06-09 11:41:21.683881,7.0
AVADHSUGAR.NS,4,47.65,0.42,468.09,461.34,-1288.35,2026-06-09 06:48:50.841178,7.0
GOACARBON.NS,4,50.16,0.61,391.23,380.66,-2189.35,2026-06-09 11:41:21.683881,7.0
BORORENEW.NS,4,51.09,0.15,515.06,503.98,-2592.59,2026-06-09 06:48:50.841178,7.0
INOXGREEN.NS,4,42.78,0.65,174.84,173.6,-3552.54,2026-06-09 11:41:21.683881,7.0
AVL.NS,4,46.75,0.15,534.4,523.7,-1028.2,2026-06-09 06:48:50.841178,7.0
GREENLAM.NS,4,48.98,0.11,231.15,229.58,-1319.14,2026-06-09 11:41:21.683881,7.0
AMBICAAGAR.NS,4,57.61,0.4,24.03,23.91,-1698.11,2026-06-09 06:48:50.841178,7.0
DAMODARIND.NS,4,54.23,0.26,30.46,29.15,-2179.49,2026-06-09 06:49:12.228709,7.0
CTE.NS,4,53.93,0.94,32.1,31.43,-4524.98,2026-06-09 11:41:21.683881,7.0
ANTHEM.NS,4,47.81,0.34,764.86,747.16,-1024.29,2026-06-09 06:49:12.228709,7.0
HUDCO.NS,4,58.5,0.77,206.63,203.78,-1315.46,2026-06-09 11:41:21.683881,7.0
AMNPLST.NS,4,48.53,0.22,190.55,180.32,-2728.46,2026-06-09 06:49:12.228709,7.0
COFORGE.NS,4,53.14,0.22,1395.1,1345.71,-2775.13,2026-06-09 06:49:12.228709,7.0
BERGEPAINT.NS,4,46.7,0.17,500.65,488.27,-1591.87,2026-06-09 06:48:50.841178,7.0
GSMFOILS.NS,4,58.67,0.43,202.8,201.98,-2036.06,2026-06-09 11:41:21.683881,7.0
HUHTAMAKI.NS,4,57.13,1.55,168.4,171.64,-3594.75,2026-06-09 11:41:21.683881,7.0
IDBI.NS,4,59.87,2.4,73.3,76.29,-3503.15,2026-06-09 12:42:30.892384,7.0
GICRE.NS,4,51.2,0.54,387.26,386.91,-521.56,2026-06-09 12:42:30.892384,7.0
INDHOTEL.NS,4,53.23,0.73,656.5,652.43,-1736.49,2026-06-09 11:41:21.683881,7.0
AUROPHARMA.NS,4,38.33,0.21,1454.64,1415.1,-539.21,2026-06-09 06:49:12.228709,7.0
FORTIS.NS,4,55.95,1.18,954.96,932.97,-985.06,2026-06-09 11:41:21.683881,7.0
ENRIN.NS,4,53.35,0.26,3516.67,3287.42,-838.31,2026-06-09 11:41:21.683881,7.0
EMAMIREAL.NS,4,32.8,4.67,87.47,84.31,-3355.48,2026-06-09 06:48:50.841178,7.0
AJAXENGG.NS,4,55.2,0.23,571.56,544.61,-1982.14,2026-06-09 06:48:50.841178,7.0
ASHAPURMIN.NS,4,59.04,0.26,681.49,646.49,-2370.21,2026-06-09 06:48:50.841178,7.0
FDC.NS,4,59.78,0.46,387.21,376.89,-2181.33,2026-06-09 11:41:21.683881,7.0
HNDFDS.NS,4,53.92,0.69,527.02,516.76,-869.42,2026-06-09 12:42:30.892384,7.0
BANKBARODA.NS,3,68.78,1.18,260.73,263.0,-1382.02,2026-06-09 06:48:50.841178,8.0
ARVINDFASN.NS,3,61.67,0.36,459.34,453.02,-2015.35,2026-06-09 06:48:50.841178,8.0
EMUDHRA.NS,3,65.53,0.87,473.5,474.9,-4183.51,2026-06-09 11:41:21.683881,8.0
INDRAMEDCO.NS,3,66.5,0.5,387.95,394.43,-3676.94,2026-06-09 11:41:21.683881,8.0
ENIL.NS,3,64.21,0.43,112.15,112.58,-3183.93,2026-06-09 11:41:21.683881,8.0
AGARIND.NS,3,69.23,0.33,444.51,451.57,-5206.48,2026-06-09 06:49:12.228709,8.0
EQUIPPP.NS,3,67.49,0.71,16.48,16.49,-2623.66,2026-06-09 11:41:21.683881,8.0
ARIHANTSUP.NS,3,63.08,0.01,257.63,257.56,-4311.59,2026-06-09 06:48:50.841178,8.0
BANKINDIA.NS,3,69.31,0.87,139.62,140.79,-1544.03,2026-06-09 06:48:50.841178,8.0
EICHERMOT.NS,3,63.62,0.31,7140.18,7151.4,-1227.11,2026-06-09 06:48:50.841178,8.0
INDIGO.NS,3,64.37,1.03,4445.9,4457.79,-2628.38,2026-06-09 11:41:21.683881,8.0
CANBK.NS,3,65.17,1.23,132.48,134.59,-1383.63,2026-06-09 06:49:12.228709,8.0
INDIANB.NS,3,72.05,0.94,841.61,857.67,-1175.94,2026-06-09 11:41:21.683881,8.0
GENESYS.NS,3,72.44,0.49,258.31,260.32,-5985.25,2026-06-09 11:41:21.683881,8.0
HATHWAY.NS,3,63.67,0.88,10.68,10.7,-3536.44,2026-06-09 11:41:21.683881,8.0
BLBLIMITED.NS,3,71.58,0.08,16.64,16.57,-1918.95,2026-06-09 06:49:12.228709,8.0
IGL.NS,3,62.93,0.42,161.74,162.09,-2684.15,2026-06-09 11:41:21.683881,8.0
ASAL.NS,3,60.57,0.21,504.25,491.09,-1992.36,2026-06-09 06:48:50.841178,8.0
BRIGHOTEL.NS,3,74.59,0.88,62.14,62.53,-3098.1,2026-06-09 06:48:50.841178,8.0
AVROIND.NS,3,67.74,0.93,11.13,11.53,-3637.93,2026-06-09 06:48:50.841178,8.0
DDEVPLSTIK.NS,3,64.43,1.15,245.24,245.48,-2768.23,2026-06-09 11:41:21.683881,8.0
AHLADA.NS,3,63.19,0.32,41.14,42.4,-4255.13,2026-06-09 06:48:50.841178,8.0
HYUNDAI.NS,3,68.42,0.22,1878.89,1892.0,-3241.73,2026-06-09 12:42:30.892384,8.0
JINDALPHOT.NS,3,82.65,0.72,1050.01,1088.93,-2617.81,2026-06-09 06:48:50.841178,8.0
DONEAR.NS,2,49.05,0.61,91.32,91.01,-2079.11,2026-06-09 11:41:21.683881,9.0
IRIS.NS,2,47.79,0.8,246.12,245.74,-4243.67,2026-06-09 11:41:21.683881,9.0
ADVANIHOTR.NS,2,53.99,0.71,52.74,52.73,-1476.7,2026-06-09 06:48:50.841178,9.0
FEDFINA.NS,2,56.28,0.25,156.37,151.09,-1140.09,2026-06-09 06:48:50.841178,9.0
CYBERTECH.NS,2,45.9,0.16,139.65,134.29,-4502.37,2026-06-09 06:48:50.841178,9.0
JAYNECOIND.NS,2,29.78,1.0,99.33,96.94,-2146.82,2026-06-09 11:41:21.683881,9.0
BIRLACORPN.NS,2,38.1,0.4,979.47,972.2,-3651.91,2026-06-09 06:49:12.228709,9.0
IMFA.NS,2,47.64,0.48,1465.08,1435.77,-1416.65,2026-06-09 11:41:21.683881,9.0
HARRMALAYA.NS,2,33.03,0.52,204.1,202.59,-1526.2,2026-06-09 11:41:21.683881,9.0
GINNIFILA.NS,2,52.48,0.38,42.63,41.85,-2338.53,2026-06-09 11:41:21.683881,9.0
DREAMFOLKS.NS,2,32.47,2.31,75.35,77.83,-7504.5,2026-06-09 06:49:19.278935,9.0
AGIIL.NS,2,43.11,0.29,373.84,360.0,-1196.47,2026-06-09 06:48:50.841178,9.0
DBREALTY.NS,2,47.83,0.07,115.85,114.36,-5524.46,2026-06-09 06:48:50.841178,9.0
ACI.NS,2,55.36,7.54,539.15,558.45,-2582.5,2026-06-09 06:48:50.841178,9.0
DYNAMATECH.NS,2,46.16,0.2,10681.81,10637.73,-1875.5,2026-06-09 06:48:50.841178,9.0
DRONE.NS,2,39.13,1.85,41.84,45.3,-6601.2,2026-06-09 12:42:30.892384,9.0
BHEL.NS,2,40.76,0.41,396.56,365.17,-654.67,2026-06-09 06:48:50.841178,9.0
GODREJIND.NS,2,30.69,0.25,1075.42,1039.16,-2290.35,2026-06-09 12:42:30.892384,9.0
EVEREADY.NS,2,51.86,0.83,322.35,319.1,-3143.89,2026-06-09 12:42:30.892384,9.0
EPIGRAL.NS,2,35.83,0.77,1183.07,1161.07,-4471.81,2026-06-09 12:42:30.892384,9.0
GOKEX.NS,2,48.8,0.95,692.89,689.16,-2847.74,2026-06-09 12:42:30.892384,9.0
HINDZINC.NS,2,23.0,0.58,609.15,603.03,-2107.42,2026-06-09 11:41:21.683881,9.0
HINDALCO.NS,2,48.04,1.02,1095.91,1052.94,-634.95,2026-06-09 11:41:21.683881,9.0
GALAXYSURF.NS,2,18.66,3.37,1786.99,1808.11,-3574.5,2026-06-09 12:42:30.892384,9.0
DENTALKART.NS,2,51.23,0.92,422.25,422.14,-3657.68,2026-06-09 12:42:30.892384,9.0
GNA.NS,2,40.24,5.42,377.49,389.63,-2370.95,2026-06-09 12:42:30.892384,9.0
INGERRAND.NS,2,32.17,1.1,4113.72,4098.76,-1354.66,2026-06-09 12:42:30.892384,9.0
GRSE.NS,2,53.49,0.69,2675.64,2656.43,-2294.3,2026-06-09 12:42:30.892384,9.0
HBLENGINE.NS,2,53.32,0.47,789.64,777.47,-2870.25,2026-06-09 12:42:30.892384,9.0
GLOBAL.NS,2,51.66,0.58,104.4,102.69,-1383.08,2026-06-09 11:41:21.683881,9.0
EMBDL.NS,2,24.42,0.2,59.58,58.36,-5458.27,2026-06-09 06:49:12.228709,9.0
ASKAUTOLTD.NS,2,40.55,0.24,442.19,441.67,-2494.32,2026-06-09 06:48:50.841178,9.0
GENUSPOWER.NS,2,44.27,0.63,310.49,300.56,-2502.13,2026-06-09 11:41:21.683881,9.0
GMRP&UI.NS,2,40.72,0.33,108.96,108.35,-1893.49,2026-06-09 11:41:21.683881,9.0
GOODLUCK.NS,2,48.01,0.47,1335.77,1277.92,-728.4,2026-06-09 11:41:21.683881,9.0
ADVENZYMES.NS,2,39.29,0.23,369.96,348.38,-564.91,2026-06-09 06:48:50.841178,9.0
IRISDOREME.NS,2,47.88,0.96,36.04,35.15,-4525.15,2026-06-09 11:41:21.683881,9.0
CORDSCABLE.NS,2,57.55,0.12,215.19,199.26,-1304.29,2026-06-09 06:48:50.841178,9.0
DPWIRES.NS,2,56.9,0.39,179.49,175.74,-4081.61,2026-06-09 11:41:21.683881,9.0
FINPIPE.NS,2,55.36,0.21,174.93,174.33,-2433.89,2026-06-09 11:41:21.683881,9.0
ATALREAL.NS,2,50.34,1.1,28.91,27.58,-656.38,2026-06-09 06:48:50.841178,9.0
ASHIMASYN.NS,2,47.04,0.18,16.32,16.0,-4716.24,2026-06-09 06:48:50.841178,9.0
GUJALKALI.NS,2,18.87,0.43,677.0,663.04,-2100.17,2026-06-09 11:41:21.683881,9.0
DATAMATICS.NS,2,51.97,0.19,778.19,759.61,-2798.82,2026-06-09 06:49:12.228709,9.0
CHEMFAB.NS,2,46.04,0.25,407.29,403.33,-5137.12,2026-06-09 06:49:19.278935,9.0
ANUP.NS,2,40.37,0.28,1934.1,1931.8,-3465.25,2026-06-09 06:48:50.841178,9.0
DMCC.NS,2,17.56,0.13,267.85,266.54,-2768.54,2026-06-09 06:48:50.841178,9.0
BALRAMCHIN.NS,2,49.85,0.51,531.88,518.5,-1418.3,2026-06-09 06:49:12.228709,9.0
GRAVITA.NS,2,45.03,0.63,1630.39,1620.91,-1638.57,2026-06-09 11:41:21.683881,9.0
AFCONS.NS,2,56.27,0.08,321.3,320.99,-3201.63,2026-06-09 06:48:50.841178,9.0
APTUS.NS,2,29.05,0.89,259.69,254.32,-2916.82,2026-06-09 06:48:50.841178,9.0
AFFORDABLE.NS,2,59.54,0.63,173.7,173.55,-6710.31,2026-06-09 06:48:50.841178,9.0
GENCON.NS,2,50.64,1.57,39.68,41.06,-3386.74,2026-06-09 11:41:21.683881,9.0
INTENTECH.NS,2,36.07,1.62,96.77,98.74,-3207.4,2026-06-09 11:41:21.683881,9.0
AERONEU.NS,2,28.81,0.26,87.69,84.56,-2869.91,2026-06-09 06:48:50.841178,9.0
ELGIRUBCO.NS,2,46.52,0.56,47.85,47.61,-4504.49,2026-06-09 06:48:50.841178,9.0
AAREYDRUGS.NS,2,35.36,0.24,80.73,79.76,-1939.55,2026-06-09 06:49:12.228709,9.0
DPEL.NS,2,39.61,0.47,499.34,467.17,-774.12,2026-06-09 06:48:50.841178,9.0
ARE&M.NS,2,54.26,0.14,853.42,842.66,-2063.56,2026-06-09 06:48:50.841178,9.0
ASHIANA.NS,2,32.78,0.27,360.73,348.48,-547.66,2026-06-09 06:48:50.841178,9.0
EMIL.NS,2,31.25,0.27,112.93,110.9,-3471.45,2026-06-09 11:41:21.683881,9.0
FIVESTAR.NS,2,39.67,3.02,444.84,447.27,-4600.87,2026-06-09 11:41:21.683881,9.0
ALIVUS.NS,2,39.68,0.33,1046.83,1035.74,-914.74,2026-06-09 06:48:50.841178,9.0
EIDPARRY.NS,2,31.57,4.1,765.58,801.13,-4047.08,2026-06-09 11:41:21.683881,9.0
HAPPYFORGE.NS,2,47.51,0.43,1384.41,1347.79,-600.0,2026-06-09 11:41:21.683881,9.0
ADSL.NS,2,40.57,0.25,121.67,120.77,-4192.63,2026-06-09 06:48:50.841178,9.0
EIEL.NS,2,47.21,0.41,192.0,191.4,-3532.96,2026-06-09 11:41:21.683881,9.0
BHAGCHEM.NS,2,40.13,0.19,243.56,238.38,-2391.21,2026-06-09 06:49:12.228709,9.0
GRAPHITE.NS,2,23.34,0.44,718.39,707.23,-1386.15,2026-06-09 11:41:21.683881,9.0
AARTIDRUGS.NS,2,47.58,0.51,379.05,375.73,-3018.41,2026-06-09 06:48:50.841178,9.0
GOPAL.NS,2,34.99,0.59,291.63,290.99,-2676.24,2026-06-09 11:41:21.683881,9.0
DCAL.NS,2,27.11,0.34,191.24,186.66,-4022.9,2026-06-09 11:41:21.683881,9.0
JINDWORLD.NS,2,58.68,0.15,28.51,27.12,-5331.15,2026-06-09 06:49:12.228709,9.0
CARRARO.NS,2,36.39,0.11,544.12,542.58,-1483.98,2026-06-09 06:49:12.228709,9.0
BALMLAWRIE.NS,2,32.19,0.41,181.39,180.37,-2224.83,2026-06-09 06:48:50.841178,9.0
63MOONS.NS,2,38.1,0.77,645.78,647.98,-4045.48,2026-06-09 06:48:50.841178,9.0
EBGNG.NS,2,40.74,0.19,427.33,413.03,-1067.84,2026-06-09 06:48:50.841178,9.0
BANSALWIRE.NS,2,31.04,0.21,308.05,300.09,-2947.37,2026-06-09 06:49:12.228709,9.0
CMSINFO.NS,2,31.95,0.41,302.45,302.16,-4472.56,2026-06-09 06:48:50.841178,9.0
CARERATING.NS,2,23.59,0.09,1640.5,1632.24,-1638.56,2026-06-09 06:48:50.841178,9.0
DHANUKA.NS,2,30.22,0.04,1106.74,1087.49,-4346.14,2026-06-09 06:48:50.841178,9.0
COASTCORP.NS,2,24.73,0.12,53.74,53.65,-2358.18,2026-06-09 06:48:50.841178,9.0
ATLANTAA.NS,2,45.81,0.15,41.53,41.29,-4028.8,2026-06-09 06:49:12.228709,9.0
AUTOIND.NS,2,15.91,0.06,78.08,74.7,-1709.21,2026-06-09 06:48:50.841178,9.0
3IINFOLTD.NS,2,25.37,0.32,17.17,16.81,-3759.37,2026-06-09 06:49:12.228709,9.0
DCMSRIND.NS,2,44.83,0.54,39.8,41.43,-7716.3,2026-06-09 06:48:50.841178,9.0
BEDMUTHA.NS,2,56.38,2.13,111.04,112.68,-3209.95,2026-06-09 06:48:50.841178,9.0
CLEAN.NS,2,51.61,0.2,779.1,778.53,-4931.43,2026-06-09 06:48:50.841178,9.0
GOKUL.NS,2,48.14,0.93,40.95,40.47,-1539.1,2026-06-09 11:41:21.683881,9.0
CELLECOR.NS,2,27.01,0.7,38.23,35.92,-1722.54,2026-06-09 06:48:50.841178,9.0
ETHOSLTD.NS,2,59.04,1.05,2376.48,2390.69,-2439.31,2026-06-09 11:41:21.683881,9.0
INDIAGLYCO.NS,2,43.79,0.51,996.89,986.4,-1498.17,2026-06-09 11:41:21.683881,9.0
GNFC.NS,2,37.59,0.24,501.34,486.24,-927.47,2026-06-09 12:42:30.892384,9.0
CENTURYPLY.NS,2,44.79,0.05,764.41,761.65,-1061.02,2026-06-09 06:49:12.228709,9.0
AARTIIND.NS,2,38.8,0.34,466.27,461.03,-1502.63,2026-06-09 06:48:50.841178,9.0
FINCABLES.NS,2,49.21,0.66,1045.27,1000.49,-1232.96,2026-06-09 11:41:21.683881,9.0
BHARATGEAR.NS,2,46.93,0.25,113.03,110.47,-2381.7,2026-06-09 06:48:50.841178,9.0
ASPIRE.NS,2,41.0,0.0,15.28,15.12,-6212.71,2026-06-09 06:48:50.841178,9.0
EMMBI.NS,2,53.06,0.35,84.1,84.15,-2803.91,2026-06-09 11:41:21.683881,9.0
BEML.NS,2,37.26,0.32,1776.24,1760.79,-2627.42,2026-06-09 06:48:50.841178,9.0
ANURAS.NS,2,30.27,0.44,1334.93,1324.92,-651.16,2026-06-09 06:48:50.841178,9.0
AGARWALEYE.NS,2,43.97,0.07,463.86,457.56,-1714.31,2026-06-09 06:48:50.841178,9.0
CHEMBOND.NS,2,35.02,0.16,165.16,161.62,-3742.22,2026-06-09 06:49:19.278935,9.0
AIRAN.NS,2,51.71,0.31,16.72,16.65,-4850.09,2026-06-09 06:48:50.841178,9.0
DUCOL.NS,2,50.07,0.56,112.43,116.24,-4326.8,2026-06-09 06:48:50.841178,9.0
AARVI.NS,2,56.41,0.23,129.71,128.72,-842.88,2026-06-09 06:48:50.841178,9.0
INDOUS.NS,2,26.04,1.83,100.02,104.58,-5172.0,2026-06-09 11:41:21.683881,9.0
HERANBA.NS,2,42.21,2.46,187.34,196.13,-5403.51,2026-06-09 11:41:21.683881,9.0
DBOL.NS,2,59.03,0.83,109.92,109.66,-1434.15,2026-06-09 11:41:21.683881,9.0
INDOFARM.NS,2,56.07,0.58,131.49,135.39,-5014.88,2026-06-09 11:41:21.683881,9.0
ERIS.NS,2,35.82,0.07,1365.29,1364.62,-2572.79,2026-06-09 06:48:50.841178,9.0
BAYERCROP.NS,2,46.75,5.71,4435.88,4520.9,-3241.55,2026-06-09 06:48:50.841178,9.0
AUSOMENT.NS,2,43.63,0.33,127.99,126.07,-2907.8,2026-06-09 06:48:50.841178,9.0
ABSMARINE.NS,2,52.44,0.82,259.54,235.84,-1898.13,2026-06-09 06:48:50.841178,9.0
IFBAGRO.NS,2,49.57,0.61,962.2,954.29,-4949.24,2026-06-09 11:41:21.683881,9.0
HIKAL.NS,2,32.78,0.61,195.9,195.0,-5198.17,2026-06-09 11:41:21.683881,9.0
FAIRCHEMOR.NS,2,41.04,0.46,601.0,590.49,-4085.32,2026-06-09 06:48:50.841178,9.0
ARVSMART.NS,2,38.91,0.07,594.12,590.24,-1897.55,2026-06-09 06:48:50.841178,9.0
FSL.NS,2,52.21,0.42,257.03,248.79,-3404.19,2026-06-09 11:41:21.683881,9.0
CASTROLIND.NS,2,54.33,0.33,183.33,182.72,-1628.11,2026-06-09 06:48:50.841178,9.0
GPIL.NS,2,21.12,0.26,285.62,284.73,-1010.3,2026-06-09 11:41:21.683881,9.0
CHAMBLFERT.NS,2,55.27,0.17,458.76,453.08,-1956.34,2026-06-09 06:49:12.228709,9.0
ATMASTCO.NS,2,37.68,0.07,173.8,165.62,-3451.81,2026-06-09 06:48:50.841178,9.0
BIRLAMONEY.NS,2,41.47,0.56,137.26,136.33,-3396.85,2026-06-09 06:48:50.841178,9.0
CROMPTON.NS,2,16.43,0.25,275.58,271.34,-2663.43,2026-06-09 06:48:50.841178,9.0
DHARMAJ.NS,2,59.32,0.4,275.25,267.09,-2615.47,2026-06-09 06:48:50.841178,9.0
EIMCOELECO.NS,2,42.02,2.2,1568.09,1586.04,-4673.08,2026-06-09 06:48:50.841178,9.0
BODALCHEM.NS,2,50.51,0.09,71.07,67.12,-1265.98,2026-06-09 06:48:50.841178,9.0
JAICORPLTD.NS,2,49.4,0.67,114.25,113.47,-3447.56,2026-06-09 06:48:50.841178,9.0
GRMOVER.NS,2,11.52,5.55,149.84,156.61,-4253.74,2026-06-09 11:41:21.683881,9.0
ALPEXSOLAR.NS,2,48.35,0.72,991.62,964.2,-2832.39,2026-06-09 06:48:50.841178,9.0
CESC.NS,2,38.83,0.21,179.27,175.77,-1321.46,2026-06-09 06:48:50.841178,9.0
COSMOFIRST.NS,2,30.25,0.07,740.98,723.85,-4234.64,2026-06-09 06:48:50.841178,9.0
CALSOFT.NS,2,44.04,0.26,20.61,18.51,-2323.65,2026-06-09 06:48:50.841178,9.0
AIROLAM.NS,2,55.35,1.27,82.48,84.56,-3274.32,2026-06-09 06:48:50.841178,9.0
BALAXI.NS,2,52.57,0.09,25.22,24.89,-5495.09,2026-06-09 06:49:19.278935,9.0
DHANLAXMI.NS,2,38.26,0.06,30.79,30.26,-4947.18,2026-06-09 06:48:50.841178,9.0
DOLLEX.NS,2,45.9,0.0,31.29,31.53,-2801.82,2026-06-09 11:41:21.683881,9.0
DBSTOCKBRO.NS,2,55.41,0.08,31.01,29.06,-918.16,2026-06-09 06:48:50.841178,9.0
ANANDRATHI.NS,2,42.92,0.38,1765.67,1735.4,-610.38,2026-06-09 06:48:50.841178,9.0
DEEPAKNTR.NS,2,20.78,0.52,1710.21,1677.69,-1552.23,2026-06-09 11:41:21.683881,9.0
INSECTICID.NS,2,41.88,0.55,724.94,701.83,-3218.05,2026-06-09 11:41:21.683881,9.0
DCXINDIA.NS,2,47.04,0.59,197.5,194.6,-3960.58,2026-06-09 11:41:21.683881,9.0
DELTACORP.NS,2,42.45,0.27,69.44,68.38,-3135.9,2026-06-09 11:41:21.683881,9.0
HITECH.NS,2,51.02,0.37,87.87,87.13,-2961.91,2026-06-09 11:41:21.683881,9.0
ENSER.NS,2,36.62,0.26,15.37,15.02,-3521.74,2026-06-09 11:41:21.683881,9.0
HINDWAREAP.NS,2,51.34,0.54,223.85,222.68,-4251.02,2026-06-09 11:41:21.683881,9.0
DURLAX.NS,2,41.92,0.37,56.13,52.95,-1525.02,2026-06-09 06:48:50.841178,9.0
ATUL.NS,2,26.87,0.07,6796.76,6730.42,-1352.43,2026-06-09 06:48:50.841178,9.0
GMDCLTD.NS,2,45.96,0.73,660.65,651.22,-1592.9,2026-06-09 11:41:21.683881,9.0
CREDITACC.NS,2,40.85,0.3,1292.42,1290.8,-1734.59,2026-06-09 06:48:50.841178,9.0
GESHIP.NS,2,30.6,0.14,1511.79,1484.03,-1613.17,2026-06-09 11:41:21.683881,9.0
ASTRAZEN.NS,2,44.79,0.15,8553.17,8513.11,-1928.35,2026-06-09 06:49:12.228709,9.0
BOSCH-HCIL.NS,2,51.0,0.29,1377.56,1370.9,-2490.44,2026-06-09 06:49:24.988908,9.0
CAMS.NS,2,37.53,0.38,765.69,753.11,-1169.88,2026-06-09 06:48:50.841178,9.0
CAMLINFINE.NS,2,59.15,0.4,124.46,124.78,-5962.2,2026-06-09 06:49:12.228709,9.0
EFORCE.NS,2,56.67,0.13,23.77,24.86,-5506.04,2026-06-09 06:48:50.841178,9.0
CREST.NS,2,50.71,0.07,353.74,354.16,-1453.03,2026-06-09 06:48:50.841178,9.0
BSHSL.NS,2,36.88,0.12,95.8,95.34,-3617.75,2026-06-09 06:48:50.841178,9.0
CLSL.NS,2,57.5,0.0,43.78,44.36,-2862.94,2026-06-09 06:49:19.278935,9.0
FLUOROCHEM.NS,2,35.56,0.75,3633.36,3562.73,-796.92,2026-06-09 11:41:21.683881,9.0
GODFRYPHLP.NS,2,42.89,0.5,2268.25,2239.04,-3837.08,2026-06-09 11:41:21.683881,9.0
ENDURANCE.NS,2,47.11,1.12,2597.72,2534.41,-1720.37,2026-06-09 11:41:21.683881,9.0
EMBASSY.NS,2,45.66,1.25,429.54,427.18,-613.78,2026-06-09 06:49:12.228709,9.0
ATAM.NS,2,49.88,0.17,71.43,70.35,-4171.86,2026-06-09 06:48:50.841178,9.0
JINDRILL.NS,2,35.57,0.03,609.45,578.7,-972.35,2026-06-09 06:48:50.841178,9.0
HGS.NS,2,48.76,0.6,406.75,405.01,-3481.8,2026-06-09 11:41:21.683881,9.0
360ONE.NS,2,38.42,0.15,1084.98,1077.35,-1368.85,2026-06-09 06:48:50.841178,9.0
BALKRISHNA.NS,2,31.58,0.39,18.41,18.0,-2633.71,2026-06-09 06:48:50.841178,9.0
DSSL.NS,2,42.86,0.15,1448.73,1314.03,-3091.13,2026-06-09 06:48:50.841178,9.0
GANDHITUBE.NS,2,44.17,0.31,856.76,852.43,-1561.07,2026-06-09 11:41:21.683881,9.0
5PAISA.NS,2,48.99,0.44,319.45,318.64,-2725.99,2026-06-09 06:48:50.841178,9.0
BHARATWIRE.NS,2,40.13,0.24,218.0,211.27,-1740.3,2026-06-09 06:49:19.278935,9.0
BANG.NS,2,59.38,0.59,38.14,38.22,-3689.7,2026-06-09 06:48:50.841178,9.0
DHRUV.NS,2,28.08,3.83,29.87,31.51,-6304.41,2026-06-09 11:41:21.683881,9.0
CAPTRUST.NS,2,48.54,0.14,13.55,13.44,-8616.98,2026-06-09 06:48:50.841178,9.0
GLENMARK.NS,2,34.57,0.7,2260.07,2254.07,-861.49,2026-06-09 11:41:21.683881,9.0
IOB.NS,2,49.18,1.89,33.45,33.89,-1822.41,2026-06-09 11:41:21.683881,9.0
BIOCON.NS,2,29.92,0.33,414.24,399.1,-514.73,2026-06-09 06:48:50.841178,9.0
BUTTERFLY.NS,2,43.39,0.08,658.72,646.79,-1551.06,2026-06-09 06:49:12.228709,9.0
FACT.NS,2,52.32,0.21,878.41,868.25,-1782.19,2026-06-09 06:48:50.841178,9.0
IGPL.NS,2,50.58,0.55,435.8,422.62,-1296.84,2026-06-09 11:41:21.683881,9.0
CLSEL.NS,2,54.19,0.11,277.02,272.05,-2864.51,2026-06-09 06:48:50.841178,9.0
ATLASCYCLE.NS,2,48.9,0.28,100.23,98.57,-3091.98,2026-06-09 06:48:50.841178,9.0
HRHNEXT.NS,2,49.17,1.27,28.53,28.56,-5096.56,2026-06-09 11:41:21.683881,9.0
AKASH.NS,2,46.29,0.03,27.37,26.92,-2076.86,2026-06-09 06:48:50.841178,9.0
ARMANFIN.NS,2,35.29,0.16,1647.06,1627.96,-1567.82,2026-06-09 06:49:19.278935,9.0
IRMENERGY.NS,2,25.81,0.12,270.72,267.0,-3183.81,2026-06-09 06:48:50.841178,9.0
AMRUTANJAN.NS,2,54.74,0.12,555.52,558.73,-2718.42,2026-06-09 06:49:12.228709,9.0
DCW.NS,2,51.82,0.49,47.21,47.05,-4437.7,2026-06-09 06:48:50.841178,9.0
