ALPHA_RANK,Symbol,Sector,Industry,Market_Cap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK
609,HIGREEN,Unknown,Unknown,,-0.3654,4.751999999999999,15.83,-3.78,10.44,8.92,-5.73,0.0,
610,AUBANK,Financial Services,Banks - Regional,717825769472.0,-0.3657,2.1099999999999994,17.48,-3.05,5.55,2.26,-9.61,3.68,11.0
611,DCBBANK,Financial Services,Banks - Regional,57014149120.0,-0.3678,1.8960000000000004,18.43,-6.3,7.36,7.13,-15.78,3.68,11.0
612,DTIL,Consumer Defensive,Packaged Foods,1377103360.0,-0.3679,0.2699999999999998,8.71,-4.08,3.17,3.83,-11.21,6.53,8.0
613,5PAISA,Financial Services,Capital Markets,14190351360.0,-0.3685,3.188,17.19,-3.97,7.96,-0.21,-8.57,3.68,11.0
614,HMAAGRO,Consumer Defensive,Packaged Foods,11367474176.0,-0.3687,0.098,-1.14,0.95,-0.47,1.3,2.3,6.53,8.0
615,DCI,Unknown,Unknown,,-0.3692,6.836,25.71,-3.1,13.46,-4.27,-5.92,0.0,
616,ABLBL,Consumer Cyclical,Apparel Retail,118269329408.0,-0.3693,0.9059999999999996,8.7,-2.91,3.45,5.07,-7.34,5.0,9.0
617,CAPACITE,Industrials,Engineering & Construction,18255859712.0,-0.372,-0.33,8.28,-7.35,4.35,6.18,-14.0,7.49,7.0
618,DOLLEX,Unknown,Unknown,,-0.3738,5.242000000000001,3.54,10.63,1.65,-9.37,22.8,0.0,
619,AGNI,Unknown,Unknown,,-0.3747,4.465999999999999,28.05,-7.99,12.77,8.49,-17.55,0.0,
620,AVG,Unknown,Unknown,,-0.3749,5.851999999999999,22.55,-7.42,14.7,5.82,-11.38,0.0,
621,ARIES,Basic Materials,Agricultural Inputs,4247867136.0,-0.3757,-1.946,6.49,-8.75,2.59,7.68,-21.92,9.45,5.0
622,BRNL,Unknown,Unknown,,-0.3769,5.472,25.57,-4.02,11.8,0.24,-8.71,0.0,
623,CONTROLPR,Industrials,Business Equipment & Supplies,9701288960.0,-0.381,-0.914,4.45,-4.7,1.61,5.52,-13.0,7.49,7.0
624,GODREJAGRO,Consumer Defensive,Packaged Foods,107846623232.0,-0.3815,-0.2500000000000001,2.35,-1.75,0.75,3.15,-5.48,6.53,8.0
625,CRIZAC,Consumer Defensive,Education & Training Services,36377112576.0,-0.3836,-0.0859999999999998,3.87,-2.96,1.83,3.04,-6.27,6.53,8.0
626,BAJAJHLDNG,Financial Services,Asset Management,1116830433280.0,-0.3856,1.848,5.25,2.55,1.38,-3.35,9.69,3.68,11.0
627,ALEMBICLTD,Real Estate,Real Estate - Development,22124322816.0,-0.3871,1.39,11.86,-2.39,3.91,2.57,-7.25,3.87,10.0
628,GTPL,Communication Services,Entertainment,7154898432.0,-0.3933,3.278,13.88,-1.75,6.63,-1.66,-3.66,2.52,12.0
629,ELGIRUBCO,Unknown,Unknown,,-0.4009,4.44,14.96,-5.16,10.84,7.0,-7.12,0.0,
630,HDFCAMC,Financial Services,Asset Management,1049257443328.0,-0.4014,1.86,15.58,-3.81,5.64,-0.08,-10.52,3.68,11.0
631,DRCSYSTEMS,Unknown,Unknown,,-0.4059,3.832,24.37,-6.86,10.96,6.09,-15.25,0.0,
632,INTERARCH,Industrials,Engineering & Construction,28238768128.0,-0.4119,-2.28,6.78,-10.62,3.28,12.28,-21.94,7.49,7.0
633,IRFC,Financial Services,Credit Services,1238894379008.0,-0.4161,0.762,12.66,-4.89,4.53,4.59,-13.67,3.68,11.0
634,GODREJPROP,Real Estate,Real Estate - Development,494462402560.0,-0.4166,1.206,9.61,-2.73,3.83,0.39,-6.85,3.87,10.0
635,ANDHRAPAP,Basic Materials,Paper & Paper Products,12243206144.0,-0.4182,-2.358,-2.15,-5.07,-0.55,3.06,-19.84,9.45,5.0
636,IRCTC,Consumer Cyclical,Travel Services,409879969792.0,-0.4185,-0.688,-1.11,-1.27,-0.3,5.75,-4.71,5.0,9.0
637,DYNAMATECH,Consumer Cyclical,Auto Parts,67527319552.0,-0.4197,0.8519999999999999,8.63,-4.68,4.54,0.22,-8.9,5.0,9.0
638,BAWEJA,Unknown,Unknown,,-0.4212,2.6599999999999997,15.4,-11.77,12.28,18.16,-14.76,0.0,
639,ABREL,Real Estate,Real Estate Services,132063117312.0,-0.4215,0.3540000000000001,14.28,-8.67,6.37,8.96,-19.44,3.87,10.0
640,EMSLIMITED,Industrials,Engineering & Construction,16761974784.0,-0.425,-0.3820000000000014,19.74,-18.73,11.85,8.61,-31.2,7.49,7.0
641,FINPIPE,Industrials,Building Products & Equipment,105731678208.0,-0.4263,-0.4119999999999999,-4.94,1.31,-1.56,-7.73,4.15,7.49,7.0
642,CANARYS,Unknown,Unknown,,-0.4268,3.374,17.71,-3.01,7.63,2.01,-6.99,0.0,
643,APS,Unknown,Unknown,,-0.4278,3.337999999999999,23.16,-11.53,13.25,11.49,-20.15,0.0,
644,INDIANHUME,Industrials,Engineering & Construction,15069619200.0,-0.4289,-1.634,1.75,-5.15,0.71,2.56,-12.67,7.49,7.0
645,BESTAGRO,Unknown,Unknown,,-0.4298,3.474,19.12,-7.83,11.01,7.49,-13.6,0.0,
646,DOMS,Industrials,Business Equipment & Supplies,128574316544.0,-0.4322,-1.7920000000000005,12.22,-9.73,3.5,6.26,-33.96,7.49,7.0
647,CARRARO,Unknown,Unknown,,-0.4326,3.928,17.09,-3.29,8.74,0.16,-6.43,0.0,
648,CHOICEIN,Financial Services,Capital Markets,142755168256.0,-0.4348,0.4919999999999999,6.25,-2.31,2.36,1.79,-6.11,3.68,11.0
649,BIRLANU,Industrials,Building Products & Equipment,9412549632.0,-0.436,-2.714,-5.52,-2.45,-2.89,4.05,-4.68,7.49,7.0
650,HYUNDAI,Consumer Cyclical,Auto Manufacturers,1536515244032.0,-0.4381,0.1880000000000001,-17.36,7.94,-4.98,-7.71,27.68,5.0,9.0
651,AHLADA,Industrials,Building Products & Equipment,514901824.0,-0.4408,-3.624000000000001,3.51,-12.15,2.06,15.31,-20.71,7.49,7.0
652,CSBBANK,Financial Services,Banks - Regional,61359357952.0,-0.441,-0.4640000000000002,4.15,-4.7,2.36,8.1,-8.26,3.68,11.0
653,GODIGIT,Financial Services,Insurance - Property & Casualty,271416918016.0,-0.4435,0.012,1.92,-0.57,0.4,1.71,-2.74,3.68,11.0
654,BHARTIARTL,Communication Services,Telecom Services,10813580509184.0,-0.4497,0.992,-0.29,2.57,-0.06,-3.49,12.23,2.52,12.0
655,ANMOL,Unknown,Unknown,,-0.4517,2.756,13.97,-3.22,6.74,2.52,-6.67,0.0,
656,INDOFARM,Unknown,Unknown,,-0.4525,1.56,13.43,-6.9,7.2,11.77,-12.87,0.0,
657,DCG,Unknown,Unknown,,-0.4535,5.241999999999999,14.3,1.24,7.91,-12.17,2.24,0.0,
658,DOLATALGO,Financial Services,Capital Markets,12737120256.0,-0.4555,-0.3800000000000001,3.89,-3.35,1.6,4.29,-8.14,3.68,11.0
659,GALAXYSURF,Basic Materials,Specialty Chemicals,60131258368.0,-0.4561,-3.1379999999999995,-16.9,0.06,-5.27,-1.83,0.19,9.45,5.0
660,GSFC,Basic Materials,Agricultural Inputs,64967774208.0,-0.4561,-3.1379999999999995,-16.9,0.06,-5.27,-1.83,0.19,9.45,5.0
661,GARUDA,Unknown,Unknown,,-0.4562,3.522,11.14,-1.35,6.77,-1.78,-2.22,0.0,
662,HEG,Industrials,Electrical Equipment & Parts,100029898752.0,-0.4586,-2.6960000000000006,11.76,-14.93,5.46,10.83,-32.17,7.49,7.0
663,GABRIEL,Unknown,Unknown,,-0.4597,2.862,4.32,4.26,1.93,-5.43,9.55,0.0,
664,ICICIGI,Financial Services,Insurance - Diversified,864554254336.0,-0.4599,0.108,-1.29,0.66,-0.26,-1.81,3.26,3.68,11.0
665,GLOBALVECT,Unknown,Unknown,,-0.4599,2.419999999999999,21.95,-12.43,12.32,11.57,-22.15,0.0,
666,BDL,Industrials,Aerospace & Defense,433936695296.0,-0.4632,-3.5340000000000003,-0.16,-8.73,-0.07,9.74,-19.62,7.49,7.0
667,ASTRAL,Industrials,Building Products & Equipment,403378241536.0,-0.4642,-2.054,-9.8,-0.32,-3.21,-2.7,-0.98,7.49,7.0
668,CORALFINAC,Real Estate,Real Estate Services,1269520000.0,-0.4662,-0.8380000000000001,2.33,-3.43,0.89,4.55,-8.98,3.87,10.0
669,COLPAL,Consumer Defensive,Household & Personal Products,559284092928.0,-0.4666,-1.68,-9.61,-0.36,-2.56,-0.67,-1.35,6.53,8.0
670,INDIQUBE,Real Estate,Real Estate Services,32450478080.0,-0.4672,-0.606,-1.78,-0.45,-0.71,1.01,-1.13,3.87,10.0
671,GHCL,Basic Materials,Chemicals,39686094848.0,-0.4672,-3.938,-1.23,-9.29,-0.37,7.09,-30.82,9.45,5.0
672,DHANUKA,Basic Materials,Agricultural Inputs,47895719936.0,-0.4688,-4.454,-17.74,-1.31,-6.55,2.96,-3.55,9.45,5.0
673,ITC,Consumer Defensive,Tobacco,3553983725568.0,-0.4711,-1.746,-7.68,-1.53,-1.89,0.13,-6.22,6.53,8.0
674,BOROLTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26288949248.0,-0.4715,-2.1900000000000004,5.13,-8.85,2.25,10.66,-20.18,5.0,9.0
675,IOB,Financial Services,Banks - Regional,640474152960.0,-0.4731,-0.5379999999999999,3.71,-2.92,1.05,2.22,-10.32,3.68,11.0
676,HILTON,Unknown,Unknown,,-0.474,5.0280000000000005,26.51,-19.08,21.1,7.46,-23.98,0.0,
677,ECLERX,Technology,Information Technology Services,126719942656.0,-0.4742,-4.91,-11.57,-3.98,-5.53,-3.78,-8.33,11.6,2.0
678,AARTIPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,56411787264.0,-0.4742,-5.042,-10.86,-5.54,-4.71,5.53,-12.78,9.76,4.0
679,AURIONPRO,Technology,Software - Application,41222418432.0,-0.475,-6.592,-10.24,-8.53,-5.3,7.17,-16.48,11.6,2.0
680,INDIAMART,Communication Services,Internet Content & Information,120878702592.0,-0.4796,-0.2340000000000002,8.1,-3.75,2.11,3.76,-14.39,2.52,12.0
681,EQUIPPP,Unknown,Unknown,,-0.481,2.982,11.85,-0.18,5.09,-6.09,-0.42,0.0,
682,EICHERMOT,Consumer Cyclical,Auto Manufacturers,1981734977536.0,-0.482,-1.2139999999999995,-10.46,2.02,-3.37,-2.75,6.27,5.0,9.0
683,CANFINHOME,Financial Services,Mortgage Finance,112635469824.0,-0.4821,-0.9020000000000006,12.2,-7.61,3.57,5.74,-26.01,3.68,11.0
684,HBSL,Unknown,Unknown,,-0.4832,1.581999999999999,28.2,-12.56,11.01,9.11,-32.17,0.0,
685,CENTRUM,Financial Services,Financial Conglomerates,10320537600.0,-0.4836,-0.9060000000000006,7.69,-8.4,4.09,6.89,-15.79,3.68,11.0
686,JINDALPHOT,Unknown,Unknown,,-0.4839,2.8259999999999987,33.48,-11.49,12.37,0.82,-31.1,0.0,
687,HDBFS,Financial Services,Credit Services,513707245568.0,-0.4872,-0.3379999999999999,-1.21,-0.32,-0.35,-2.52,-1.11,3.68,11.0
688,FUSION,Financial Services,Credit Services,27045441536.0,-0.4888,-0.5880000000000002,2.02,-3.0,1.02,0.19,-5.93,3.68,11.0
689,ITCHOTELS,Consumer Cyclical,Resorts & Casinos,313446268928.0,-0.4889,-1.718,-5.36,-1.64,-1.77,1.33,-4.97,5.0,9.0
690,CHEMPLASTS,Basic Materials,Chemicals,31656697856.0,-0.4913,-5.284000000000001,-0.95,-12.4,-0.54,8.8,-21.87,9.45,5.0
691,AFFORDABLE,Unknown,Unknown,,-0.4925,1.342,8.84,-4.25,5.07,4.96,-7.41,0.0,
692,HOACFOODS,Unknown,Unknown,,-0.4949,2.254,5.36,0.79,3.23,-3.67,1.31,0.0,
693,BPL,Unknown,Unknown,,-0.4949,2.254,5.36,0.79,3.23,-3.67,1.31,0.0,
694,IGCL,Basic Materials,Agricultural Inputs,3670152960.0,-0.4963,-4.715999999999999,-22.99,2.64,-9.62,-3.97,6.31,9.45,5.0
695,BEDMUTHA,Basic Materials,Steel,3487725824.0,-0.4963,-4.715999999999999,-22.99,2.64,-9.62,-3.97,6.31,9.45,5.0
696,ARIS,Unknown,Unknown,,-0.4985,2.184,13.73,-6.99,8.3,2.83,-11.56,0.0,
697,HINDUNILVR,Consumer Defensive,Household & Personal Products,5097438314496.0,-0.5007,-2.798,-1.29,-6.56,-0.29,5.84,-29.25,6.53,8.0
698,BIRET,Unknown,Unknown,,-0.5028,0.8999999999999999,-2.19,2.88,-0.42,-1.91,15.0,0.0,
699,CONCOR,Industrials,Railroads,339300777984.0,-0.5103,-3.76,-1.48,-8.77,-0.42,6.78,-30.92,7.49,7.0
700,AXISBANK,Financial Services,Banks - Regional,4088168972288.0,-0.5115,-1.546,-0.18,-3.79,-0.05,3.44,-13.36,3.68,11.0
701,AWHCL,Industrials,Waste Management,12564399104.0,-0.5167,-4.7940000000000005,-1.69,-10.38,-1.07,7.54,-16.43,7.49,7.0
702,IIFLCAPS,Financial Services,Capital Markets,107058626560.0,-0.5184,-0.4119999999999999,-4.94,1.31,-1.56,-7.73,4.15,3.68,11.0
703,BALKRISIND,Consumer Cyclical,Auto Parts,402718359552.0,-0.5187,-2.296,-4.83,-3.25,-1.66,1.12,-9.46,5.0,9.0
704,IITL,Financial Services,Credit Services,3186870528.0,-0.5204,-1.346,26.53,-22.58,12.81,14.68,-46.76,3.68,11.0
705,CLSL,Unknown,Unknown,,-0.523,0.0899999999999999,0.62,-0.21,0.29,2.73,-0.45,0.0,
706,BAJFINANCE,Financial Services,Credit Services,5497224691712.0,-0.5236,-1.5219999999999998,-6.51,-0.73,-2.05,-0.59,-2.32,3.68,11.0
707,AARTECH,Unknown,Unknown,,-0.5264,0.1199999999999992,14.52,-13.89,9.46,14.28,-21.32,0.0,
708,CANBK,Financial Services,Banks - Regional,1210569195520.0,-0.5299,-2.824,-9.44,-2.44,-3.08,7.07,-7.48,3.68,11.0
709,GENUSPAPER,Unknown,Unknown,,-0.53,0.2139999999999995,13.93,-9.23,6.51,8.08,-19.76,0.0,
710,HCLTECH,Technology,Information Technology Services,3063198253056.0,-0.5327,-6.526,-25.86,-4.48,-7.89,2.78,-14.68,11.6,2.0
711,GMBREW,Consumer Defensive,Beverages - Wineries & Distilleries,20100722688.0,-0.5337,-3.536,-6.14,-4.97,-2.58,0.27,-11.82,6.53,8.0
712,ICEMAKE,Industrials,Specialty Industrial Machinery,12016269312.0,-0.5345,-3.15,-9.2,-2.46,-3.61,-6.67,-6.27,7.49,7.0
713,BANKBARODA,Financial Services,Banks - Regional,1392647864320.0,-0.5431,-2.47,-14.3,0.44,-4.41,1.73,1.43,3.68,11.0
714,GRAPHISAD,Unknown,Unknown,,-0.5472,0.9059999999999996,11.47,-7.5,6.51,1.58,-13.21,0.0,
715,ICICIBANK,Financial Services,Banks - Regional,9274275135488.0,-0.5481,-2.37,-6.63,-3.72,-1.47,4.95,-16.78,3.68,11.0
716,DOLLAR,Consumer Cyclical,Apparel Manufacturing,14102462464.0,-0.55,-3.032,-4.04,-4.58,-2.0,-0.4,-9.25,5.0,9.0
717,GLAXO,Healthcare,Drug Manufacturers - General,368441163776.0,-0.5504,-5.518,-20.62,-6.1,-5.13,4.77,-24.52,9.76,4.0
718,BHARTIHEXA,Communication Services,Telecom Services,728599953408.0,-0.5555,-1.626,-9.22,-0.36,-2.47,0.12,-1.34,2.52,12.0
719,DENTA,Unknown,Unknown,,-0.556,-0.516,18.51,-16.11,9.88,13.85,-30.18,0.0,
720,BSOFT,Technology,Information Technology Services,88191893504.0,-0.5588,-9.66,-19.27,-11.82,-8.22,15.26,-27.71,11.6,2.0
721,CELLO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",83185303552.0,-0.5598,-4.594,-11.06,-6.07,-3.61,10.63,-18.6,5.0,9.0
722,AGROPHOS,Unknown,Unknown,,-0.5615,0.6119999999999999,4.26,-1.89,2.28,-4.0,-3.53,0.0,
723,BALKRISHNA,Unknown,Unknown,,-0.5615,0.6119999999999999,4.26,-1.89,2.28,-4.0,-3.53,0.0,
724,GULFOILLUB,Basic Materials,Specialty Chemicals,45453926400.0,-0.5615,-5.442,-18.24,-4.53,-6.05,-1.65,-13.66,9.45,5.0
725,DECCANCE,Basic Materials,Building Materials,8025597440.0,-0.5633,-6.795999999999999,-20.83,-4.48,-8.34,2.89,-11.19,9.45,5.0
726,CMNL,Unknown,Unknown,,-0.5639,2.2379999999999978,23.73,-15.06,13.77,-0.46,-25.95,0.0,
727,BRIGADE,Real Estate,Real Estate - Development,158563844096.0,-0.5657,-3.964,8.54,-14.26,2.9,14.89,-42.0,3.87,10.0
728,CHOLAFIN,Financial Services,Credit Services,1255374585856.0,-0.5661,-2.656,-12.57,0.17,-4.54,-1.66,0.47,3.68,11.0
729,BANARBEADS,Consumer Cyclical,Footwear & Accessories,652330816.0,-0.5661,-4.068,-8.4,-4.29,-3.92,2.44,-9.2,5.0,9.0
730,HINDCOPPER,Unknown,Unknown,,-0.5697,-0.572,-0.03,-1.4,-0.02,-0.14,-2.12,0.0,
731,BANKINDIA,Financial Services,Banks - Regional,659499450368.0,-0.5738,-3.556,-15.19,-0.34,-5.7,2.23,-0.91,3.68,11.0
732,JAMNAAUTO,Consumer Cyclical,Auto Parts,47674556416.0,-0.5764,-3.754,-13.91,0.5,-6.59,-4.48,1.06,5.0,9.0
733,BEL,Industrials,Aerospace & Defense,2984948269056.0,-0.5765,-5.366,-19.47,-5.09,-5.55,5.24,-17.86,7.49,7.0
734,EVERESTIND,Industrials,Building Products & Equipment,5406812160.0,-0.5765,-5.640000000000001,-5.14,-10.23,-2.58,3.89,-20.38,7.49,7.0
735,GSTL,Unknown,Unknown,,-0.5794,-1.032,11.33,-12.66,6.72,10.22,-21.34,0.0,
736,GSS,Unknown,Unknown,,-0.5794,-1.032,11.33,-12.66,6.72,10.22,-21.34,0.0,
737,COROMANDEL,Basic Materials,Agricultural Inputs,553856466944.0,-0.5816,-7.77,-23.26,-7.86,-7.71,11.12,-23.71,9.45,5.0
738,ALICON,Industrials,Metal Fabrication,10529909760.0,-0.5848,-5.827999999999999,-16.93,-4.28,-6.86,1.23,-10.56,7.49,7.0
739,DELAPLEX,Unknown,Unknown,,-0.5877,-0.9100000000000004,5.4,-7.15,3.25,3.72,-11.89,0.0,
740,AMJLAND,Real Estate,Real Estate - Development,1478460032.0,-0.5891,-4.62,-1.08,-10.8,-0.5,10.95,-23.43,3.87,10.0
741,JINDWORLD,Unknown,Unknown,,-0.5929,-2.28,6.78,-10.62,3.28,12.28,-21.94,0.0,
742,FLAIR,Industrials,Business Equipment & Supplies,29763653632.0,-0.593,-6.337999999999999,-12.99,-9.44,-4.27,9.11,-28.72,7.49,7.0
743,POONAWALLA,Financial Services,Credit Services,332922126336.0,-0.5931,-4.466,-12.25,-4.1,-4.71,6.72,-10.66,3.68,11.0
744,CEATLTD,Consumer Cyclical,Auto Parts,125768728576.0,-0.5969,-5.37,-2.11,-12.12,-0.87,11.36,-29.36,5.0,9.0
745,GODAVARIB,Unknown,Unknown,,-0.6006,-2.0380000000000003,7.1,-10.18,3.39,9.61,-21.32,0.0,
746,HILINFRA,Industrials,Infrastructure Operations,3410316032.0,-0.6006,-7.02,-9.17,-11.52,-4.02,9.5,-26.29,7.49,7.0
747,HERANBA,Basic Materials,Agricultural Inputs,7485719552.0,-0.6025,-9.082,-9.44,-16.3,-4.27,15.96,-36.05,9.45,5.0
748,ACC,Basic Materials,Building Materials,247165583360.0,-0.6061,-6.126,-28.59,-4.08,-7.49,-0.15,-15.57,9.45,5.0
749,ESCONET,Unknown,Unknown,,-0.6092,-1.1740000000000004,6.77,-9.43,4.33,3.75,-14.73,0.0,
750,EIHAHOTELS,Consumer Cyclical,Lodging,18079799296.0,-0.6099,-4.226,-11.01,-5.18,-3.59,0.52,-15.88,5.0,9.0
751,AUTOAXLES,Consumer Cyclical,Auto Parts,25372999680.0,-0.6123,-5.1240000000000006,-23.43,0.15,-8.64,0.4,0.41,5.0,9.0
752,AIROLAM,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1312375040.0,-0.6125,-4.484,-21.7,-1.16,-6.7,-0.04,-3.76,5.0,9.0
753,APOLLOTYRE,Consumer Cyclical,Auto Parts,244081508352.0,-0.6141,-5.054,-18.32,-4.61,-5.35,5.97,-15.79,5.0,9.0
754,BLACKBUCK,Technology,Software - Application,96583065600.0,-0.6152,-10.634,-18.73,-15.02,-7.71,15.03,-36.48,11.6,2.0
755,AMBUJACEM,Basic Materials,Building Materials,1018278051840.0,-0.6161,-6.872,-23.74,-5.48,-7.8,-0.56,-16.68,9.45,5.0
756,EPACK,Unknown,Unknown,,-0.6165,-2.5780000000000003,-1.43,-5.17,-0.85,5.32,-8.68,0.0,
757,JINDALPOLY,Consumer Cyclical,Packaging & Containers,30668003328.0,-0.6183,-5.699999999999999,-11.53,-4.47,-6.52,1.17,-7.9,5.0,9.0
758,GMMPFAUDLR,Industrials,Specialty Industrial Machinery,34059591680.0,-0.6201,-7.414,-18.6,-10.27,-5.51,13.84,-34.67,7.49,7.0
759,CAPLIPOINT,Healthcare,Drug Manufacturers - Specialty & Generic,175541403648.0,-0.6229,-9.616,-4.31,-19.69,-2.9,12.68,-29.24,9.76,4.0
760,EFORCE,Unknown,Unknown,,-0.6237,-3.9660000000000006,2.02,-12.0,1.39,15.99,-17.45,0.0,
761,DUCOL,Unknown,Unknown,,-0.6238,-3.834,-6.33,-3.81,-3.85,8.65,-6.27,0.0,
762,CINELINE,Communication Services,Entertainment,2685460480.0,-0.6246,-4.458,-7.45,-6.33,-3.21,6.77,-14.69,2.52,12.0
763,BAJAJINDEF,Unknown,Unknown,,-0.6269,-2.172,15.61,-17.4,7.98,12.17,-34.04,0.0,
764,CCHHL,Unknown,Unknown,,-0.6296,-2.0000000000000004,6.64,-8.81,2.54,4.28,-23.01,0.0,
765,DLINKINDIA,Technology,Communication Equipment,17803907072.0,-0.6308,-11.733999999999998,-14.3,-17.83,-7.67,15.72,-33.24,11.6,2.0
766,CENTEXT,Unknown,Unknown,,-0.6363,-2.68,-2.56,-4.63,-1.38,2.71,-8.58,0.0,
767,CSLFINANCE,Financial Services,Credit Services,5022804480.0,-0.6387,-4.356,-16.93,-0.45,-6.96,-3.87,-1.09,3.68,11.0
768,ELIN,Industrials,Electrical Equipment & Parts,5315904000.0,-0.6396,-7.853999999999999,-18.72,-5.52,-9.41,1.5,-10.98,7.49,7.0
769,GNA,Consumer Cyclical,Auto Parts,15337028608.0,-0.64,-8.072000000000001,-9.56,-12.71,-4.98,16.75,-24.4,5.0,9.0
770,CGRAPHICS,Unknown,Unknown,,-0.6416,-2.9860000000000007,5.65,-11.56,2.73,9.3,-23.91,0.0,
771,JAIPURKURT,Unknown,Unknown,,-0.6436,-2.0620000000000003,-4.57,-0.76,-2.93,-5.05,-1.19,0.0,
772,CUBEXTUB,Unknown,Unknown,,-0.6491,-3.458,-4.9,-3.35,-3.53,2.08,-4.65,0.0,
773,ABFRL,Unknown,Unknown,,-0.6492,-1.968,-2.19,-3.54,-0.92,-2.74,-8.41,0.0,
774,DALBHARAT,Basic Materials,Building Materials,307481018368.0,-0.6602,-8.966,-21.86,-11.6,-7.21,8.94,-35.16,9.45,5.0
775,FELIX,Unknown,Unknown,,-0.6603,-2.648,15.0,-17.33,7.14,9.41,-36.41,0.0,
776,CRISIL,Financial Services,Financial Data & Stock Exchanges,292761403392.0,-0.6627,-5.166,-14.57,-6.69,-4.15,5.69,-23.49,3.68,11.0
777,CANTABIL,Consumer Cyclical,Apparel Manufacturing,18397024256.0,-0.6645,-7.716,-22.47,-6.69,-8.4,11.47,-17.89,5.0,9.0
778,EIDPARRY,Basic Materials,Agricultural Inputs,128685015040.0,-0.6645,-8.778,-22.55,-12.09,-6.57,10.17,-41.5,9.45,5.0
779,BPCL,Energy,Oil & Gas Refining & Marketing,1230504460288.0,-0.6741,-8.782,-38.63,-2.11,-13.23,1.84,-6.16,8.66,6.0
780,BECTORFOOD,Consumer Defensive,Packaged Foods,54788612096.0,-0.6745,-8.784,-16.57,-12.15,-6.54,13.21,-30.78,6.53,8.0
781,HEROMOTOCO,Consumer Cyclical,Auto Manufacturers,971791466496.0,-0.6771,-6.096,-28.35,-2.79,-8.3,2.17,-9.53,5.0,9.0
782,DABUR,Consumer Defensive,Household & Personal Products,759074193408.0,-0.6817,-6.236000000000001,-30.69,-3.8,-7.86,0.2,-14.84,6.53,8.0
783,GODREJCP,Consumer Defensive,Household & Personal Products,1051486126080.0,-0.6832,-6.95,-22.91,-8.18,-6.13,5.89,-30.57,6.53,8.0
784,CHOLAHLDNG,Financial Services,Credit Services,268765888512.0,-0.6841,-5.236,-13.65,-4.51,-5.72,-3.19,-10.76,3.68,11.0
785,BELLACASA,Unknown,Unknown,,-0.6896,-5.798,-9.07,-7.13,-4.91,11.54,-13.17,0.0,
786,EIHOTEL,Consumer Cyclical,Lodging,183419305984.0,-0.691,-7.119999999999999,-16.59,-10.03,-5.18,9.36,-32.13,5.0,9.0
787,ALLETEC,Unknown,Unknown,,-0.6917,-3.724,2.06,-11.29,1.32,4.45,-17.63,0.0,
788,BAJAJFINSV,Financial Services,Financial Conglomerates,2660237312000.0,-0.6923,-4.78,-23.08,-3.58,-5.58,-0.19,-14.81,3.68,11.0
789,CCCL,Unknown,Unknown,,-0.6925,-5.268000000000001,2.63,-15.3,1.42,15.39,-28.31,0.0,
790,CCAVENUE,Unknown,Unknown,,-0.6971,-4.454,-17.74,-1.31,-6.55,2.96,-3.55,0.0,
791,BAJAJHCARE,Unknown,Unknown,,-0.6983,-4.422,-4.71,-7.98,-2.05,5.85,-18.34,0.0,
792,ARIHANTCAP,Unknown,Unknown,,-0.7005,-4.79,-12.42,-3.44,-5.69,3.55,-7.51,0.0,
793,FISCHER,Unknown,Unknown,,-0.7044,-2.688,-0.18,-6.6,-0.08,-5.1,-14.8,0.0,
794,INTENTECH,Unknown,Unknown,,-0.7055,-4.554,-0.68,-10.8,-0.39,6.08,-18.7,0.0,
795,IOC,Energy,Oil & Gas Refining & Marketing,1932915245056.0,-0.7065,-8.943999999999999,-44.84,-2.11,-13.5,1.46,-7.01,8.66,6.0
796,ECOSMOBLTY,Unknown,Unknown,,-0.7099,-3.912,-0.78,-9.06,-0.48,0.79,-14.82,0.0,
797,DREAMFOLKS,Unknown,Unknown,,-0.7105,-4.444000000000001,-1.27,-10.15,-0.64,4.95,-20.09,0.0,
798,APLAPOLLO,Basic Materials,Steel,489345155072.0,-0.7112,-10.528,-33.21,-10.39,-10.62,10.7,-32.49,9.45,5.0
799,ALOKINDS,Unknown,Unknown,,-0.7118,-4.7940000000000005,-6.66,-7.95,-2.69,6.35,-19.68,0.0,
800,BYKE,Unknown,Unknown,,-0.7154,-6.3260000000000005,-13.34,-3.2,-8.41,5.44,-5.08,0.0,
801,DHRUV,Industrials,Engineering & Construction,521580608.0,-0.7178,-10.29,-9.5,-17.55,-5.45,9.62,-30.59,7.49,7.0
802,ALUWIND,Unknown,Unknown,,-0.7256,-6.66,-15.44,-5.37,-7.52,9.99,-11.02,0.0,
803,GREENCHEF,Unknown,Unknown,,-0.7256,-6.66,-15.44,-5.37,-7.52,9.99,-11.02,0.0,
804,GLOBECIVIL,Industrials,Engineering & Construction,2360691968.0,-0.7283,-10.696,-15.84,-14.23,-8.34,8.4,-27.03,7.49,7.0
