PCT_ABOVE_50DMA,PCT_ABOVE_200DMA,ADVANCE_PERCENTAGE,PCT_NEW_52W_HIGHS,BREADTH_SCORE,BREADTH_REGIME,STOCKS_ANALYSED
50.39,33.33,45.92,1.33,37.77,WEAK,768
