ALPHA_RANK,Symbol,Sector,Industry,Market_Cap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,ENTRY_SCORE,ADV_RUPEES,AVG_20D_VOLUME,LIQUIDITY_SCORE,LIQUIDITY_BUCKET,Industry_MASTER,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,FACTOR_ENTRY,FACTOR_LIQUIDITY,FACTOR_MARKET_CAP,MULTI_FACTOR_SCORE,FACTOR_RANK
523,IEX,Financial Services,Capital Markets,105604407296.0,-0.2541,6.242,22.23,3.11,8.33,-6.99,8.3,3.68,11.0,0.0,500797475.63,4217242.0,76.8,HIGH,Unknown,41.88,39.34,35.79,1.4833333333333332,32.23,86.93,10.28,0.0,76.8,38.3248730964467,34.44,249
490,AAVAS,Financial Services,Mortgage Finance,103042400256.0,-0.2051,6.288,39.79,-2.73,12.3,0.11,-8.83,3.68,11.0,0.0,128058032.99,98536.0,56.266666666666666,MEDIUM,Unknown,42.39,55.08,38.83,3.2266666666666666,44.42,14.72,10.28,0.0,56.27,37.055837563451774,34.43,250
545,FIVESTAR,Financial Services,Credit Services,126971576320.0,-0.2888,4.433999999999999,31.94,-9.06,13.43,7.92,-21.55,3.68,11.0,0.0,285713411.66,664218.0,69.39999999999999,MEDIUM,Unknown,35.53,47.97,34.01,4.096666666666667,49.49,25.89,10.28,0.0,69.4,43.90862944162436,34.3,251
483,GRAPHITE,Industrials,Electrical Equipment & Parts,124464021504.0,-0.196,5.233999999999999,20.75,-0.7,9.19,-1.63,-1.58,7.49,7.0,2.0,912546395.84,1432456.0,83.8,HIGH,Capital Goods,38.07,37.56,39.09,2.2866666666666666,37.56,4.06,53.3,2.0,83.8,42.13197969543147,34.26,252
574,JIOFIN,Financial Services,Asset Management,1519845113856.0,-0.3269,3.416,10.21,3.62,3.28,-3.71,11.27,3.68,11.0,0.0,2584959691.18,11230654.0,93.26666666666668,HIGH,Unknown,34.26,29.19,31.22,1.0633333333333335,28.68,82.99,10.28,0.0,93.27,91.87817258883248,33.96,253
514,CAMPUS,Consumer Cyclical,Footwear & Accessories,71860240384.0,-0.2403,5.0,24.8,1.16,7.56,-4.41,3.8,5.0,9.0,0.0,121904766.76,518413.0,55.400000000000006,MEDIUM,FMCG – Food,37.69,42.51,36.55,1.4366666666666663,31.6,92.77,28.05,0.0,55.4,30.710659898477154,33.88,254
505,DHANBANK,Financial Services,Banks - Regional,12654045184.0,-0.2261,7.276,20.8,3.61,9.72,-5.37,7.73,3.68,11.0,2.0,69051711.0,2153827.0,46.33333333333333,LOW,Unknown,46.07,37.94,37.31,2.6533333333333333,39.72,87.69,10.28,2.0,46.33,5.0761421319796955,33.88,255
525,AIIL,Financial Services,Capital Markets,395017224192.0,-0.2558,7.016,20.33,-0.43,11.98,-2.17,-0.73,3.68,11.0,0.0,185601475.95,399014.0,62.53333333333333,MEDIUM,Unknown,45.69,37.31,35.53,3.126666666666667,43.4,1.27,10.28,0.0,62.53,72.84263959390863,33.72,256
511,ISGEC,Industrials,Specialty Industrial Machinery,64897146880.0,-0.2382,3.3,22.93,-9.03,11.52,9.63,-17.98,7.49,7.0,0.0,57705930.95,65382.0,43.66666666666666,LOW,Capital Goods,33.76,40.1,36.8,4.04,48.22,24.11,53.3,0.0,43.67,28.680203045685282,33.57,257
496,AADHARHFC,Financial Services,Mortgage Finance,205061357568.0,-0.2201,5.617999999999999,33.19,-0.22,9.51,-0.92,-0.77,3.68,11.0,0.0,147576809.4,314093.0,59.06666666666667,MEDIUM,Unknown,38.58,48.73,38.32,2.7899999999999996,41.37,1.52,10.28,0.0,59.07,59.390862944162436,33.11,258
543,INDUSINDBK,Financial Services,Banks - Regional,688714416128.0,-0.2857,4.788,7.25,8.49,2.32,-8.77,26.51,3.68,11.0,2.0,1544659244.39,1747451.0,89.13333333333333,HIGH,Unknown,37.06,25.63,34.52,0.6800000000000003,26.65,68.15,10.28,2.0,89.13,80.71065989847716,33.07,259
534,HOMEFIRST,Financial Services,Mortgage Finance,109587390464.0,-0.269,4.636,24.39,-3.65,10.16,5.72,-8.76,3.68,11.0,0.0,190655771.13,181733.0,62.866666666666674,MEDIUM,Unknown,36.04,42.13,35.03,4.076666666666667,48.73,14.47,10.28,0.0,62.87,39.59390862944163,32.73,260
549,IRCON,Industrials,Engineering & Construction,125097992192.0,-0.2921,1.5979999999999994,17.74,-8.44,8.29,8.96,-18.06,7.49,7.0,0.0,245143298.92,1843044.0,67.0,MEDIUM,Capital Goods,30.71,35.28,33.76,2.936666666666667,42.39,24.37,53.3,0.0,67.0,42.63959390862944,32.73,261
519,DAMCAPITAL,Financial Services,Capital Markets,10220488704.0,-0.2492,5.884,25.16,-3.77,12.32,4.54,-7.7,3.68,11.0,0.0,122117573.3,844578.0,55.46666666666666,MEDIUM,Unknown,40.1,42.89,36.29,4.363333333333333,50.76,13.71,10.28,0.0,55.47,2.5380710659898478,31.82,262
557,BLS,Industrials,Specialty Business Services,104382611456.0,-0.2997,1.493999999999999,13.53,-6.72,6.97,7.57,-13.05,7.49,7.0,0.0,736320846.3,2902901.0,81.0,HIGH,Capital Goods,30.2,32.49,32.74,2.606666666666667,39.34,18.27,53.3,0.0,81.0,37.81725888324873,31.71,263
568,COCHINSHIP,Industrials,Aerospace & Defense,369418010624.0,-0.3216,1.158,12.19,-5.16,5.37,3.99,-11.71,7.49,7.0,0.0,1607207033.78,1144571.0,89.53333333333333,HIGH,Capital Goods,28.43,30.71,31.73,1.4000000000000001,30.96,17.77,53.3,0.0,89.53,72.08121827411168,31.51,264
544,HERITGFOOD,Consumer Defensive,Packaged Foods,29453449216.0,-0.2868,2.112,24.06,-8.94,9.48,9.51,-22.69,6.53,8.0,0.0,62679976.22,197479.0,44.93333333333333,LOW,FMCG – Food,32.74,41.62,34.26,3.35,45.18,27.16,38.83,0.0,44.93,14.974619289340103,31.26,265
552,CARERATING,Financial Services,Financial Data & Stock Exchanges,48950087680.0,-0.2947,4.3,12.41,4.48,4.18,-4.24,13.3,3.68,11.0,4.0,127982303.55,78565.0,56.2,MEDIUM,Unknown,35.03,31.47,33.25,1.4733333333333334,31.98,80.96,10.28,4.0,56.2,24.61928934010152,30.65,266
586,AJMERA,Real Estate,Real Estate - Development,22588205056.0,-0.3373,2.9799999999999995,7.44,1.18,4.18,1.86,2.1,3.87,10.0,0.0,161283092.33,1405150.0,60.8,MEDIUM,Residential,33.5,26.14,29.44,2.4066666666666667,38.58,95.43,19.92,0.0,60.8,11.421319796954315,30.62,267
610,AUBANK,Financial Services,Banks - Regional,717825769472.0,-0.3657,2.1099999999999994,17.48,-3.05,5.55,2.26,-9.61,3.68,11.0,0.0,1542095452.31,1607689.0,89.06666666666668,HIGH,Unknown,32.49,35.03,26.14,1.5866666666666667,33.25,15.99,10.28,0.0,89.07,81.47208121827411,30.09,268
570,INFY,Technology,Information Technology Services,4636867559424.0,-0.3261,-2.2880000000000003,-8.98,-1.52,-2.8,5.47,-4.87,11.6,2.0,0.0,18662085403.74,16294495.0,99.8,HIGH,IT Services,17.26,15.48,31.47,0.38333333333333314,23.1,7.87,94.29,0.0,99.8,98.73096446700508,30.09,269
608,DLF,Real Estate,Real Estate - Development,1394095554560.0,-0.3652,2.264,14.29,-1.3,4.64,-0.13,-4.0,3.87,10.0,0.0,2082192544.33,3697075.0,91.6,HIGH,Residential,32.99,34.01,26.4,1.07,28.93,6.85,19.92,0.0,91.6,91.11675126903553,29.89,270
607,BAJAJHFL,Financial Services,Mortgage Finance,689113464832.0,-0.3642,1.594,22.04,-4.07,5.37,3.95,-16.7,3.68,11.0,0.0,300850840.04,3636099.0,70.6,MEDIUM,Unknown,30.46,39.09,26.65,1.75,34.01,23.35,10.28,0.0,70.6,80.96446700507614,29.87,271
581,INDUSTOWER,Communication Services,Telecom Services,1089555005440.0,-0.332,4.456,3.26,9.82,0.88,-11.87,36.42,2.52,12.0,2.0,2885931288.5,6985190.0,94.26666666666668,HIGH,Unknown,35.79,22.59,29.7,-0.3899999999999994,19.54,58.12,0.89,2.0,94.27,86.80203045685279,29.78,272
626,BAJAJHLDNG,Financial Services,Asset Management,1116830433280.0,-0.3856,1.848,5.25,2.55,1.38,-3.35,9.69,3.68,11.0,0.0,429682142.25,42818.0,75.06666666666668,MEDIUM,Unknown,31.22,24.37,24.62,0.19333333333333322,22.08,84.77,10.28,0.0,75.07,87.81725888324873,29.36,273
578,CROMPTON,Consumer Cyclical,"Furnishings, Fixtures & Appliances",166438682624.0,-0.3307,2.002,9.74,-0.02,3.35,2.06,-0.06,5.0,9.0,2.0,904844512.86,3553287.0,83.66666666666667,HIGH,FMCG – Food,32.11,28.81,30.33,1.7966666666666669,34.9,0.38,28.05,2.0,83.67,52.53807106598985,29.27,274
592,EUREKAFORB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",83520741376.0,-0.3443,1.3880000000000003,21.02,-7.39,7.24,8.29,-21.45,5.0,9.0,0.0,102097460.83,236528.0,52.2,MEDIUM,FMCG – Food,29.19,38.32,28.43,2.7133333333333334,40.36,25.63,28.05,0.0,52.2,33.756345177664976,28.95,275
562,INGERRAND,Industrials,Specialty Industrial Machinery,123797069824.0,-0.3091,0.9059999999999996,8.7,-2.91,3.45,5.07,-7.34,7.49,7.0,2.0,117518197.97,29967.0,54.46666666666666,MEDIUM,Capital Goods,27.28,27.54,32.49,1.87,35.41,13.07,53.3,2.0,54.47,41.878172588832484,28.86,276
580,HINDZINC,Basic Materials,Other Industrial Metals & Mining,2313573367808.0,-0.331,1.4480000000000002,5.92,-0.43,2.7,-9.33,-0.94,9.45,5.0,4.0,2575287449.81,4703292.0,93.2,HIGH,Unknown,29.95,24.62,29.95,-2.3533333333333335,10.15,2.28,75.0,4.0,93.2,94.67005076142132,28.83,277
575,GPPL,Industrials,Marine Shipping,73559490560.0,-0.3276,1.106,-0.03,2.78,-0.01,-3.04,8.3,7.49,7.0,0.0,280780330.11,1846024.0,69.06666666666666,MEDIUM,Capital Goods,28.17,21.07,30.96,-0.09000000000000001,20.81,86.93,53.3,0.0,69.07,31.979695431472084,28.75,278
587,DEVYANI,Consumer Cyclical,Restaurants,134969917440.0,-0.3389,2.862,4.32,4.26,1.93,-5.43,9.55,5.0,9.0,0.0,157670852.4,1440311.0,60.13333333333334,MEDIUM,FMCG – Food,33.25,24.11,29.19,0.25333333333333324,22.34,85.28,28.05,0.0,60.13,45.93908629441624,28.67,279
599,GILLETTE,Consumer Defensive,Household & Personal Products,250955038720.0,-0.3564,1.1800000000000002,2.05,2.14,0.54,-4.55,8.11,6.53,8.0,0.0,239897874.25,31150.0,66.66666666666666,MEDIUM,FMCG – Food,28.68,22.08,27.92,-0.6233333333333332,18.53,87.31,38.83,0.0,66.67,63.95939086294417,28.64,280
654,BHARTIARTL,Communication Services,Telecom Services,10813580509184.0,-0.4497,0.992,-0.29,2.57,-0.06,-3.49,12.23,2.52,12.0,0.0,18538398977.25,10442992.0,99.73333333333332,HIGH,Unknown,27.66,20.3,20.81,-0.3266666666666668,20.05,81.98,0.89,0.0,99.73,99.74619289340102,28.47,281
630,HDFCAMC,Financial Services,Asset Management,1049257443328.0,-0.4014,1.86,15.58,-3.81,5.64,-0.08,-10.52,3.68,11.0,0.0,2094436612.9,855640.0,91.66666666666666,HIGH,Unknown,31.47,34.52,24.37,0.5833333333333331,24.87,17.01,10.28,0.0,91.67,85.78680203045685,28.26,282
633,IRFC,Financial Services,Credit Services,1238894379008.0,-0.4161,0.762,12.66,-4.89,4.53,4.59,-13.67,3.68,11.0,0.0,850964889.87,8976423.0,82.86666666666666,HIGH,Unknown,26.4,31.73,23.86,1.4100000000000001,31.22,19.29,10.28,0.0,82.87,89.59390862944161,28.25,283
567,ASHOKA,Industrials,Engineering & Construction,33072003072.0,-0.3211,0.6879999999999997,13.7,-7.25,5.98,8.0,-16.61,7.49,7.0,0.0,88314409.16,749634.0,49.93333333333334,LOW,Capital Goods,26.14,32.74,31.98,2.2433333333333336,37.31,22.84,53.3,0.0,49.93,16.751269035532996,28.19,284
577,CYIENT,Industrials,Conglomerates,93782097920.0,-0.3297,1.036,13.84,-4.85,4.96,2.18,-13.53,7.49,7.0,0.0,257344848.86,303151.0,67.66666666666666,MEDIUM,Capital Goods,27.92,32.99,30.71,0.7633333333333335,27.66,18.78,53.3,0.0,67.67,35.786802030456855,27.94,285
588,BBTC,Consumer Defensive,Packaged Foods,106067247104.0,-0.3401,0.8739999999999999,-1.28,2.8,-0.41,-0.18,8.76,6.53,8.0,2.0,57938164.58,38112.0,43.73333333333333,LOW,FMCG – Food,26.9,19.04,28.93,0.7366666666666665,27.41,86.55,38.83,2.0,43.73,38.83248730964467,27.91,286
611,DCBBANK,Financial Services,Banks - Regional,57014149120.0,-0.3678,1.8960000000000004,18.43,-6.3,7.36,7.13,-15.78,3.68,11.0,0.0,170331737.11,962217.0,61.33333333333333,MEDIUM,Unknown,31.73,35.79,25.89,2.7300000000000004,40.61,21.57,10.28,0.0,61.33,26.39593908629442,27.62,287
579,CIEINDIA,Consumer Cyclical,Auto Parts,165117476864.0,-0.3307,2.002,9.74,-0.02,3.35,2.06,-0.06,5.0,9.0,0.0,128779310.84,295874.0,56.53333333333334,MEDIUM,FMCG – Food,32.11,28.81,30.33,1.7966666666666669,34.9,0.38,28.05,0.0,56.53,52.28426395939086,27.6,288
556,APOLLOPIPE,Industrials,Building Products & Equipment,21564403712.0,-0.2996,1.39,11.86,-2.39,3.91,2.57,-7.25,7.49,7.0,2.0,195026280.2,397202.0,63.33333333333333,MEDIUM,Capital Goods,29.57,30.08,32.99,1.3633333333333333,30.33,12.56,53.3,2.0,63.33,10.406091370558377,27.39,289
664,ICICIGI,Financial Services,Insurance - Diversified,864554254336.0,-0.4599,0.108,-1.29,0.66,-0.26,-1.81,3.26,3.68,11.0,0.0,1051885868.81,607254.0,85.2,HIGH,Unknown,24.87,18.65,20.05,-0.47000000000000003,19.29,94.16,10.28,0.0,85.2,84.26395939086294,27.16,290
606,ALKEM,Healthcare,Drug Manufacturers - Specialty & Generic,633634684928.0,-0.3633,-0.8780000000000001,1.12,-2.63,0.29,-1.11,-10.12,9.76,4.0,0.0,979173776.4,184767.0,84.46666666666667,HIGH,Pharma – Formulations,20.56,21.32,26.9,-1.1500000000000001,15.74,16.24,87.18,0.0,84.47,79.18781725888326,27.1,291
590,INOXWIND,Industrials,Specialty Industrial Machinery,142977122304.0,-0.3427,0.4919999999999999,6.25,-2.31,2.36,1.79,-6.11,7.49,7.0,0.0,1092223965.51,13202272.0,85.73333333333333,HIGH,Capital Goods,25.76,25.0,28.68,0.6133333333333333,25.25,10.03,53.3,0.0,85.73,47.46192893401015,26.98,292
639,ABREL,Real Estate,Real Estate Services,132063117312.0,-0.4215,0.3540000000000001,14.28,-8.67,6.37,8.96,-19.44,3.87,10.0,0.0,177330507.26,148481.0,61.86666666666667,MEDIUM,Residential,25.38,33.76,22.84,2.22,37.06,25.13,19.92,0.0,61.87,45.431472081218274,26.78,293
601,GOCOLORS,Consumer Cyclical,Apparel Retail,19045005312.0,-0.3598,1.39,11.86,-2.39,3.91,2.57,-7.25,5.0,9.0,5.0,1083977526.98,2993586.0,85.66666666666667,HIGH,FMCG – Food,29.57,30.08,27.66,1.3633333333333333,30.33,12.56,28.05,5.0,85.67,9.137055837563452,26.56,294
682,EICHERMOT,Consumer Cyclical,Auto Manufacturers,1981734977536.0,-0.482,-1.2139999999999995,-10.46,2.02,-3.37,-2.75,6.27,5.0,9.0,3.0,3676062190.43,509185.0,95.66666666666669,HIGH,FMCG – Food,20.05,13.71,17.01,-1.3666666666666665,14.21,90.1,28.05,3.0,95.67,93.90862944162437,26.46,295
598,BAYERCROP,Basic Materials,Agricultural Inputs,193179090944.0,-0.3512,-0.8,9.16,-5.21,2.14,2.42,-22.3,9.45,5.0,0.0,128599528.28,29918.0,56.46666666666667,MEDIUM,Unknown,20.81,27.92,28.17,-0.21666666666666665,20.3,26.9,75.0,0.0,56.47,57.61421319796954,26.41,296
603,ACI,Basic Materials,Chemicals,66290987008.0,-0.3619,-1.6960000000000002,7.28,-8.08,2.56,7.99,-22.97,9.45,5.0,3.0,127867745.6,238137.0,56.13333333333333,MEDIUM,Unknown,18.78,25.89,27.16,0.8233333333333336,27.92,27.41,75.0,3.0,56.13,29.187817258883246,26.26,297
634,GODREJPROP,Real Estate,Real Estate - Development,494462402560.0,-0.4166,1.206,9.61,-2.73,3.83,0.39,-6.85,3.87,10.0,0.0,959913989.83,584779.0,84.39999999999999,HIGH,Residential,28.93,28.17,23.6,0.49666666666666676,23.6,11.93,19.92,0.0,84.4,76.6497461928934,26.24,298
650,HYUNDAI,Consumer Cyclical,Auto Manufacturers,1536515244032.0,-0.4381,0.1880000000000001,-17.36,7.94,-4.98,-7.71,27.68,5.0,9.0,2.0,4185616552.8,2213441.0,96.73333333333332,HIGH,FMCG – Food,25.13,9.64,21.57,-1.5833333333333333,13.2,67.26,28.05,2.0,96.73,92.13197969543148,26.2,299
565,ELLEN,Basic Materials,Chemicals,37587525632.0,-0.3131,-0.0859999999999998,3.87,-2.96,1.83,3.04,-6.27,9.45,5.0,4.0,105353825.74,395027.0,52.66666666666666,MEDIUM,Unknown,24.11,23.35,32.23,0.6366666666666667,25.89,11.29,75.0,4.0,52.67,19.543147208121827,26.1,300
616,ABLBL,Consumer Cyclical,Apparel Retail,118269329408.0,-0.3693,0.9059999999999996,8.7,-2.91,3.45,5.07,-7.34,5.0,9.0,0.0,113649127.98,1167188.0,53.8,MEDIUM,FMCG – Food,27.28,27.54,25.63,1.87,35.41,13.07,28.05,0.0,53.8,41.11675126903553,25.86,301
636,IRCTC,Consumer Cyclical,Travel Services,409879969792.0,-0.4185,-0.688,-1.11,-1.27,-0.3,5.75,-4.71,5.0,9.0,0.0,448178858.43,874751.0,75.53333333333333,MEDIUM,FMCG – Food,21.07,19.8,23.35,1.3933333333333333,30.71,7.61,28.05,0.0,75.53,74.36548223350253,25.23,302
666,BDL,Industrials,Aerospace & Defense,433936695296.0,-0.4632,-3.5340000000000003,-0.16,-8.73,-0.07,9.74,-19.62,7.49,7.0,0.0,1574976298.33,1330441.0,89.4,HIGH,Capital Goods,14.72,20.81,19.8,0.3133333333333332,22.59,25.38,53.3,0.0,89.4,76.14213197969542,24.98,303
713,BANKBARODA,Financial Services,Banks - Regional,1392647864320.0,-0.5431,-2.47,-14.3,0.44,-4.41,1.73,1.43,3.68,11.0,3.0,3578455235.1,13287989.0,95.4,HIGH,Unknown,16.5,11.42,12.94,-0.7466666666666667,17.51,97.21,10.28,3.0,95.4,90.86294416243655,24.85,304
632,INTERARCH,Industrials,Engineering & Construction,28238768128.0,-0.4119,-2.28,6.78,-10.62,3.28,12.28,-21.94,7.49,7.0,0.0,250884173.03,149008.0,67.4,MEDIUM,Capital Goods,17.51,25.38,24.11,1.6466666666666665,33.76,26.65,53.3,0.0,67.4,14.720812182741117,24.84,305
697,HINDUNILVR,Consumer Defensive,Household & Personal Products,5097438314496.0,-0.5007,-2.798,-1.29,-6.56,-0.29,5.84,-29.25,6.53,8.0,2.0,4842141978.95,2231916.0,97.46666666666668,HIGH,FMCG – Food,15.74,18.65,15.48,-0.3366666666666666,19.8,29.7,38.83,2.0,97.47,98.98477157360406,24.83,306
539,GIPCL,Utilities,Utilities - Regulated Electric,24867145728.0,-0.2803,-5.1240000000000006,-23.43,0.15,-8.64,0.4,0.41,18.74,1.0,5.0,84764975.75,529087.0,49.46666666666666,LOW,Unknown,11.17,5.58,34.77,-2.6966666666666668,8.88,99.24,98.48,5.0,49.47,13.19796954314721,24.73,307
641,FINPIPE,Industrials,Building Products & Equipment,105731678208.0,-0.4263,-0.4119999999999999,-4.94,1.31,-1.56,-7.73,4.15,7.49,7.0,2.0,350254999.35,2048275.0,72.39999999999999,MEDIUM,Capital Goods,22.21,16.88,22.34,-2.66,9.26,92.01,53.3,2.0,72.4,38.578680203045685,24.45,308
640,EMSLIMITED,Industrials,Engineering & Construction,16761974784.0,-0.425,-0.3820000000000014,19.74,-18.73,11.85,8.61,-31.2,7.49,7.0,0.0,212682216.35,704596.0,64.53333333333333,MEDIUM,Capital Goods,22.59,37.06,22.59,0.5766666666666662,24.62,31.22,53.3,0.0,64.53,6.598984771573605,24.32,309
646,DOMS,Industrials,Business Equipment & Supplies,128574316544.0,-0.4322,-1.7920000000000005,12.22,-9.73,3.5,6.26,-33.96,7.49,7.0,2.0,145992732.73,68910.0,58.93333333333334,MEDIUM,Capital Goods,18.02,31.22,22.08,0.009999999999999787,21.32,32.99,53.3,2.0,58.93,44.41624365482234,24.29,310
662,HEG,Industrials,Electrical Equipment & Parts,100029898752.0,-0.4586,-2.6960000000000006,11.76,-14.93,5.46,10.83,-32.17,7.49,7.0,0.0,538617900.23,1039101.0,77.93333333333334,HIGH,Capital Goods,15.99,29.7,20.3,0.45333333333333375,23.35,31.73,53.3,0.0,77.93,36.54822335025381,24.07,311
602,HARSHA,Industrials,Tools & Accessories,36508684288.0,-0.3604,-0.0859999999999998,3.87,-2.96,1.83,3.04,-6.27,7.49,7.0,4.0,98791242.2,246362.0,51.8,LOW,Capital Goods,24.11,23.35,27.41,0.6366666666666667,25.89,11.29,53.3,4.0,51.8,19.289340101522843,24.0,312
700,AXISBANK,Financial Services,Banks - Regional,4088168972288.0,-0.5115,-1.546,-0.18,-3.79,-0.05,3.44,-13.36,3.68,11.0,3.0,9031569195.55,6870726.0,99.26666666666668,HIGH,Unknown,19.54,20.56,14.97,-0.1333333333333333,20.56,18.53,10.28,3.0,99.27,97.96954314720813,23.85,313
673,ITC,Consumer Defensive,Tobacco,3553983725568.0,-0.4711,-1.746,-7.68,-1.53,-1.89,0.13,-6.22,6.53,8.0,0.0,5504257645.34,19405104.0,98.06666666666666,HIGH,FMCG – Food,18.27,15.74,18.53,-1.0966666666666667,16.24,10.66,38.83,0.0,98.07,97.46192893401016,23.52,314
715,ICICIBANK,Financial Services,Banks - Regional,9274275135488.0,-0.5481,-2.37,-6.63,-3.72,-1.47,4.95,-16.78,3.68,11.0,5.0,21606795583.92,16706715.0,99.93333333333332,HIGH,Unknown,16.75,15.99,12.69,-0.08000000000000007,21.07,23.6,10.28,5.0,99.93,99.49238578680203,23.28,315
617,CAPACITE,Industrials,Engineering & Construction,18255859712.0,-0.372,-0.33,8.28,-7.35,4.35,6.18,-14.0,7.49,7.0,0.0,59497148.53,275731.0,44.06666666666666,LOW,Capital Goods,23.1,26.65,25.38,1.0599999999999998,28.43,19.54,53.3,0.0,44.07,8.375634517766498,23.16,316
624,GODREJAGRO,Consumer Defensive,Packaged Foods,107846623232.0,-0.3815,-0.2500000000000001,2.35,-1.75,0.75,3.15,-5.48,6.53,8.0,0.0,94757675.19,169014.0,51.4,LOW,FMCG – Food,23.35,22.34,25.13,0.7166666666666667,27.16,8.76,38.83,0.0,51.4,39.340101522842644,23.11,317
652,CSBBANK,Financial Services,Banks - Regional,61359357952.0,-0.441,-0.4640000000000002,4.15,-4.7,2.36,8.1,-8.26,3.68,11.0,4.0,128214137.97,354134.0,56.333333333333336,MEDIUM,Unknown,21.83,23.86,21.32,1.92,35.79,13.96,10.28,4.0,56.33,27.411167512690355,23.08,318
637,DYNAMATECH,Consumer Cyclical,Auto Parts,67527319552.0,-0.4197,0.8519999999999999,8.63,-4.68,4.54,0.22,-8.9,5.0,9.0,2.0,225128411.7,22642.0,65.33333333333333,MEDIUM,FMCG – Food,26.65,27.16,23.1,0.026666666666666772,21.57,14.97,28.05,2.0,65.33,29.441624365482234,22.84,319
648,CHOICEIN,Financial Services,Capital Markets,142755168256.0,-0.4348,0.4919999999999999,6.25,-2.31,2.36,1.79,-6.11,3.68,11.0,0.0,334080561.0,521349.0,71.73333333333333,MEDIUM,Unknown,25.76,25.0,21.83,0.6133333333333333,25.25,10.03,10.28,0.0,71.73,47.20812182741117,22.74,320
728,CHOLAFIN,Financial Services,Credit Services,1255374585856.0,-0.5661,-2.656,-12.57,0.17,-4.54,-1.66,0.47,3.68,11.0,0.0,1870131505.09,1269952.0,90.53333333333332,HIGH,Unknown,16.24,12.44,10.91,-2.0100000000000002,11.42,98.86,10.28,0.0,90.53,90.35532994923858,22.65,321
660,GSFC,Basic Materials,Agricultural Inputs,64967774208.0,-0.4561,-3.1379999999999995,-16.9,0.06,-5.27,-1.83,0.19,9.45,5.0,0.0,134680873.92,826060.0,57.333333333333336,MEDIUM,Unknown,15.23,9.9,20.56,-2.3466666666666667,10.41,100.0,75.0,0.0,57.33,28.934010152284262,22.53,322
653,GODIGIT,Financial Services,Insurance - Property & Casualty,271416918016.0,-0.4435,0.012,1.92,-0.57,0.4,1.71,-2.74,3.68,11.0,0.0,315239023.99,1073520.0,71.2,MEDIUM,Unknown,24.62,21.57,21.07,0.5133333333333333,23.86,5.08,10.28,0.0,71.2,65.48223350253807,22.44,323
708,CANBK,Financial Services,Banks - Regional,1210569195520.0,-0.5299,-2.824,-9.44,-2.44,-3.08,7.07,-7.48,3.68,11.0,3.0,4032729613.06,30216765.0,96.33333333333334,HIGH,Unknown,15.48,14.72,13.71,0.5166666666666669,24.11,13.45,10.28,3.0,96.33,88.57868020304569,22.24,324
699,CONCOR,Industrials,Railroads,339300777984.0,-0.5103,-3.76,-1.48,-8.77,-0.42,6.78,-30.92,7.49,7.0,0.0,787291297.65,1767208.0,81.8,HIGH,Capital Goods,13.96,18.27,15.23,-0.8033333333333331,17.26,30.96,53.3,0.0,81.8,70.30456852791879,22.24,325
669,COLPAL,Consumer Defensive,Household & Personal Products,559284092928.0,-0.4666,-1.68,-9.61,-0.36,-2.56,-0.67,-1.35,6.53,8.0,4.0,923406315.34,449062.0,83.86666666666667,HIGH,FMCG – Food,19.04,14.47,19.29,-1.1966666666666665,15.48,3.55,38.83,4.0,83.87,77.41116751269035,22.04,326
625,CRIZAC,Consumer Defensive,Education & Training Services,36377112576.0,-0.3836,-0.0859999999999998,3.87,-2.96,1.83,3.04,-6.27,6.53,8.0,0.0,86285825.27,415055.0,49.73333333333333,LOW,FMCG – Food,24.11,23.35,24.87,0.6366666666666667,25.89,11.29,38.83,0.0,49.73,18.527918781725887,22.02,327
683,CANFINHOME,Financial Services,Mortgage Finance,112635469824.0,-0.4821,-0.9020000000000006,12.2,-7.61,3.57,5.74,-26.01,3.68,11.0,2.0,142267864.79,168185.0,58.46666666666667,MEDIUM,Unknown,20.3,30.96,16.75,0.5666666666666664,24.37,28.93,10.28,2.0,58.47,39.847715736040605,21.54,328
675,IOB,Financial Services,Banks - Regional,640474152960.0,-0.4731,-0.5379999999999999,3.71,-2.92,1.05,2.22,-10.32,3.68,11.0,0.0,93355483.71,2806840.0,51.13333333333333,LOW,Unknown,21.57,22.84,18.27,0.11666666666666677,21.83,16.5,10.28,0.0,51.13,79.44162436548223,21.41,329
710,HCLTECH,Technology,Information Technology Services,3063198253056.0,-0.5327,-6.526,-25.86,-4.48,-7.89,2.78,-14.68,11.6,2.0,0.0,3820191101.73,3374429.0,95.8,HIGH,IT Services,8.38,5.08,13.45,-3.196666666666667,7.11,20.05,94.29,0.0,95.8,97.20812182741116,21.24,330
706,BAJFINANCE,Financial Services,Credit Services,5497224691712.0,-0.5236,-1.5219999999999998,-6.51,-0.73,-2.05,-0.59,-2.32,3.68,11.0,0.0,8716600479.57,9859293.0,99.0,HIGH,Unknown,19.8,16.24,13.96,-1.1233333333333333,15.99,4.57,10.28,0.0,99.0,99.23857868020305,21.24,331
