ALPHA_RANK,Symbol,Sector,Industry,Market_Cap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK,ENTRY_SCORE,ADV_RUPEES,AVG_20D_VOLUME,LIQUIDITY_SCORE,LIQUIDITY_BUCKET,Industry_MASTER,FACTOR_MOMENTUM,FACTOR_SHARPE,FACTOR_ALPHA,RS_COMPOSITE,FACTOR_RS,FACTOR_LOW_VOL,FACTOR_SECTOR,FACTOR_ENTRY,FACTOR_LIQUIDITY,FACTOR_MARKET_CAP,MULTI_FACTOR_SCORE,FACTOR_RANK
168,ELGIEQUIP,Industrials,Specialty Industrial Machinery,190043308032.0,0.4297,20.784,65.75,14.79,24.78,-7.54,39.24,7.49,7.0,8.0,513503901.68,851794.0,77.13333333333333,HIGH,Capital Goods,77.41,74.62,76.9,10.676666666666668,78.68,56.35,53.3,8.0,77.13,57.10659898477157,63.58,80
115,INDOAMIN,Basic Materials,Chemicals,9508970496.0,0.6633,30.25,77.12,20.83,36.53,-21.82,43.97,9.45,5.0,4.0,53555315.2,408819.0,42.53333333333333,LOW,Unknown,86.55,80.2,83.76,11.846666666666666,81.22,54.06,75.0,4.0,42.53,2.284263959390863,63.29,81
183,BORORENEW,Technology,Solar,74497384448.0,0.3781,17.951999999999998,57.44,5.85,26.02,-0.55,12.91,11.6,2.0,4.0,607607534.76,1144163.0,78.93333333333334,HIGH,IT Services,71.57,68.53,75.38,10.44,77.66,81.22,94.29,4.0,78.93,32.233502538071065,63.13,82
203,IPCALAB,Healthcare,Drug Manufacturers - Specialty & Generic,413588619264.0,0.3323,16.976,63.98,7.49,23.3,-5.52,20.57,9.76,4.0,7.0,588661371.4,361098.0,78.66666666666666,HIGH,Pharma – Formulations,69.67,72.97,71.57,8.423333333333334,70.43,73.22,87.18,7.0,78.67,74.8730964467005,62.9,83
112,GHCLTEXTIL,Consumer Cyclical,Textile Manufacturing,8994622464.0,0.6852,31.918,92.37,19.9,39.93,-16.01,46.03,5.0,9.0,4.0,55555843.95,590392.0,43.13333333333333,LOW,FMCG – Food,87.82,86.8,84.26,14.606666666666664,86.29,52.54,28.05,4.0,43.13,1.7766497461928936,62.84,84
138,APTECHT,Consumer Defensive,Education & Training Services,6201081344.0,0.558,28.808,77.32,13.4,39.08,-10.47,26.51,6.53,8.0,5.0,107658042.27,1006997.0,53.13333333333333,MEDIUM,FMCG – Food,84.26,80.71,81.22,14.003333333333332,84.77,68.15,38.83,5.0,53.13,0.5076142131979695,62.69,85
193,FACT,Basic Materials,Agricultural Inputs,583238352896.0,0.3505,20.104,71.79,-2.99,35.5,2.75,-6.05,9.45,5.0,6.0,266879407.31,296089.0,68.26666666666667,MEDIUM,Unknown,75.38,77.92,73.6,11.753333333333332,80.96,9.64,75.0,6.0,68.27,77.91878172588832,62.45,86
119,FILATEX,Consumer Cyclical,Textile Manufacturing,22424946688.0,0.6442,29.472,72.85,24.18,33.0,-9.94,53.38,5.0,9.0,5.0,77668984.85,1538000.0,48.06666666666667,LOW,FMCG – Food,85.53,78.68,83.5,15.746666666666668,87.82,47.46,28.05,5.0,48.07,10.913705583756345,62.44,87
146,DIFFNKG,Industrials,Specialty Industrial Machinery,12864248832.0,0.495,25.184,82.44,8.72,36.16,-9.11,19.88,7.49,7.0,7.0,52191285.3,150624.0,42.06666666666667,LOW,Capital Goods,80.46,82.99,79.7,11.923333333333332,81.47,73.6,53.3,7.0,42.07,5.583756345177665,62.38,88
173,J&KBANK,Financial Services,Banks - Regional,169923461120.0,0.4053,23.914,69.97,15.88,29.27,-9.96,37.96,3.68,11.0,8.0,620467453.27,4020915.0,79.13333333333334,HIGH,Unknown,79.7,76.65,76.4,11.729999999999999,80.71,57.11,10.28,8.0,79.13,53.045685279187815,62.22,89
158,CESC,Utilities,Utilities - Regulated Electric,222960943104.0,0.477,14.374,68.46,3.37,21.71,-4.52,10.63,18.74,1.0,2.0,415848211.21,2472344.0,74.86666666666667,MEDIUM,Unknown,62.44,76.4,78.17,6.853333333333334,65.99,83.76,98.48,2.0,74.87,61.92893401015228,62.09,90
189,AEGISLOG,Energy,Oil & Gas Refining & Marketing,281151012864.0,0.3655,18.884,60.65,12.65,23.04,-8.92,33.3,8.66,6.0,7.0,866447226.9,1081707.0,83.13333333333334,HIGH,Oil Exploration,73.48,70.43,74.11,8.923333333333332,71.7,61.04,65.74,7.0,83.13,65.98984771573603,62.07,91
208,HINDALCO,Basic Materials,Aluminum,2324033961984.0,0.3117,16.61,65.61,9.62,21.27,-11.9,29.67,9.45,5.0,2.0,6107970024.51,5877004.0,98.33333333333331,HIGH,Unknown,68.27,74.11,70.81,6.330000000000001,64.72,65.74,75.0,2.0,98.33,94.9238578680203,61.76,92
148,HCG,Healthcare,Medical Care Facilities,94956208128.0,0.4928,20.544,77.28,14.73,24.42,-14.16,46.61,9.76,4.0,4.0,128489903.4,202028.0,56.39999999999999,MEDIUM,Pharma – Formulations,76.65,80.46,79.44,8.330000000000002,70.05,51.27,87.18,4.0,56.4,36.04060913705584,61.59,93
184,AKUMS,Healthcare,Drug Manufacturers - Specialty & Generic,90651729920.0,0.3717,16.619999999999997,64.78,9.27,21.52,-2.87,27.9,9.76,4.0,10.0,192262559.37,324713.0,63.06666666666667,MEDIUM,Pharma – Formulations,68.53,73.6,75.13,9.306666666666667,73.86,66.75,87.18,10.0,63.07,35.27918781725889,61.55,94
194,CAMS,Technology,Information Technology Services,183781310464.0,0.3496,16.212,71.88,5.07,23.64,-8.18,15.42,11.6,2.0,2.0,795434090.85,1073316.0,82.06666666666666,HIGH,IT Services,67.39,78.17,73.35,6.843333333333334,65.74,77.92,94.29,2.0,82.07,55.83756345177665,61.55,95
169,CRAFTSMAN,Consumer Cyclical,Auto Parts,214378201088.0,0.429,25.134,62.85,23.07,26.51,-22.4,54.69,5.0,9.0,8.0,534334144.73,59460.0,77.66666666666666,HIGH,FMCG – Food,80.2,72.59,76.65,9.06,72.84,46.7,28.05,8.0,77.67,61.16751269035533,61.07,96
217,ANTHEM,Healthcare,Biotechnology,430300889088.0,0.2784,14.378,67.45,4.64,20.87,-3.66,15.0,9.76,4.0,4.0,397233344.35,518548.0,73.86666666666667,MEDIUM,Pharma – Formulations,62.69,75.89,69.8,7.283333333333334,66.88,79.19,87.18,4.0,73.87,75.88832487309645,60.73,97
221,BIOCON,Healthcare,Biotechnology,671447777280.0,0.2743,14.48,66.01,6.95,19.5,-8.26,23.53,9.76,4.0,7.0,1595658377.46,3848669.0,89.46666666666667,HIGH,Pharma – Formulations,63.58,75.25,69.29,6.063333333333333,61.8,70.69,87.18,7.0,89.47,80.20304568527918,60.71,98
185,BBL,Industrials,Electrical Equipment & Parts,31005589504.0,0.3708,20.718,71.21,5.52,30.85,-2.7,12.74,7.49,7.0,2.0,105594952.48,38495.0,52.73333333333333,MEDIUM,Capital Goods,76.9,77.16,74.87,11.223333333333334,79.44,81.47,53.3,2.0,52.73,15.989847715736042,60.59,99
197,GENUSPOWER,Industrials,Electrical Equipment & Parts,85275394048.0,0.3434,21.158,65.64,8.3,29.73,-9.1,18.33,7.49,7.0,4.0,193795584.19,628594.0,63.2,MEDIUM,Capital Goods,77.92,74.37,72.59,9.643333333333333,74.87,75.13,53.3,4.0,63.2,34.51776649746193,60.52,100
233,AETHER,Basic Materials,Specialty Chemicals,149244428288.0,0.2281,14.966,54.81,0.35,24.71,4.11,0.78,9.45,5.0,5.0,430130082.37,382474.0,75.13333333333333,MEDIUM,Unknown,64.72,66.24,67.51,9.723333333333334,75.13,98.48,75.0,5.0,75.13,49.23857868020304,60.5,101
142,IRMENERGY,Utilities,Utilities - Regulated Gas,10369620992.0,0.5263,20.056,50.29,7.9,28.16,-8.44,14.11,18.74,1.0,2.0,103823584.06,411101.0,52.53333333333333,MEDIUM,Unknown,75.13,63.96,80.46,9.206666666666669,73.6,79.7,98.48,2.0,52.53,2.7918781725888326,60.45,102
196,WELENT,Industrials,Engineering & Construction,75414839296.0,0.3446,18.974,61.99,10.64,24.53,-5.14,26.89,7.49,7.0,10.0,144555491.57,259945.0,58.8,MEDIUM,Capital Goods,74.11,71.32,72.84,10.01,76.14,67.51,53.3,10.0,58.8,32.48730964467005,60.15,103
134,CENTENKA,Consumer Cyclical,Textile Manufacturing,10979920896.0,0.5716,28.442,71.02,24.05,31.37,-16.73,54.45,5.0,9.0,4.0,69599491.12,138506.0,46.53333333333333,LOW,FMCG – Food,83.5,76.9,82.23,12.896666666666667,82.99,46.95,28.05,4.0,46.53,3.5532994923857872,60.12,104
195,INTELLECT,Technology,Software - Application,103807574016.0,0.3494,16.798000000000002,49.06,11.86,20.09,-6.99,28.96,11.6,2.0,7.0,384660284.39,515320.0,73.6,MEDIUM,IT Services,69.04,63.2,73.1,8.32,69.8,66.24,94.29,7.0,73.6,37.309644670050766,59.88,105
163,GANDHAR,Energy,Oil & Gas Refining & Marketing,15277036544.0,0.4566,24.148,55.57,18.16,28.14,-14.31,35.86,8.66,6.0,4.0,126977956.81,813544.0,56.00000000000001,MEDIUM,Oil Exploration,79.95,67.01,77.41,10.663333333333332,78.43,58.38,65.74,4.0,56.0,6.345177664974619,59.78,106
218,ABB,Industrials,Specialty Industrial Machinery,1441188806656.0,0.2776,16.773999999999997,79.81,-1.04,28.65,0.63,-2.9,7.49,7.0,2.0,2616452495.85,384716.0,93.4,HIGH,Capital Goods,68.78,81.73,69.54,9.413333333333332,74.11,5.46,53.3,2.0,93.4,91.6243654822335,59.71,107
223,CONCORDBIO,Healthcare,Biotechnology,139212783616.0,0.2603,12.924,77.39,1.92,20.26,-3.34,7.33,9.76,4.0,7.0,802539551.61,603096.0,82.39999999999999,HIGH,Pharma – Formulations,59.52,81.09,68.65,6.28,63.32,88.45,87.18,7.0,82.4,46.44670050761421,59.71,108
254,HBLENGINE,Industrials,Electrical Equipment & Parts,208991125504.0,0.1906,16.823999999999998,58.88,1.59,26.98,-4.2,3.47,7.49,7.0,2.0,1247026119.97,1653990.0,86.93333333333332,HIGH,Capital Goods,69.29,69.29,64.72,8.123333333333333,69.54,93.91,53.3,2.0,86.93,60.15228426395939,59.19,109
150,GANESHHOU,Real Estate,Real Estate - Development,63937048576.0,0.4895,25.49,62.14,25.07,25.77,-13.6,60.45,3.87,10.0,5.0,52935691.59,69039.0,42.266666666666666,LOW,Residential,80.96,71.57,78.93,12.413333333333334,81.98,44.92,19.92,5.0,42.27,28.17258883248731,59.0,110
202,APOLLOHOSP,Healthcare,Medical Care Facilities,1220515987456.0,0.3349,13.158,64.5,13.08,13.21,-10.73,63.87,9.76,4.0,8.0,4168305937.05,491053.0,96.66666666666669,HIGH,Pharma – Formulations,60.91,73.35,71.83,5.1866666666666665,55.33,43.91,87.18,8.0,96.67,89.08629441624365,58.95,111
162,AVL,Consumer Cyclical,Specialty Retail,69134049280.0,0.4597,20.122,93.27,13.12,24.79,-9.26,49.36,5.0,9.0,2.0,108158495.46,202033.0,53.400000000000006,MEDIUM,FMCG – Food,75.63,87.06,77.66,9.549999999999999,74.62,49.75,28.05,2.0,53.4,30.456852791878177,58.89,112
222,BERGEPAINT,Basic Materials,Specialty Chemicals,602473693184.0,0.2668,14.48,66.01,6.95,19.5,-8.26,23.53,9.45,5.0,4.0,286926048.61,555305.0,69.66666666666667,MEDIUM,Unknown,63.58,75.25,69.04,6.063333333333333,61.8,70.69,75.0,4.0,69.67,78.1725888324873,58.51,113
181,20MICRONS,Basic Materials,Other Industrial Metals & Mining,6527297536.0,0.3852,20.158,48.71,14.5,23.93,-6.55,29.51,9.45,5.0,4.0,73434477.83,396986.0,47.13333333333333,LOW,Unknown,75.89,62.94,75.63,10.626666666666667,78.17,65.99,75.0,4.0,47.13,0.7614213197969544,58.48,114
176,ANUP,Industrials,Specialty Industrial Machinery,36381147136.0,0.3951,22.304,75.04,-2.65,38.94,7.53,-5.11,7.49,7.0,0.0,57489630.01,31654.0,43.53333333333333,LOW,Capital Goods,78.17,79.44,76.14,14.606666666666667,86.55,8.38,53.3,0.0,43.53,18.781725888324875,58.41,115
263,DIXON,Technology,Consumer Electronics,698431307776.0,0.1817,13.45,39.51,5.86,18.51,-5.89,12.51,11.6,2.0,4.0,5837206351.2,508158.0,98.26666666666668,HIGH,IT Services,61.68,54.82,63.71,6.16,62.69,81.73,94.29,4.0,98.27,81.21827411167513,58.39,116
187,JASH,Industrials,Specialty Industrial Machinery,28134313984.0,0.3676,18.832,55.13,12.73,22.9,-0.45,30.65,7.49,7.0,5.0,73731532.92,164855.0,47.333333333333336,LOW,Capital Goods,73.1,66.5,74.37,11.726666666666665,80.46,64.21,53.3,5.0,47.33,14.467005076142131,58.29,117
186,CIPLA,Healthcare,Drug Manufacturers - Specialty & Generic,1112402952192.0,0.3692,15.556,54.59,19.36,13.02,-17.62,81.17,9.76,4.0,4.0,2721980687.85,1976747.0,93.86666666666666,HIGH,Pharma – Formulations,66.5,65.99,74.62,4.919999999999998,53.55,40.36,87.18,4.0,93.87,87.30964467005076,58.24,118
204,INDGN,Healthcare,Health Information Services,124604424192.0,0.3252,15.692,65.46,9.41,19.88,-8.36,30.98,9.76,4.0,6.0,99745815.3,192374.0,51.93333333333333,LOW,Pharma – Formulations,67.01,73.86,71.32,6.976666666666667,66.24,63.96,87.18,6.0,51.93,42.38578680203046,58.12,119
201,GAIL,Utilities,Utilities - Regulated Gas,1104679010304.0,0.3381,9.972,45.9,5.13,13.2,-2.58,17.84,18.74,1.0,5.0,2014890403.34,11992682.0,91.2,HIGH,Unknown,53.68,59.77,72.08,5.249999999999999,55.96,75.76,98.48,5.0,91.2,87.05583756345177,58.01,120
209,FEDFINA,Financial Services,Credit Services,55869616128.0,0.3064,23.246,65.81,10.64,31.65,-10.56,22.13,3.68,11.0,4.0,133775524.91,896739.0,57.06666666666666,MEDIUM,Unknown,79.44,74.87,70.56,10.576666666666666,77.92,72.21,10.28,4.0,57.07,25.888324873096447,57.97,121
200,HINDOILEXP,Energy,Oil & Gas E&P,23598815232.0,0.3388,20.188,37.49,18.37,21.4,-8.98,32.18,8.66,6.0,7.0,171992293.07,963812.0,61.46666666666667,MEDIUM,Oil Exploration,76.14,52.28,72.34,10.263333333333332,77.16,62.44,65.74,7.0,61.47,11.928934010152284,57.68,122
165,DIAMONDYD,Consumer Defensive,Packaged Foods,26930427904.0,0.4443,23.106,55.53,24.3,22.31,-18.14,60.48,6.53,8.0,5.0,159923062.36,141990.0,60.46666666666667,MEDIUM,FMCG – Food,79.19,66.75,77.16,9.49,74.37,44.67,38.83,5.0,60.47,13.705583756345177,57.49,123
192,EBGNG,Technology,Computer Hardware,44760924160.0,0.3542,20.742,42.84,17.28,23.05,-20.73,32.12,11.6,2.0,2.0,139686355.86,355798.0,57.99999999999999,MEDIUM,IT Services,77.16,57.36,73.86,6.533333333333332,64.97,62.69,94.29,2.0,58.0,22.588832487309645,57.25,124
230,CDSL,Financial Services,Capital Markets,250988101632.0,0.2452,18.884,60.65,12.65,23.04,-8.92,33.3,3.68,11.0,0.0,1736776441.41,1446229.0,89.86666666666666,HIGH,Unknown,73.48,70.43,67.77,8.923333333333332,71.7,61.04,10.28,0.0,89.87,64.21319796954315,57.23,125
224,ALIVUS,Healthcare,Drug Manufacturers - Specialty & Generic,126593466368.0,0.2603,12.924,77.39,1.92,20.26,-3.34,7.33,9.76,4.0,2.0,79462255.22,77043.0,48.2,LOW,Pharma – Formulations,59.52,81.09,68.65,6.28,63.32,88.45,87.18,2.0,48.2,43.401015228426395,57.09,126
226,CERA,Industrials,Building Products & Equipment,75675254784.0,0.2543,15.49,71.57,4.78,22.63,-4.95,15.12,7.49,7.0,4.0,167776135.8,28584.0,61.133333333333326,MEDIUM,Capital Goods,65.99,77.66,68.27,7.486666666666667,67.77,78.68,53.3,4.0,61.13,32.74111675126903,56.77,127
260,HUDCO,Financial Services,Credit Services,411510571008.0,0.1855,16.976,63.98,7.49,23.3,-5.52,20.57,3.68,11.0,2.0,581800675.07,2830320.0,78.46666666666667,HIGH,Unknown,69.67,72.97,63.96,8.423333333333334,70.43,73.22,10.28,2.0,78.47,74.61928934010153,56.76,128
281,ENGINERSIN,Industrials,Engineering & Construction,130421932032.0,0.1358,14.762,45.9,1.01,23.93,2.41,1.94,7.49,7.0,2.0,1032709103.04,4450373.0,85.0,HIGH,Capital Goods,64.34,59.77,60.79,9.116666666666667,73.22,96.07,53.3,2.0,85.0,45.17766497461929,56.71,129
274,ABSLAMC,Financial Services,Asset Management,321071054848.0,0.1556,17.636,59.09,7.28,24.54,-7.94,17.53,3.68,11.0,8.0,342224564.18,308227.0,71.86666666666667,MEDIUM,Unknown,71.07,69.54,62.18,7.96,69.04,76.14,10.28,8.0,71.87,68.2741116751269,56.39,130
227,INDIAGLYCO,Basic Materials,Chemicals,64439533568.0,0.2461,15.636,56.72,4.47,23.08,-3.34,10.99,9.45,5.0,2.0,74179318.52,77158.0,47.4,LOW,Unknown,66.75,68.02,68.02,8.069999999999999,69.29,83.25,75.0,2.0,47.4,28.426395939086298,56.28,131
308,BELRISE,Consumer Cyclical,Auto Parts,202118266880.0,0.0848,13.782000000000002,56.74,1.44,22.01,-0.89,3.71,5.0,9.0,8.0,1195106277.34,5261772.0,86.4,HIGH,FMCG – Food,62.18,68.27,58.63,7.5200000000000005,68.02,93.15,28.05,8.0,86.4,58.88324873096447,56.01,132
249,BCLIND,Consumer Defensive,Beverages - Wineries & Distilleries,10962365440.0,0.1999,16.448,60.36,0.17,27.3,3.11,0.38,6.53,8.0,5.0,76198599.15,2051659.0,47.66666666666667,LOW,FMCG – Food,67.89,69.92,65.74,10.193333333333333,76.78,99.62,38.83,5.0,47.67,3.2994923857868024,55.9,133
206,DATAMATICS,Technology,Information Technology Services,45287313408.0,0.315,17.238,36.72,15.24,18.57,-10.07,30.14,11.6,2.0,2.0,118651243.74,154857.0,54.66666666666666,MEDIUM,IT Services,70.3,51.27,71.07,7.913333333333334,68.78,64.97,94.29,2.0,54.67,22.84263959390863,55.78,134
244,APTUS,Financial Services,Mortgage Finance,126462574592.0,0.2062,17.358,66.55,7.08,24.21,-4.37,19.46,3.68,11.0,2.0,187523112.58,742519.0,62.73333333333333,MEDIUM,Unknown,70.56,75.63,66.75,8.973333333333333,72.34,73.86,10.28,2.0,62.73,43.14720812182741,55.77,135
318,BOSCHLTD,Consumer Cyclical,Auto Parts,1114564591616.0,0.0657,12.288,54.26,2.55,18.78,-0.08,7.37,5.0,9.0,5.0,1673877818.0,44294.0,89.66666666666666,HIGH,FMCG – Food,58.63,65.74,57.11,7.083333333333335,66.5,88.07,28.05,5.0,89.67,87.56345177664974,55.51,136
282,HAPPYFORGE,Industrials,Metal Fabrication,127505219584.0,0.1358,14.762,45.9,1.01,23.93,2.41,1.94,7.49,7.0,2.0,160488685.69,118757.0,60.66666666666667,MEDIUM,Capital Goods,64.34,59.77,60.79,9.116666666666667,73.22,96.07,53.3,2.0,60.67,44.16243654822335,55.44,137
248,EMIL,Consumer Cyclical,Specialty Retail,40383229952.0,0.201,19.24,57.72,6.67,27.62,-8.16,13.94,5.0,9.0,2.0,134149637.23,1278102.0,57.2,MEDIUM,FMCG – Food,74.37,68.78,65.99,8.709999999999999,71.07,79.95,28.05,2.0,57.2,21.065989847715734,55.06,138
268,FORTIS,Healthcare,Medical Care Facilities,746653614080.0,0.164,10.68,41.55,9.48,11.48,-4.34,34.31,9.76,4.0,4.0,1425838728.6,1441697.0,88.13333333333333,HIGH,Pharma – Formulations,55.33,56.35,63.2,5.54,59.14,59.39,87.18,4.0,88.13,82.23350253807106,54.85,139
239,IFBIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",50713325568.0,0.2154,20.218,43.26,16.6,22.63,-15.57,31.73,5.0,9.0,5.0,375879753.71,300319.0,73.2,MEDIUM,FMCG – Food,76.4,57.87,67.01,7.886666666666668,68.53,63.45,28.05,5.0,73.2,25.12690355329949,54.59,140
214,JBCHEPHARM,Healthcare,Drug Manufacturers - Specialty & Generic,353469988864.0,0.2884,12.876,54.14,14.91,11.52,-14.05,70.07,9.76,4.0,7.0,607144309.98,275787.0,78.86666666666666,HIGH,Pharma – Formulations,59.14,65.48,70.05,4.126666666666666,49.75,42.39,87.18,7.0,78.87,71.31979695431471,54.42,141
294,ANANDRATHI,Financial Services,Asset Management,288496680960.0,0.1167,10.441999999999998,83.67,1.43,16.45,0.98,7.27,3.68,11.0,2.0,1487703360.62,856232.0,88.73333333333333,HIGH,Unknown,55.08,83.25,60.15,6.286666666666666,63.71,89.09,10.28,2.0,88.73,66.49746192893402,54.39,142
213,AGARIND,Basic Materials,Specialty Chemicals,6916481536.0,0.2942,15.106,21.76,18.04,13.15,6.43,29.85,9.45,5.0,3.0,105789280.92,228783.0,52.8,MEDIUM,Unknown,65.23,38.83,70.3,12.54,82.49,65.23,75.0,3.0,52.8,1.015228426395939,54.38,143
246,FINCABLES,Industrials,Electrical Equipment & Parts,152098177024.0,0.2024,18.478,47.77,13.06,22.09,-19.27,28.24,7.49,7.0,2.0,613796200.88,617191.0,79.06666666666666,HIGH,Capital Goods,72.08,62.18,66.5,5.293333333333333,56.35,66.5,53.3,2.0,79.07,49.49238578680203,54.32,144
251,BANDHANBNK,Financial Services,Banks - Regional,321816952832.0,0.1925,19.43,42.81,21.68,17.93,-22.08,51.77,3.68,11.0,8.0,1678764945.52,8403910.0,89.73333333333333,HIGH,Unknown,74.62,57.11,65.23,5.843333333333334,60.66,48.48,10.28,8.0,89.73,68.52791878172589,54.13,145
250,AGI,Consumer Cyclical,Packaging & Containers,39801827328.0,0.1973,18.928,48.26,10.69,24.42,-8.38,21.13,5.0,9.0,5.0,88162375.87,143307.0,49.86666666666667,LOW,FMCG – Food,73.86,62.44,65.48,8.909999999999998,71.32,72.84,28.05,5.0,49.87,20.812182741116754,54.01,146
271,HIMATSEIDE,Consumer Cyclical,Textile Manufacturing,9506116608.0,0.1629,16.448,60.36,0.17,27.3,3.11,0.38,5.0,9.0,0.0,68104984.39,900860.0,46.0,LOW,FMCG – Food,67.89,69.92,62.94,10.193333333333333,76.78,99.62,28.05,0.0,46.0,2.030456852791878,53.91,147
280,COALINDIA,Energy,Thermal Coal,2779390410752.0,0.1437,11.21,40.5,10.94,11.39,-7.0,38.9,8.66,6.0,5.0,9875192694.4,21896214.0,99.4,HIGH,Oil Exploration,56.09,55.84,61.17,5.109999999999999,54.82,56.85,65.74,5.0,99.4,96.19289340101524,53.85,148
238,FLUOROCHEM,Basic Materials,Specialty Chemicals,399963848704.0,0.22,14.496,46.21,13.41,15.22,-14.59,40.71,9.45,5.0,2.0,324556555.4,89139.0,71.66666666666667,MEDIUM,Unknown,63.96,60.91,67.26,4.680000000000001,52.79,55.58,75.0,2.0,71.67,73.3502538071066,53.78,149
276,IGIL,Basic Materials,Other Precious Metals & Mining,155663925248.0,0.1513,13.282,44.8,6.07,18.09,-6.22,15.03,9.45,5.0,2.0,297506209.53,825947.0,70.39999999999999,MEDIUM,Unknown,61.17,58.63,61.68,5.98,61.42,78.93,75.0,2.0,70.4,49.746192893401016,53.66,150
272,CHAMBLFERT,Basic Materials,Agricultural Inputs,191371558912.0,0.1591,11.792000000000002,47.24,7.88,14.4,-6.82,25.85,9.45,5.0,7.0,733100625.83,1534807.0,80.86666666666666,HIGH,Unknown,57.36,61.68,62.69,5.153333333333333,55.08,68.78,75.0,7.0,80.87,57.360406091370564,53.48,151
273,DIVISLAB,Healthcare,Drug Manufacturers - Specialty & Generic,1762313109504.0,0.156,10.146,46.44,9.93,10.29,-9.82,44.81,9.76,4.0,5.0,2720669068.15,409832.0,93.8,HIGH,Pharma – Formulations,54.57,61.17,62.44,3.4666666666666663,45.69,53.55,87.18,5.0,93.8,93.1472081218274,53.06,152
313,DEEPAKNTR,Basic Materials,Chemicals,227053486080.0,0.0736,9.732,47.71,0.42,15.94,0.24,1.26,9.45,5.0,2.0,232551424.97,139696.0,66.26666666666667,MEDIUM,Unknown,52.54,61.93,57.61,5.533333333333332,58.88,97.72,75.0,2.0,66.27,62.43654822335025,52.74,153
255,JGCHEM,Basic Materials,Other Industrial Metals & Mining,16853925888.0,0.1891,16.212,45.29,7.62,21.94,-11.2,15.73,9.45,5.0,5.0,54917813.89,127686.0,42.86666666666667,LOW,Unknown,67.39,58.88,64.47,6.120000000000001,62.44,77.66,75.0,5.0,42.87,6.852791878172589,52.25,154
277,BAJAJ-AUTO,Consumer Cyclical,Auto Manufacturers,2832932536320.0,0.1481,13.602,52.45,13.95,13.37,-14.31,54.73,5.0,9.0,5.0,3470571284.8,342130.0,95.13333333333334,HIGH,FMCG – Food,61.93,64.97,61.42,4.336666666666667,50.51,46.19,28.05,5.0,95.13,96.7005076142132,52.23,155
293,GAEL,Consumer Defensive,Packaged Foods,71983775744.0,0.1175,13.286,52.01,4.94,18.85,-3.53,13.63,6.53,8.0,7.0,114226764.1,727837.0,53.93333333333333,MEDIUM,FMCG – Food,61.42,64.72,60.41,6.753333333333334,65.48,80.46,38.83,7.0,53.93,30.96446700507614,52.12,156
275,GODREJIND,Industrials,Conglomerates,347919384576.0,0.1545,17.226,38.22,15.33,18.49,-20.44,31.69,7.49,7.0,2.0,521140752.5,504492.0,77.46666666666667,HIGH,Capital Goods,70.05,53.55,61.93,4.46,51.02,63.71,53.3,2.0,77.47,70.55837563451777,52.0,157
299,ANURAS,Basic Materials,Specialty Chemicals,144849207296.0,0.1026,9.142,48.41,3.16,13.13,0.29,11.65,9.45,5.0,2.0,356593323.65,280275.0,72.73333333333333,MEDIUM,Unknown,50.25,62.69,59.64,5.526666666666666,58.63,82.49,75.0,2.0,72.73,48.223350253807105,51.68,158
329,AFCONS,Industrials,Engineering & Construction,121387319296.0,0.0418,11.852,50.04,1.19,18.96,-6.2,3.14,7.49,7.0,7.0,808148567.82,2448564.0,82.53333333333333,HIGH,Capital Goods,57.61,63.71,55.84,4.650000000000001,52.28,94.42,53.3,7.0,82.53,41.62436548223351,51.28,159
298,CENTURYPLY,Basic Materials,Lumber & Wood Production,165074534400.0,0.1068,10.188,51.72,2.67,15.2,-2.91,9.08,9.45,5.0,2.0,110919423.7,149286.0,53.66666666666666,MEDIUM,Unknown,54.82,64.47,59.9,4.9866666666666655,54.31,86.29,75.0,2.0,53.67,52.03045685279187,51.16,160
253,ARFIN,Basic Materials,Aluminum,13845366784.0,0.1913,14.407999999999998,62.7,-1.57,25.06,-1.22,-3.93,9.45,5.0,2.0,170385920.1,2076358.0,61.4,MEDIUM,Unknown,63.07,72.21,64.97,7.423333333333333,67.39,6.47,75.0,2.0,61.4,6.091370558375635,50.9,161
325,IIFL,Financial Services,Credit Services,211040616448.0,0.0496,13.022,26.09,15.32,11.49,-3.75,34.79,3.68,11.0,5.0,1391586479.19,2803922.0,87.86666666666667,HIGH,Unknown,60.41,43.65,56.6,7.686666666666667,68.27,59.14,10.28,5.0,87.87,60.40609137055838,50.04,162
351,BALRAMCHIN,Consumer Defensive,Confectioners,113355415552.0,0.0195,9.908,42.55,2.45,14.88,1.65,7.01,6.53,8.0,4.0,377487061.16,703545.0,73.26666666666667,MEDIUM,FMCG – Food,52.79,56.85,54.06,6.326666666666667,64.47,89.34,38.83,4.0,73.27,40.35532994923858,50.0,163
247,INDNIPPON,Consumer Cyclical,Auto Parts,19816368128.0,0.2022,18.766,44.6,18.85,18.71,-19.75,44.93,5.0,9.0,5.0,80630062.2,92043.0,48.46666666666667,LOW,FMCG – Food,72.59,58.38,66.24,5.936666666666667,60.91,53.3,28.05,5.0,48.47,9.644670050761421,49.88,164
